verbs,sentences,preds,true
dissolve,"A state judge in Manhattan ordered White & Case to provide an accounting of the firm 's assets as of June 30 , the day lawyers in the firm voted to dissolve their partnership and re - form without longtime partner Evan R. Dawson ","0000000000000000000000000000000100000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dissolve,"JAMIE SECURITIES Inc. is dissolving , firm officials have said , but the company has n't formally announced the move ","0000100000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
drag,A recession could trip up the Canadian dollar 's recovery and a resumption of the dollar 's decline against other major currencies would almost certainly drag the Canadian dollar down too ,"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000100000000000
00000000000000000000000000000000000000000000"
drag,"Johnson was then moved in other conversational directions , but the conclusion of his thought was clear : It 's tough to move fast when you 're dragging a tree ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000001000000000
00000000000000000000000000000000000000000000"
drink,"Ronald Reagan , as popular on Main Street , U.S.A . , as any recent president , expressed his affection for the SBA by marking it for extinction , along with Amtrak , the Export - Import Bank , the Economic Development Administration and other programs deemed to be drinking too deeply from the federal budget trough ","0000000000000000000000000000000000000
00000000000010000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
eat,"Out - of - home entertainment -- such as films , sporting events , eating out , dancing , theater , shopping and amusement parks -- was a leisure - time activity for 43 % of respondents . -LRB- The survey included multiple responses . -RRB-/-R","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000010000000000000000000000
00000000000000000000000000000000000000000000"
eat,"Here is how it works : Conventional plastics are composed of repeating hydrocarbon molecules , called polymers , which are derived from petroleum . -LRB- The lengthy chains are too long for micro - organisms to eat ; that is what makes plastic so resistant to decay . -RRB-/-R","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000001
00000000000000000000000000000000000000000000"
eat,"With its latest acquisition , Cartier , which is 46.8 % -owned by Rothmans International PLC of Britain , will control more than 40 % of the $ 2.2 billion international luxury - watch market and aims to eat into the market share of the other leader , Rolex , Mr. Perrin said ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
01000000000000000000000000000000000000000000"
escape,"All agree that the state must diversify its industrial base to escape the recently detrimental reliance on oil , said Ron Jones , chairman of the New Orleans Business Council and president of Louisiana Coca Cola Bottling Ltd ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000010000000000000000000000000
00000000000000000000000000000000000000000000"
escape,"However , in her 17-page dissent , federal Judge Carolyn Dineen King said the case raised sensitive issues of international law but that '' U.S. employers should not be allowed to escape liability for discrimination by cloaking themselves in a conveniently acquired concern for the integrity of the sovereignty of foreign states . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000100000
00000000000000000000000000000000000000000000"
escape,"At the same time , the quest for distinction increasingly includes details -- some of which may escape the average driver ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000010000000000000000000
00000000000000000000000000000000000000000000"
escape,"One clue will be that the Idaho fescue , blue bunch wheat grass and pine grass growing in fields where fire returned nutrients to the soil will be as much as a foot taller than the meadows that escaped the flames ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
01000000000000000000000000000000000000000000"
escape,"Brian J. Luedtke , a technical analyst at Piper , Jaffray & Hopwood , Minneapolis , said he believes investors need further evidence about the economy 's direction before the market will be able to escape from its recent malaise ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000010
00000000000000000000000000000000000000000000"
escape,"He also refused both domestic and U.S. calls to step aside for a compromise plebiscite candidate , who might have benefited from Chile 's economic boom while escaping the stigma of the Pinochet regime 's appalling humanrights record ","0000000001000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
escape,"Both France and Italy want to escape the slow - growth effects of Bundesbank dominance of the EMS . West Germans , however , believes it is they that must adapt by showing a greater willingness to employ restrictive monetary and fiscal policies when these are needed to maintain currency stability ","0000001000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
evaporate,"While acknowledging that the many hits he has taken have had an impact , Mr. Quayle says it is merely '' a question of when that perception will evaporate . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000100000000
00000000000000000000000000000000000000000000"
evaporate,"'' Within a few years , we 're either going to see parents paying significantly higher tuition rates for good - quality care , or there 's going to be no coverage at all and child care is going to evaporate . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00010000000000000000000000000000000000000000"
examine,"Although SEC investigators have interviewed Mr. Salsbury , it 's not clear what role if any he played in events being examined in the current probe ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000001000000000000000
00000000000000000000000000000000000000000000"
examine,"'' I 'd like the campaign to critically examine how the candidate spends his time , '' says Richard Wiener , the Michigan Democratic chairman ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000010000000000000000000000000000
00000000000000000000000000000000000000000000"
examine,"Mr. Martinelli 's lawyer , Joseph Sharlitt , said he sees '' dangerous '' implications in requiring publishers to disclose quid - pro - quo arrangements : '' It means all business practices of the press can be examined for any tie - in for ads and reprints about companies . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
01000000000000000000000000000000000000000000"
examine,"Drought concerns are so great that '' they 're examining thunderstorms through a microscope , '' hoping every cloud will bring a downpour , says David Taylor , meteorologist for Weather Services Corp. of Bedford , Mass ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000001000000000000000000000000000
00000000000000000000000000000000000000000000"
examine,"British Trade and Industry Secretary Lord Young said he plans to appoint an independent investigator to examine his department 's regulatory oversight of James Ferguson Holdings PLC , an investment - management company whose Barlow Clowes Gilt Managers Ltd. unit is being liquidated ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000100000000000000000000
00000000000000000000000000000000000000000000"
fill,"After being widowed at the age of 50 , this heretofore conventional woman began making sculptures , systematically filling her house and yard with her weird creations ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000001000000000000000000
00000000000000000000000000000000000000000000"
fill,He is laboriously filling out the cash - flow statement his bank requires for a spring - planting loan ,0001000010000000000000000000000000000000000000000000000000000000000000000000000000,0001000000000000000000000000000000000000000000000000000000000000000000000000000000
fill,"After seven years of Republican appointments , the courts of appeals are filled with able judges of a moderate to conservative stripe ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000001000000000000000000000000
00000000000000000000000000000000000000000000"
fill,"The typical opinion of the Supreme Court is so long and verbose , so filled with legalese synonyms , so encrusted with substantive footnotes , so totally unclear and inconsistent in the use of legal terms of art that only the devoted professional can hope to follow and understand what is going on ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000010000000000000000000000
00000000000000000000000000000000000000000000"
fill,"Mr. Tassin 's new team will be filled out by Stephen Gardner , 28 , and Christopher Kreidler , 24 , who were hired during the past year to work with the group ","0000000100000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
fill,"Clergymen , philosophers , sociologists and political scientists have filled the pages of scholarly journals about the subject ","0000000001000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
fix,The consulting firm of Data Resources Inc. expects business fixed investment this year to top the 1987 outlays by 11.1 % ,"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000001000000000000000000000000000
00000000000000000000000000000000000000000000"
fix,"The evidence showed he had helped fix two juries , and threatened to choke to death a woman witness against him ",0000001000000100000000000000000000000000000000000000000000000000000000000000000000,0000001000000000000000000000000000000000000000000000000000000000000000000000000000
fix,"Delta Flight 943 from Cincinnati to Jackson , Miss . , is an example of a flight '' fixed '' by schedule changes ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000001000000000000000000
00000000000000000000000000000000000000000000"
fix,"Investors , analysts and members of the local banking community generally view Mr. Hillas as an able manager with a solid knowledge of the capital markets , a keen eye for evaluating banking companies and their businesses , and a knack for helping fix ailing firms ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000010000000000000000000000000000000000000"
fix,"Details of the plan have n't been fixed , but the outline calls for shareholders in both banks to exchange their stock for shares in the new bank on a basis of parity ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000100000000000000000000000000000
00000000000000000000000000000000000000000000"
fix,"Edward A. Brennan , chairman and chief executive officer , repeated to analysts something he said he recently told his managers about Sears 's businesses : '' If it is n't achieving its expected return on capital , their mandate is to fix it in a timely fashion , or exit the position and redeploy assets . '","0000000000000000000000000000000000000
00000100000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
flood,"'' Dog cases were flooding the court system that 's flooded already , '' Mr. Margolis , the animal behaviorist and expert witness , says ","0000100000100000000000000000000000000
00000000000000000000000000000000000000000000","0000000000100000000000000000000000000
00000000000000000000000000000000000000000000"
flood,"When it was first dedicated , residents flooded local newspapers with letters saying they hated it ; they likened it to a banana or a kid relieving himself from a bridge ","0000000100000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
flood,"While much of the world points to a still - stubborn 8 % unemployment rate , and argues that providing jobs for these 2.2 million Germans would create a new consumer demand , German officials insist that flooding the economy with money wo n't necessarily create jobs ","0000000000000000000000000000000000000
10000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
flourish,"As a sport , though , sea kayaking suddenly has begun to flourish on both coasts of North America and far beyond , to the point where you can take sea kayak tours in such wet Edens as Belize , Baja California , Puerto Rico , Hawaii , Fiji , Tonga , the Maldive Islands and Patagonia , or go on '' full - moon paddles '' off the star - strewn beaches of Malibu , where I first took the plunge ","0000000000000000000000000000000000000
0000000000000000000000000000000000000
00000000","0000000000001000000000000000000000000
0000000000000000000000000000000000000
00000000"
flourish,And the court rejected the attempt to foster patriotism through compulsion as an insult to the American tradition : '' To believe that patriotism will not flourish if patriotic ceremonies are voluntary and spontaneous instead of a compulsory routine is to make an unflattering estimate of the appeal of our institutions to free minds . ',"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000010000000000
00000000000000000000000000000000000000000000"
flourish,"In this isolated valley where peasants furrow their cornfields with mule - drawn wooden plows , archaeologists are unearthing a cradle of ancient Mexican civilization -- an Olmec settlement that flourished between 1200 and 600 B.C ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000001000000
00000000000000000000000000000000000000000000"
flourish,"The message Mr. Welch says he is sending , however , is that by cutting management layers and delegating responsibility , '' we are trying to create an atmosphere where people want to work , a nonbureaucracy where people have a chance to flourish ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000010000000000000000000000000000000000000"
flourish,"Mr. Shamir spent Tu Bishvat planting a tree at a Jewish settlement on the occupied West Bank , where he said he expected the settlement movement to grow and flourish ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000010000000
00000000000000000000000000000000000000000000"
flow,"'' Our suspicion is that very pessimistic views on trade are paying insufficient attention to the dynamic factors -- namely , the investment flows that are likely to result from the improved competitivenes of U.S. industry , '' said John Lipsky , a director at Salomon Brothers ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000010000000000000
00000000000000000000000000000000000000000000"
flow,"'' And from it flow many of the phenomena which we find disturbing in the Kremlin 's conduct of foreign policy : the secretiveness , the lack of frankness , the duplicity , the wary suspiciousness and the basic unfriendliness of purpose . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000100000000000000000000000000000000
00000000000000000000000000000000000000000000"
fly,"Already , he has changed the French political landscape in a way that may be more long - lasting than the Reagan Revolution in the U.S. Building the Socialist Party from scratch in 1971 , Mr. Mitterrand went on to prove that a leftist could get elected without France 's flying apart ","0000000000000000000000000000000000000
00000000000011000000000000000000000000000000","0000000000000000000000000000000000000
00000000000001000000000000000000000000000000"
fly,"Cohen and Kravis was described as cordial , angry charges flew like hail behind the scenes ","0000000000101000000000000000000000000
00000000000000000000000000000000000000000000","0000000000100000000000000000000000000
00000000000000000000000000000000000000000000"
grab,"'' European electronics companies would invent a new product , and then six of them would each make it and kill each other , while the Japanese grabbed the market , '' says Mr. Salzmann , President Mitterrand 's adviser ","0000000000000000000010000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000001000000000
00000000000000000000000000000000000000000000"
grab,"The suspension likely will accelerate inter - union warfare , as the electricians step up their recruitment drive at new sites , while other unions try to grab electricians ' members in factories where they represent the minority , Mr. Metcalfe says ","0000000000000100000000000001000000000
00000000000000000000000000000000000000000000","0000000000000000000000000001000000000
00000000000000000000000000000000000000000000"
kick,"None of this seems to have damped the spirits of the hall 's backers , who plan to kick off a new fund - raising drive this fall ","0000001000000000001000000000000000000
00000000000000000000000000000000000000000000","0000000000000000001000000000000000000
00000000000000000000000000000000000000000000"
knock,"'' It does n't take a hard shot to knock someone out if you hit him in the right spot , '' he noted ",0000000001000010000000000000000000000000000000000000000000000000000000000000000000,0000000001000000000000000000000000000000000000000000000000000000000000000000000000
knock,"At the time , his feeling was that '' even with the tax changes knocking out a lot of IRA money . .. the industry is expected to thrive and become more competitive over the next few years . '","0000000000000010000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
knock,"News of Mr. Bilzerian 's filing , under the Hart - Scott - Rodino Antitrust Act , knocked FlightSafety 's stock up $ 2.25 a share yesterday to close at $ 26.75 in New York Stock Exchange composite trading ","0000000000000000010000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
knock,The way to topple Gen. Noriega economically was to knock him completely off balance with a sanctions blitz that would have made the Panamanian economy scream -LRB- as the Nixon administration tried to do to Salvador Allende 's Chile -RRB- ,"0000000001000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
lend,"It is to correct for such gaps in market operations -LRB- or '' externalities , '' as economists call them -RRB- that governments have a responsibility to step in and lend a helping hand ",0000000000000000000000000001000000000000000000000000000000000000000000000000000000,0000000000000000000000000000001000000000000000000000000000000000000000000000000000
lend,"On the U.S. side of the equation , Mr. Hodge said the improved October U.S. jobs data , the election and an expected improvement in the U.S. September trade deficit over the August report will all lend only temporary support to the dollar on its downward trend ","0000000000000000000000000000000000001
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
melt,"Lord Bryce noted in 1888 , '' The conjunction of the forces of rank , wealth , knowledge , and intellect '' in a great metropolis like New York '' makes such a city a sort of foundry , '' a key place where '' opinion is melted and cast , '' and '' easily and swiftly propagated and diffused throughout the country . '","0000000000000000000000000000000000000
00000000001000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
melt,"The father and grown son walked slowly , their long , ebony shadows in sharp contrast against the tawny strips of switch grass , as the young hunter 's golden retriever melted in and out of sight in front of them ","0000000000000000000000000000000100000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
miss,"'' A lot of the institutional investors that have missed the boat might want to take the opportunity to get in now , '' he said ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000001000000000000000000000000000
00000000000000000000000000000000000000000000"
miss,"Re your page - one article '' Out of Orbit : Why a Space Station That Costs $ 25 Billion May Never Leave Earth , '' Sept. 1 : Funding the '' Black Hole '' referenced in the article on the National Aeronautics and Space Administration 's Shuttle and Space Station is similar to funding other '' Black Holes '' that government contractors are trying to fill with overruns , often justified with specious explanations of the causes of missed targets ","0000000000000000000000000000000000000
0000000000000000000000000000010000000
0000000","0000000000000000000000000000000000000
0000000000000000000000000000000000000
0000000"
pass,'' But we also do n't want to hem and haw with phrases like ' passed away ' or ' no longer with us . ' /,"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000001000000000000000000000
00000000000000000000000000000000000000000000"
plant,"U.S. intelligence officials believe Col . Hawari , whose real name is Mohammed Abdel - Ali Labib and who is a protege and close ally of PLO chairman Yasir Arafat , was responsible for planting a sophisticated bomb that killed four Americans on a TWA jetliner in 1986 ","0000000000000000000000000000000000000
00100000000000000000000000000000000000000000","0000000000000000000000000000000000100
00000000000000000000000000000000000000000000"
plant,"By the time Mr. Torres got his ether , agents had planted electronic beepers inside the barrels ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000010000000000000000000000000
00000000000000000000000000000000000000000000"
plant,"Last week , the ever - clever Michael Kinsley in the Washington Post forged stream after stream of income data to plant his flag : '' Affluent people , far from shouldering an ever - greater share of the tax burden , are n't even keeping up with their rising share of the nation 's income . '","0000000000000000000001000000000100000
00000000000000000000000000000000000000000000","0000000000000000000001000000000000000
00000000000000000000000000000000000000000000"
play,"Mr. Axinn continued that the defendants want a '' level playing field '' with the plaintiffs , but the judge interrupted and said , '' they -LRB- the states -RRB- have built the field and you want to play on it . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
01000000000000000000000000000000000000000000"
plow,"The downtown shop alone is grossing more than $ 1 million a year now , but the Shihs take salaries of only about $ 2 , 000 a month each from their business , plowing profits back into their drive to become the McDonald 's of the flower game ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000100
00000000000000000000000000000000000000000000"
plow,"Despite the potential drawbacks , the networks are plowing ahead ","0000000010000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pour,"Re your page - one story '' To Mark Year 2000 , Some Events Will Be Out of This World , '' June 27 : I 'd hate to pour water on anybody 's millennial observance , but 2000 is the last year of the 20th century ","0000000000000000000000000000011000000
00000000000000000000000000000000000000000000","0000000000000000000000000000010000000
00000000000000000000000000000000000000000000"
pour,"'' As long as the rains come pouring down on our land , we have hope . '",0000010100000000000000000000000000000000000000000000000000000000000000000000000000,0000000100000000000000000000000000000000000000000000000000000000000000000000000000
pour,"But in the intervening years , so much criticism has been poured upon Chamberlain 's failed policies that they have dissolved into caricature ",0000000000000000000010000000000000000000000000000000000000000000000000000000000000,0000000000010000000000000000000000000000000000000000000000000000000000000000000000
pour,"And just at that very moment and time , a thunderhead that had lowered all that cool afternoon over the Jersey shore broke and lightning poured out of the sky across the white struts of the superstructure as we fell a mile a minute into the shattering abyss ","0000000000000000100000000100000000000
00000000000000000000000000000000000000000000","0000000000000000000000000100000000000
00000000000000000000000000000000000000000000"
pour,"Whatever the case , '' there 's been a tremendous amount of new investment pouring into our market , '' said Jonathan Kolatch , a vice president in the high - yield bond group at Goldman , Sachs & Co. Martin S. Fridson , a principal at Morgan Stanley & Co. and manager of credit research , agrees : '' There 's a greater universe of institutions buying junk bonds now . '","0000000000000010000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pour,"Despite a drying up of domestic demand for equity - warrant paper , more than $ 1 billion of equity - warrant issues poured into the market last week , and further heavy issuance is scheduled for coming weeks ","0000000000000000000000010000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pump,"For most promoters , the preferred scam is '' pump and dump '' -- pump up the per - share price with hot air and hype , then dump the stock on duped investors for immense profits ",0000000000000010000000100000000000000000000000000000000000000000000000000000000000,0000000000000010000000000000000000000000000000000000000000000000000000000000000000
pump,"However , Robert M. Bass Group Inc. of Fort Worth , Texas , which has agreed to pump $ 550 million in new capital into American Savings and acquire the thrift with $ 2 billion of federal aid , apparently plans to launch its own campaign to market various financial services through American Savings ","0000000000000000010000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pump,"Union Carbide announced after the market closed May 18 , a Wednesday , that it was cutting its quarterly dividend by 46 % and that it would offer 15 million new common shares as a means of reducing the company 's heavy debt load and of pumping more cash into the operation ","0000000000000000000000000000000000000
00000000010000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
ride,"Thus , Airbus 's proposed cargo sleepers -- ordinary metal freight containers outfitted with beds that would ride in the belly of the plane -- are being studied by carriers such as Lufthansa German Airlines , but only for its crew ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000010000000000000000000
00000000000000000000000000000000000000000000"
ride,"On the side of his dash rides his beloved graph recorder , a combination of a slow moving scroll of paper and a stylus that moves as a vertical blur , etching the solid contours of the lake 's bottom and the inverted arcs of fish ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000001000000000000000000000000000000
00000000000000000000000000000000000000000000"
ride,"And he scored the highest - charting guitar instrumental album in a dozen years when his '' Surfing With the Alien , '' released on the independent Relativity label , rode into Billboard 's Top Thirty ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000001000000
00000000000000000000000000000000000000000000"
ride,Mr. Joseph was n't worried because the company was riding high when Ms. Bruck started her research in 1985 ,"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000100000000000000000000000000000000
00000000000000000000000000000000000000000000"
ride,The movie producer and distributor has a lot riding on the picture ,0000000010000000000000000000000000000000000000000000000000000000000000000000000000,0000100000000000000000000000000000000000000000000000000000000000000000000000000000
ride,"It was , after all , Mr. Nixon 's detente that encouraged -LRB- and licensed -RRB- massive sales of militarily sensitive technology to the Soviet Union . -LRB- The Red Army did not '' waltz '' into Afghanistan as Mr. Nixon says here : It rode in -- in tanks built with U.S. help , licensed by Mr. Nixon , at the Kama River plant . -RRB-/-R","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000100000000000000000000000000000000000"
ride,There 's a lot riding on these tires ,"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000100000000000000000000000000000000
00000000000000000000000000000000000000000000"
ride,"'' We were just riding along on a design that was doomed to failure , '' he says ","0000100000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
ride,"Domestic aluminum companies have been riding an upturn for the past 18 months , and are now operating at 104 % of capacity , a statistic that indicates previously written - off facilities have been brought back on line ","0000010000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
roll,"'' In this environment , it 's pretty easy to get the ball rolling ",0000000000001100000000000000000000000000000000000000000000000000000000000000000000,0000000000000100000000000000000000000000000000000000000000000000000000000000000000
roll,"Golden Nugget Inc. announced ambitious plans to roll back into the New Jersey gambling scene by buying the Claridge Hotel - Casino , and Golden Nugget Chairman Steven A. Wynn may be betting on a novel marketing strategy to make his re - entry work ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000100000000000000000000000000000
00000000000000000000000000000000000000000000"
roll,"Many American industries suffer a comparative wage disadvantage vs. foreign competitors , but this single factor is hardly prima facie evidence that such companies should roll over and play dead ","0000000000000000000000000100100000000
00000000000000000000000000000000000000000000","0000000000000000000000000100000000000
00000000000000000000000000000000000000000000"
sleep,"The focus on takeover issues provided market players with a chance to '' keep the juices flowing without going to sleep , '' said Edward P. Nicoski , a market analyst at Piper Jaffray & Hopwood , Minneapolis ","0000000000000000100000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000010000000000000000
00000000000000000000000000000000000000000000"
sleep,"Perhaps the Logan regulators have made themselves a bed they can not sleep in , suggests Mr. Smith : '' An ideology of radical egalitarianism that sees people as uniform blocks of mud is what gives you the idea that 200 scouts are better than two CEOs . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000001000000000000000000000000
00000000000000000000000000000000000000000000"
sleep,"Earlier , he explains to his girlfriend why , on a bet , he slept with a woman he did n't care about : '' A guy lays down a dare you got ta take it . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000010000000000000000000000
00000000000000000000000000000000000000000000"
smooth,"Edouard Balladur , finance minister of France , who in the adjoining columns today sets out his thoughts on smoothing the recent disruptions in the world economic system -LRB- see : '' Rebuilding an International Monetary System -- - Three Possible Approaches '' -- WSJ Feb. 23 , 1988 -RRB- ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000100000000000000000
00000000000000000000000000000000000000000000"
step,Mr. Kessler said : '' The market was so nervous and so short dollars that a panic set in and everybody started stepping over each other to buy their dollars back . ',"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000100000000000000
00000000000000000000000000000000000000000000"
step,"'' There is a weak - minded view that competitors have a moral obligation to step back '' and allow an official sponsor to reap all the benefits from a special event , says Jerry Welsh , former vice president for marketing at E.F. Hutton Group Inc . , who claims to have coined the phrase '' ambush marketing . '","0000000000000001000000001000000000000
00000000000000000000000000000000000000000000","0000000000000001000000000000000000000
00000000000000000000000000000000000000000000"
step,"The tacky Formica kiosks from behind which East Berlin border guards stare down at entering visitors , the tinny board - game feel of East German currency , and the vanilla - white paint on the trams combine to make the visitor feel he 's stepped back in time to a hungrier , postwar Germany ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000100000000000000000000000000000000000"
step,"He maintains , '' It 's only a matter of time before these groups step over the line . '' They may begin rousting others they dislike -- people '' who are not the right skin color or the right religious persuasion , '' he says ","0000000000000010000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
step,Some GOP insiders predict Treasury Secretary Baker will step in to direct the fall campaign ,"0000000010000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
step,"'' This is stepping further than we have before , but it 's the same concept as a bridge loan , helping out a client , '' said Stephen Waters , co - head of mergers with Mr. Hill ","0001000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
stick,"Some say that his absolute conviction in his own hunches may ultimately prove his undoing , that he could rapidly get stuck with multimillion - dollar losses if the market moves sharply against him and he refuses to admit that he is wrong ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000001000000000000000
00000000000000000000000000000000000000000000"
stick,"'' When I saw all the stories , I figured I better sell or I might get stuck , '' said one portfolio manager , who last week unloaded some shares of medium - sized OTC stocks rather than risk not being able to sell off the thinly traded shares if prices started to plunge ","0000000000000000000000000000000000000
00000001000000000000000000000000000000000000","0000001000000000000000000000000000000
00000000000000000000000000000000000000000000"
stick,"Change will come slowly , because Japanese society still has a strong tendency to hammer down any nail that sticks up ",0000000000000010000100000000000000000000000000000000000000000000000000000000000000,0000000000000000000100000000000000000000000000000000000000000000000000000000000000
stick,"Some burn out nearly overnight , leaving someone stuck with lots of unmovable inventory ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000010000000000000000000000000000
00000000000000000000000000000000000000000000"
strike,"When the chairman of Santa Fe Southern Pacific Corp. flew into town a few months ago in the corporate jet , a small group of trainmen here knew they had struck a raw nerve ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000001000000
00000000000000000000000000000000000000000000"
strike,"Some securities analysts speculated that Pepperell and an ally , NTC Group Inc . , would strike a deal with Odyssey , enabling the three companies to share the spoils without forcing the buy - out price any higher ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000100000000000000000000
00000000000000000000000000000000000000000000"
