sentence,correct_label,label
"Si te deposito en  el  de mañana en la mañana, ¿Cuando me estaría llegando la tarjeta?",0,0
"Se supone, por ende, que los criterios para la admisión y el ascenso en la República son estrictos, pero relativamente objetivos e imparciales, y que sus ciudadanos actúan de buena fe en defensa de la autonomía de su República; es decir, que el poder político, el dinero, la belleza física o la fama en otros ámbitos no determinan las evaluaciones o los prestigios literarios y que un escritor aceptado por sus pares no practica el fraude, el tráfico de influencias o cualquiera de esos vicios que suelen encontrase en las  repúblicas del poder y del .",0,0
"Comentarios: 0 Publicidad Publicidad + Vistas + Comentadas INTERNACIONAL Publicado el 5 julio, 2013 - 9:05 - Comentarios: 0 Encabeza Angela Merkel encuesta sobre preferencia del electorado Sin embargo, Merkel corre el riesgo de enfrentar un   porque su socio en la coalición de gobierno, el partido Liberal (FDP), sigue por debajo de la puntuación que le permitirá contar con fracción parlamentaria, que es el cinco por ciento.",1,1
"El crimen se dio apenas tres meses después del cateo al Rancho El Búfalo, en el municipio de Jiménez,  Chihuahua, ese sí propiedad de Caro Quintero, un terreno de 544 hectáreas cuyo valor no se ha determinado, pero donde se dio el mayor decomiso de marihuana en la historia,  que en el mercado habría alcanzado los 8 mil  de dólares.",0,0
"Merece destacarse que, con el propósito de no incurrir en presiones inflacionarias adicionales, se esterilizaron los   del FOBAPROA y del Fondo de Apoyo al Mercado de Valores -FAMEVAL-.",1,1
"Mire usted, de acuerdo a un estudio del periódico El Economista, el  que más  obtuvo por asistencia de aficionados (venta de boletos) en el Clausura 2008, fue el América con 185 millones de pesos y el que menos recaudó fue el San Luis con 51 mdp.",0,0
"Algunas de estas parejas se mostraban muy contentas con la suerte que les había tocado, y aun llegaban a formarse noviazgos y matrimonios , pero en otros casos el juego, una simple diversión de nuestros antepasados, no daba buenos resultados por falta de simpatía y aprecio mutuos.Era un deber de los participantes dejar un  de rosca que debía obsequiársele al primer  que pasara y tocara a la puerta de la casa.",0,0
"Calderón, no nos olvidemos, se ha convertido en una pieza importante en el engranaje interno del partido que lo llevó a su configuración actual, con personajes centrales como Manuel Espino, Diego Fernández de Cevallos, Germán Martínez, Marta Sahagún, Sergio Estrada Cajigal, Josefina Vázquez Mota, Carlos Abascal, José Espina, Ulises Ramírez, Juan Camilo Mouriño o Santiago Creel, que junto con el hoy presidente electo representan todo menos la encarnación de un Estado , de una , ya no digamos de la modernidad del sistema social.",0,0
Miércoles 7 de Enero de 2009 18:38 Lisa Marie Presley salió en  de la ...,1,1
"Denota más  con la , y  su actitud hacia los viejitos pareciera  una preocupación por sus propios padres o abuelos.",1,1
La mayor parte de nuestros  provienen del  de Veracruz y recientemente hemos recibido algunos apoyos de empresas públicas y el sector privado.,0,0
"Cierto es que no va a ser allí de ninguna utilidad, como no pretenda donar su ... lo cual no significa que  sea una actitud bastante loable alejarse de todo el mundillo de los futbolistas, para intentar ayudar a los demás.",0,0
"En 1786, en el  , se constituye en cabecera de intendencia; en el plano económico, indicadores del despegue alcanzado son: la creación de un consulado independiente del de México (1795); la habilitación del puerto de San Blas para el comercio internacional, y el funcionamiento de una casa de moneda (1811).",1,0
"AMLO reitera que habrá mitin ""llueva, truene o relampagueé"" Gamboa Patrón invita a AMLO a debate de reforma energética PRD descarta sumarse a concentración de López Obrador En Mapastepec, Chiapas, el político tabasqueño consideró que los integrantes del Consejo General del  “quieren convertir en  el fraude del 2006”, ante la decisión que tomaron de quemar, en el mes de septiembre, las boletas utilizadas en los comicios federales de ese año.",1,1
Para  realce a este evento estuvieron autoridades del gobierno municipal y del departamento de Ecología del Gobierno del .,0,0
Los pol�ticos ya no son merecedores de respeto porque el  de la  ha alcanzado niveles que la sociedad comienza a considerar inaceptables.,1,1
"Quiero destacar que nuestro festival en esta ocasión se sustenta un  de financiamiento único en el que el  del estado aporta, de manera directa, el 50 por ciento del presupuesto...",0,0
"Obtén ingresos extra!inicia tu propio negocio!gana  en tus  libres!sin inversiónproductos sin competenciaaccesorios para el hogar: baño, re ...",0,0
Ejercitarse en la participación de trabajos especializados tendientes a la habilitación de la   de los contribuyentes.,1,1
"Y otra más, es que aunque al inicio de año habían anunciado que los recursos de Fonaes, mil 200 millones de pesos, sólo los destinarían a las más de 200 microrregiones -zonas rurales pobres del País-, ahora las convocatorias establecen que también serán sujetos de apoyo los proyectos productivos de familias que se ubiquen en los  de , que podrían estar en zonas urbanas, señalados por la Sedesol.",1,1
"Una iniciativa que ha emprendido el Presidente Hugo Chávez Frías para  la  es la creación de un Fondo Humanitario Internacional, que hemos propuesto en Monterrey, en Johannesburgo y, una vez más, en esta Asamblea General de la ONU.",1,1
"""Ser uno de los municipios del Estado de Puebla, con mejor atención, calidad en el servicio, eficiencia y eficacia en los procesos de la  municipal, generando para los ciudadanos condiciones óptimas para el acercamiento con el  municipal"".",0,0
"Agradeció a los Jefes de Estado y de Gobierno, a los Enviados Especiales y a los Jefes de Misión, reunidos en el salón de la Tesorería de Palacio Nacional, su presencia en nuestro país para asistir a la ceremonia de  del  Federal.",1,1
"Quienes no realicen el trámite antes del 28 de febrero no podrán participar en los  del 5 de julio próximo, por lo que el IFE exhorta a los ciudadanos a realizar su trámite cuanto .",0,0
"Un rajarsi o rey santo de la antigua India gastaba los   de los ciudadanos en la ejecución de grandes sacrificios, conforme a los mandamientos espirituales de las Escrituras Védicas.",1,1
"Lo que no han podido aceptar es que la selectividad del mercado excluye ideas, críticas, desacuerdos sobre elementos fundamentales de la sociedad americana que muestran su dinámica contradictoria y que esto es la  de una  moderna.",1,1
"Aunque en algunos  reconocen que una ley no basta para garantizar el pleno acceso de los ciudadanos a la  pública, diputados locales prevén que la entrada en vigor de la nueva normatividad en sus entidades obligará a las respectivas dependencias a vencer sus resistencias a la apertura.",0,0
¿Soberanía de quién: del dueño del  (el contribuyente) o de un gobierno que alimenta tiburones internacionales con los ahorros de su pueblo y  impuestos?,0,0
"Simplemente destaquemos tres cosas: mientras que el padrón electoral tuvo un crecimiento -de 1994 al 2006- de 26 millones, el número de votantes solamente creció en 6 millones, es decir solamente el 23 por ciento de los mexicanos que se  al  desde 94 votaron en el 2006.",0,0
"En 1834, cuando trabajaba en los avances de la máquina de diferencias Babbage concibió la  de una "" analítica"".",0,0
"El primer negro que  unas  en Estados Unidos consideró que su triunfo marcó un momento definitorio en la historia de 232 años del país como nación independiente, y representó una respuesta al cinismo, el miedo y las dudas.",1,1
Sagarpa dice que  28 mil 139  de pesos,0,0
"Un rajarsi o rey santo de la antigua India gastaba los   de los ciudadanos en la ejecución de grandes sacrificios, conforme a los mandamientos espirituales de las Escrituras Védicas.",1,1
"Todavía hacia finales del siglo pasado la ciudad habitada por apenas un millón de personas era prácticamente desconocida como destino turístico, sin embargo a  de la  inversión inmobiliaria realizada a partir del año 2000 por empresarios petroleros es hoy uno de los destinos turísticos más importantes a nivel internacional.",1,1
"Ballesteros López resaltó la importancia de escuchar las propuestas de los niños y aprender de ellos, ya que asegura, serán los posibles futuros gobernantes de Venustiano Carranza y de la Ciudad de México, así como  la  desde la infancia.",1,1
"Por otra parte, más allá del análisis de la publicidad política, el tema tratado, nos condujo a reflexionar sobre la situación de nuestro país respecto al  .",1,1
¿Es mucho pedir que las   la calidad de los gobiernos en México?,1,1
"Coordinar los  conjuntos de  y sociedad para generar sinergias, incrementando el bienestar y desarrollo sostenido que garantice igualdad de oportunidades.",1,1
Programa Académico Introducción a la dirección de la  ...Dirección de la producción I Esta asignatura estudia la producción y la gestión de la producción en la empresa.,0,0
A principio de los años noventa el tema de   era una tarea clave para las Naciones Unidas.,1,1
"Haití, en su  tan , con sus 7 millones de habitantes, apenas puede soportar una deuda de mil millones de dls, pero que le pesan mucho.",1,1
"Marisol Córdoba | Publicado el Jueves, 20 de Junio de 2013 22:19 El pleno del Consejo General del Instituto Electoral del Estado (IEE) exoneró por unanimidad  al consejero presidente, , por  lo que desechó por infundada la solicitud de remoción hecha por la coalición PRI-PVEM en su contra por considerar que puso en peligro la legitimidad del organismo  ante su idea de transferir votos de un candidato a otro. De la misma manera desecharon la queja contra la consejera Olga Lazcano, que también fue puesto por el PRI acusándola de parcialidad.",0,0
Amplios conocimientos en el  de  de confección industrial.,0,0
"La gravedad de la situación es aún más comprensible, si se tiene en cuenta que ""ya el mero pago de los intereses es un peso sobre la economía de las naciones pobres, que quita a las autoridades la  del  necesario para el desarrollo social, la educación, la sanidad y la institución de un depósito para crear trabajo""(61).",0,1
"Sin embargo, a mi juicio, la declaración es omisa sobre el  último de cualquier  científica y tecnológica: impulsar el crecimiento económico del país nuevamente, tal y como es el consenso de los principales especialistas, no importa a qué escuela del pensamiento económico estén afiliados.",0,0
a consejero presidente por transferencia de votos,1,0
Habló de los  obtenidos en las metas y objetivos que se trazó el Gobierno del  durante 1996.,0,0
"El montaje de la  de  y plástico es reciente; se trata de un instrumento diseñado para justificar la sustitución de la economía nacional por la economía trasnacional; dicho de otra manera: es la introducción de un tipo de democracia que facilita la implantación del modelo político y económico neoliberal, cuyo objetivo es transferir la riqueza nacional hacia las corporaciones trasnacionales y a sus socios locales.",1,1
"En su conferencia de prensa matutina, el abanderado del Movimiento Progresista fijo como tema para el  de este día, el  a la información, ante lo que consideró cerrazón y manipulación, principalmente por parte de las televisoras.",0,0
Su victoria electoral en la   del 2000 llegó a pesar de su fracaso a la hora de lograr el voto popular.,1,1
SI EL HOMBRE ES CAPAZ DE MANIPULAR EL CLIMA PARA BENEFICIO PROPIO PORQUE NO   HABITACIONAL SOBRE LA FAZ DE LA TIERRA?,1,1
"Con el libro ‘The Gangs of New York: An informal history of Underworld’, el escritor Herbert Ashbury trató de descubrir una precisa y cruel historia de Norteamérica fraguada por protagonistas anónimos que vertieron su sangre para fundar la idea contemporánea de lo que es la civilización y su  .",1,1
"Una tecnología adecuada, si es más un  de la  que una guía, asistirá al ciudadano en esta labor"" (Barber, 1985).",1,1
"La Conade como todo organismo público se maneja en los intrincados y complicados pantanos de la burocracia en donde hay contradicciones impresionantes y muy pocas veces soluciones lógicas y rápidas, es fácil caer primero en el desencanto y después en el  de esta  que se convierte en parte fundamental y al mismo tiempo enemigo de cualquier sistema.",1,1
"Gral., IMSS) se pronunció por impulsar una cultura educativa desde la familia, la comunidad y el Edo., a favor de las personas con discapacidad, para que éstas puedan  sus  y exigirlos.",1,1
"En tal sentido, los elementos que privaron temporalmente de su libertad al quejoso no tenían fundamento para tal acto de  que en consecuencia se consideró una arbitrariedad, transgresora de lo dispuesto por el artículo 16 de la Constitución Política de los Estados Unidos Mexicanos así como por los artículos XXV de la Declaración Americana de los Derechos y Deberes del Hombre, 9.1 del Pacto Internacional de  y Políticos, y 7 de la Convención Americana Sobre Derechos Humanos, por lo que se dictó la recomendación correspondiente.",0,0
"Después de que en este año el PAN cosechó diversas  , César Nava, ex secretario particular del presidente Felipe Calderón, llega para coordinar la campaña electoral del 2009.",1,1
"Defensores de los  sexuales y el movimiento provida, radicalizan la lucha por el",0,0
"De acuerdo con un estudio elaborado por la Fundación Konrad Adenauer, la consultora Polilat y la Confederación Patronal de la República Mexicana (Coparmex), Puebla es el cuarto estado de la República Mexicana, con mayor  en desarrollo .",1,1
"La  no se va a  y aun cuando los gobiernos se esfuercen por desaparecerla, no se va a terminar, pues nace de la avaricia del corazón del hombre que con el afán de poder siempre quiere tener más y aplastar al otro",1,1
No hay  ni valores que  en donde no hay reglas que dirijan el ejercicio de los primeros y protejan la existencia de los segundos.,0,0
"La pobreza absoluta no es una  de , sino de inequidad.",1,1
"Cierto es que no va a ser allí de ninguna utilidad, como no  donar su ... lo cual no significa que no sea una actitud bastante loable alejarse de todo el mundillo de los futbolistas, para intentar ayudar a los demás.",0,0
La oposición del Partido Republicano a un  de los  a los estratos de mayores ingresos puede verse como un asunto ideológico primordialmente.,1,1
II.- Por leyes o actos de la autoridad federal que vulneren o  la  de los Estados.,1,1
"Obtener la  de inscripción, registro del padrón estatal de contribuyentes y clave de acceso al módulo para pago de cuota fija, Régimen de Pequeños .",0,0
"¿Cual es tu sueño? Un carro, una casa, un yate, déjame decirte eso esta bien, pero también te puedo decir, que si ha usted poco le importa las cosas de Dios, a Dios poco le importara tu situación, si tu no tienes tiempo para Dios, entonces tendrás tiempo para  la , la ruina, la miseria, y las enfermedades. 5to) Paso, Que guardes mis mandamientos y estatutos.",1,0
"Sin embargo, con la recuperación de la mayoría de las alcaldías por el Partido Revolucionario Institucional (PRI), los hidalguenses manifiestan que, lejos de sentirse satisfechos con el  de la , les queda la sensación de que se retrocedió.",1,1
"Para ubicar el papel que desempeña dentro de la sociedad el Contador Público como tal, es importante retroceder en el tiempo y  la  en que se generó esta profesión.",0,1
"Este fantástico audiolibro que te mostrará como gestionar algo tan valioso como el dinero para conseguir la auténtica  Financiera, es la segunda parte del de ""Cómo jugar y ganar el Juego del "" donde encontrarás los siguientes capítulos:",0,0
"El taller fue impartido por la Eva Moreno Pérez y Susana Esquivel, quienes pretenden que los diversos  del , conozcan y discutan sobre estrategias metodológicas y recursos didácticos, lo cual puede concluir con propuestas para erradicar la violencia.",1,1
"aprovechamiento político, agandalle pues, de la miseria y desamparo de millones de mexicanos. Me preocupa la falta de lealtad política de los partidos porque sistemáticamente ponen   mediante reformas y sistemáticamente buscan  la manera de violarlos. Me preocupa que Enrique Peña Nieto mienta al negar",1,1
"El mercado emergente de los biocombustibles  una  de demanda nueva e importante para algunos productos agrícolas, como el azúcar, el maíz, la yuca, las semillas oleaginosas y el aceite de palma.",0,0
"Coincidiendo con esa apreciación, podemos agregar que el éxito tricolor puede ser efímero si los principales operadores del PRI no reconocen la empresa de hacer de estas siglas un referente claro para señalar que se trata de un auténtico partido, una institución con reglas claras dentro de la convivencia interna de sus corrientes políticas y un organismo que delimita nítidamente sus funciones -su programa y sus principios- y que  también con precisión su relación con el .",0,0
"El domingo pasado, López Obrador insistió, en el debate con los otros tres candidatos presidenciales, en la propuesta de reducir en 300 mil millones de pesos el gasto del gobierno a partir de bajar a la mitad el sueldo de la  .",1,0
"A nadie se oculta que la carestía de los alquileres y el alto precio de los lotes urbanos y suburbanos, así como de los materiales de construcción, y sin que tenga la menor parte en este   el inmoderado afán de lucro de la mayoría de los propietarios, han puesto las casas destinadas a habitación fuera del alcance no ya de los obreros a jornal, sino aun de los empleados y de las familias de la clase media, cuyos elementos de subsistencia no se hallan en relación con las necesidades actuales de la vida.",0,1
Sigamos compartiendo nuestras visiones en torno a este ejercicio de  de nuestra .,1,1
"Barrio Terrazas, exprecandidato del PAN a la  de la República, exgobernador de Chihuahua y secretario de la Contraloría en la gestión de , se apresta a iniciar su carrera diplomática si es ratificado por la Comisión Permanente.",0,0
"""Hay un  entre la riqueza y la  aquí en Cancún... y eso me parece que va a contar mucho porque traemos una propuesta de mayor justicia, pero también de responsabilidad con el medio ambiente"".",1,1
"Excelente Programa de audio el cual nos detalla cual es la ley de la atracción con la cual nosotros podremos atraer , , amistades y una infinidad de cosas.",0,0
"Presencia Ciudadana está promoviendo dos iniciativas para que en la coyuntura de las campañas a la Presidencia de la  y a la Jefatura del Gobierno del DF los grupos e individuos representantes de la sociedad civil (academia, organizaciones sociales, grupos de vecinos, ) tengamos una incidencia real en las propuestas electorales, en los programas de gobierno y en las políticas públicas de los dos niveles de gobierno.",0,0
"Las elecciones en vez de ser factor de unidad, es un espacio  para practicar tae kwon do entre actores políticos  rudos,  generando  de .",0,1
"La  nos  una serie de dependencias de gobiernos, no se sabe si para evitar los abusos de los dueños de todo o para vigilar que los incrementos a los precios se den sin ningún problema.",1,1
"“Felipe  las  al prometer llevar al PAN a sus raíces y ser un agente de cambio más agresivo, es decir más Fox que Fox…",1,0
"Las asociaciones religiosas se regirán internamente por sus propios estatutos, los que contendrán las bases fundamentales de su doctrina o  de  religiosas y determinarán tanto a sus representantes como, en su caso, a los de las entidades y divisiones internas que a ellas pertenezcan.",1,1
"Canadá tiene elementos de ambos, pero al ser un país , tiende a beneficiarse de un sistema mundial, a pesar de ser productor de materias .",0,0
"Esta ola, es la  de los partidos políticos y las .",1,1
la cuenta anual de  publica.,0,0
Cómo generar ingresos sin,1,1
"Los Foros de Consulta Estatales, se desarrollan a través de 8 mesas temáticas simultáneas, donde los participantes pueden realizar propuestas orales y se han recibido propuestas escritas y  magnético, mismas que se están analizando, a fin de incorporarlas en este proceso de planeación  y participativo.",0,0
"Así es como toda la historia de la representación –toda la historia febril de las gigantomaquias de la mimesis , de la imagen, de la percepción, del objeto y de la ley científica, del espectáculo, del arte, de la   atravesada por la división de la ausencia, que se escinde entre la ausencia de la cosa (problemática de su re producción) y el absens en la cosa (problemática de su (re)presentación).",0,0
Eso es México y después dicen que denuncies como para que si es una burla ahora resulta que los delincuentes tienen garantías y se les violan los derechos MÉXICO eres una porquería el  es un  que se lo está acabando,1,1
exoneró a consejero presidente por  de votos,0,0
"Veracruz, Ver., (AVC/José Juan García).- La magistrada Concepción Flores Saviaga pidió una   en el proceso para elegir al sucesor del presidente del Tribunal Superior de Justicia.",1,1
"Su labor, en aras del crecimiento económico y la conservación del medio ambiente, se inscribe dentro de los Objetivos de Desarrollo del  (ODM), unos objetivos prioritarios de desarrollo que las Naciones Unidas establecieron en el año 2000 con el fin de reducir a la mitad la  en el mundo para 2015.",0,0
"La  es un crimen social en México: Moreira El presidente electo del PRI nacional, Humberto Moreira, dijo que el  vive una situación crítica debido a la pobreza.",0,0
Un  de la Secretaría de Seguridad Pública del .,1,0
"Máster en Finanzas Instituto Universitario de Posgrado - Sede México de conflictos con proveedores, clientes u otras empresas que son el resultado de relaciones contractuales, o de contratos mal...: Fomentar en los estudiantes el desarrollo de su capacidad analítica, imprescindible en el  de la  y administración...",0,1
"Por último, los salarios registrados ante el Seguro Social no coinciden con los que se manifiestan en los contratos ya que éstos son muy inferiores, y en contados casos pagan alguna prestación tales como recompensas, premios, ayudas alimenticias, premios de puntualidad y otros, con la finalidad de   y responsabilidades.",1,1
"Como podrá corroborarse en la exposición, Tejeda, en su carácter de gobernador, cumplió una acertada labor como conductor de la sociedad veracruzana, apreciable en todas las acciones y realizaciones de su segundo régimen, el cual puede definirse en síntesis mediante el principio que más aplicó durante él: “ es ”.",0,0
"Es un intento de convencerlos de que se deben repartir migajas más jugosas que las que se reparten ahora pues, si la   más, puede haber un estallido social que, tal ves, afecte sus intereses.",1,1
La Cámara de la Pesca de Nicaragua (Capenic) demandó al gobierno destrabar una serie de obstáculos y   que entorpecen la comercialización de sus productos al exterior.,1,1
"Alfonso Bonifacio Lucio Rodriguez20 de noviembre de 2011, 21:55 LA pobreza se abuelto una forma de vivir y sobrevivir en los paises de rnta baja lapobreza que existe en el mundo es demaciado pero por mas que luchemos contra ella para erradicarla esta parece que en  de disminuir aumenta mas la ´pobreza es como el cancer entre mas la dejas mas avansa por eso luchemos por un mundo sin",0,0
"Reporteros de Chiapas dejaron en mi correo una serie de datos que están dirigidos al  de los , Miguel Ángel de los Santos Cruz, parte fundamental de la coadyuvancia en las investigaciones que aparentaba realizar la PGJ en aquellos tiempos; así como para Eduardo Valle “El Buho”, actualmente exiliado en los Estados Unidos, quien fuera fiscal especial de la PGR, mismo que se fue sin informar abiertamente a la sociedad y a los periodistas del resultado de su trabajo.",1,1
Desafortunadamente ahí tanta gente que  quiere que el gobierno le solucione sus problemas pero no quieren contribuir  para hacerlo.,0,0
"WASHINGTON.- Quince mil millones de dólares adicionales fueron entregados a siete bancos en la ronda más reciente de pagos del fondo gubernamental de rescate financiero,  el .",0,0
"Con ello se evitaría que los importadores o los exportadores proporcionen datos o documentos inexactos o falsos, lo cual impediría el ingreso al país de mercancía ilícita o  la  real, abundó mediante un comunicado.",1,1
"La oposición fue inflexible en la descalificación, al mostrar la  de una  exterior activa y eficiente, como resultado de la mala designación del cuerpo diplomático.",1,1
Al escribir Planeta Dinero quise ser muy claro y decir con hechos todo acerca de la  del  sin que me pudieran agarrar con los ‘dedos en la puerta’.,1,1
"El legislador lamentó que la entidad siga incluida en los tres estados más pobres del país; “es uno de los estados donde se  la ”, añadió.",1,1
Pero la “reforma de impuestos” ha reemplazado los “ de ” en la agenda de Washington y eso presenta algunos peligros para los contribuyentes.,1,1
MundoAnuncio  Copyright 2004-2009 Todos los  reservados,0,0
Estos  se  en las siguientes secciones.,0,0
"Nosotros tenemos firmado un convenio de  de , por cierto en la zona de conflicto, por cambio de publicidad.",1,1
"Si usted conoce a Calderón, ah, entonces conoce a Diego Zavala, el dueño de la empresa Hildebrando, a quien el PRD acusó de  el .",1,1
Se  una  administrativa que trabaja impersonalmente para el Estado.,1,1
"La verdadera riqueza es la que aporta el capital humano, el trabajo que  la , y con un quehacer más especializado le da mayor valor agregado, gracias a la mayor preparación y capacitación de los recursos humanos.",1,1
"GRANADA, ESPAÑA.- Un test desarrollado por científicos de seis países, entre ellos España y Chile, permitirá a los médicos de familia averiguar qué probabilidades tiene un paciente de  una  y cuál será su duración aproximada.",1,1
"es totalmente de risa que  los  y ademas propongan la creacion de mas, como si no tuvieramos suficientes; ademas lo mas incoherente es crear un impuesto para combate a la pobreza; si lo que no tenemos es dinero. no lo entienden o se hacen?",1,1
"Marisol Córdoba | Publicado el Jueves, 20 de Junio de 2013 22:19 El pleno del Consejo General del Instituto Electoral del Estado (IEE) exoneró por unanimidad  al consejero , Armando Guerrero Ramírez, por  lo que desechó por infundada la solicitud de remoción hecha por la coalición PRI-PVEM en su contra por considerar que puso en peligro la legitimidad del organismo electoral ante su idea de transferir votos de un candidato a otro. De la misma manera desecharon la queja contra la consejera , que también fue puesto por el PRI acusándola de parcialidad.",0,0
"El éxito del federalismo está en proporción directa con el  de las  públicas, y éste con el incremento de la recaudación.",1,1
"De su lectura surgen tres puntos esenciales: los terroristas no son más que criminales y, en consecuencia, ningún acuerdo de ningún tipo deberá hacerse con ellos; deberán ser perseguidos hasta que sean condenados rigurosamente; deberemos ejercer una  masiva y permanente aplicando en forma draconiana medidas , diplomáticas y económicas, y en caso de fracasar recurrir a otros medios contra los Estados que protejan a los terroristas, los armen, los subvencionen y los utilicen.",0,0
Como comprar por internet que es una compra es lo primero que debemos saber antes de hacer una compra via web bueno se dice que un campares adquirir algun articulo por  de  una compra por internte no es diferente es lo mismo que se necesita para comprar por internet ante todo...,0,0
"En esta idea, se dice que hemos iniciado un lento camino, a veces desesperante, hacia una nueva  , con credibilidad y transparencia.",0,0
"Además, los equipos que se requieren no se producen en el país y son bastante costosos, por lo que se recomienda consultar a los técnicos especializados de los Gobiernos Estatal y Federal antes de adquirir esta  de .",0,0
"Ese lema destaca el hecho de que la  sólo puede  si se logra alcanzar a los más pobres entre los pobres, incluso a aquellos que han quedado excluidos tantas veces del proceso de desarrollo.",1,1
"A ello , en unos meses, la oposición al aumento de los gastos del  y a la elevación del nivel de endeudamiento.",0,0
"La  es , por encima de cualquier deseo, un procedimiento, un proyecto y una esperanza.",0,0
"Hoy los temas principales de la economía son el uso del excedente petrolero, el  de los  a los trabajadores y el despojo del ahorro laboral, que en los objetivos del gobierno están dirigidos para asegurar el pago de la deuda publica (interna y externa) e incrementar las fortunas de los grandes capitalista con la franca subordinación del congreso que valida esta política de extensión de la miseria y concentración de la riqueza.",1,1
"Vivimos el desempleo más alto de la historia, casi la mitad de nuestra población  la , los contrastes regionales de la nación son inadmisibles y ante esto, durante los últimos cinco años han inmigrado de nuestro país más de 3 millones de paisanos y para colmo la incapacidad con la que se mueve el gobierno no permite que las cosas se hagan.",1,1
Porque la  es un  que se alimenta de los mismos pobres!!!,1,1
"a la Federación Mexicana de Frontón, A.C. como el organismo que rige al Frontón Nacional en todas sus especialidades, dentro de un marco democratico y transparencia, que basa su actuación en la normatividad que rige al Deporte Federado y a la Cultura Física y Deporte en México, encaminado hacia la consolidacion de la continuidad del trabajo organizado que tiene como principal objetivo el crecimiento y desarrollo de esta disciplina deportiva en toda la .",0,0
"No es democrático que un colectivo determinado, con la excusa de representar a un 16% de los trabajadores, o de representar lo que ellos llaman el mundo de la cultura, se financie con nuestro  para hacerle el juego sucio a la izquierda que  los beneficios.",0,0
"* Es quizás más afortunado  coleccionando caracolas que el haber nacido millonario. (Robert Louis Stevenson) * Pocos hombres ricos poseen sus propiedades; son sus propiedades las que les poseen a ellos. (Robert G. Ingersoll) * Los hijos de  raramente son padres de ricos. (Herbert Kaufman) * La libertad produce riqueza, y la riqueza destruye la libertad. (Henry D. Lloyd) * Quiero ser rica pero no quiero hacer lo que hay que hacer para ser rica. (Gertrude Stein) * El hombre es el único animal que cuanto más tiene, más quiere, el único animal que nunca está satisfecho. (Henry George)",0,0
"Tienes entre 18 y 25 años y te urge dinero - Viernes, Diciembre 12, 2008 - Tienes entre 18 y 25 años y te urge dinero contactame para tener relaciones sexuales y  tendras  extra y rapido soy de puebla mandame fotos .",0,0
Al ser un destino ''elite'' se han desarrollo  de primera .,0,0
Viviendo en EEUU por tantos años (y pagando ) y  en México me doy cuenta que en México no existe un mecanismo efectivo para la colección de impuestos.,0,0
"Y no quiero alarmarla, pero el  va a ir  porque es la manera fácil de recaudar más impuestos.",1,1
"La característica dominante de nuestra economía, sigue siendo la  del  en manos de las grandes empresas, con el abandono de los pequeños empresarios; la reducción de los costos de producción, para alcanzar un nivel competitivo en el comercio mundial, lo deben pagar los obreros, con la disminución o eliminación total de las prestaciones, y un salario incapaz de solucionar las necesidades más fundamentales de la familia.",1,1
"El COATEA (Centro de Orientación para la Atención de Emergencias Ambientales), creado al interior de la PROFEPA desde 1992, es un centro de  y de servicio para la población, las  y la industria en general, en materia de atención y respuesta a emergencias ambientales, asociadas con el manejo de substancias químicas.",0,0
"La  es el  de derechos patrimoniales de carácter exclusivo que otorga el Estado por un tiempo determinado, a las personas físicas o morales que llevan a cabo la realización de creaciones artísticas o que realizan invenciones o innovaciones y de quienes adoptan indicaciones comerciales, pudiendo ser estos, productos y creaciones objetos de comercio.",1,1
"Por lo visto preferis que siga  el PSOE, con eso de irse Zapatero no os dais cuenta que queda toda la camarilla que le ha  docilmente y pensais que no van a seguir con la misma nefasta política que la actual, Seguiran despilfarrando el dinero del contribuyente en favor de las autonomias de izquierdas y enchufando a sus amigotes y familiares.",0,0
"Para mi Rajoy es un ser como todos los de mas, que os pensabais que el pp con Rajoy salbaria el país, pensarlo muy bien los políticos son como las marionetas  movidos por hilos de los banqueros y del dinero si no os dais cuenta, seguir votandoles que ya veis lo que se consigue, mientras no se cambie la constitución y los 17 gobiernos el Llamado café para todos, el barco no puede mas, pues la vía de agua y el lastre que tenemos que soportar, ara que no Lleguemos a buen puerto, bueno PSOE y PP van de la mano para fastidiar al pueblo, y los que vengan ara lo mismo, y si teneis memoria hace 30 años hasta a qui que a  siempre lo mismo.",0,0
"""Gastamos"" esfuerzos y tiempo que representan dinero para la empresa, además de desviar actividades y retrasar otras, que también   para la empresa.",0,0
que afectan al ejercicio  .,0,0
"Su  ha sido limitado a aquellos pocos que han sido capaces de trasladar sus objetivos y el cumplimiento de los deberes relacionados con los , a un plan realmente ejecutable.",0,0
"1.-No efectuara la  provisional de  sobre la renta para saldos promedio mensuales inferiores a $96,239.70 2.-Sin Pago de Intereses 3.-El Saldo Promedio Mensual a mantener es de 30 dias de Salario Minimo ($1577.70), en caso de no manetener el SPM en un plazo de 3 meses se cancelara.",1,1
"El gobierno central y local recibió 9.2 por ciento en la  de , y los prestadores recibieron 6.5 por ciento en la forma de intereses.",0,0
Ese terrorismo es un poder legal consentido por la más  de las  del planeta.,1,1
"El avance de estos años, de 1979 al año 2002, apenas significó en promedio una disminución de 25 mil 482 analfabetos en promedio al año; 15 mil 650 hombres y 9 mil 890 mujeres, para que podamos dimensionar la  del  en esta materia.",1,1
