sentence,verb,verb_idx,correct_label,prediction
"In the following decade , the Federal Reserve flooded the banks with reserves , providing the raw material for BankAmerica 's profligate lending policies while also creating a spiraling inflation ",flood,8,1,1
"'' This is the kind of junk we ca n't even melt into other garbage , '' says a major coin wholesaler who asked to remain anonymous because he has sold other coins under the auspices of the Marshall Islands ",melt,11,0,0
"The difference : An ever wealthier South Korea can imagine absorbing the poorer , less - populated Communist North , but Taiwan , no matter how rich , would be swallowed whole by the massive Chinese mainland ",absorb,10,0,0
Mr. Tyson has denied that he tried to kill himself and that he assaulted his wife ,assault,13,0,0
Wordsworth called him the '' marvellous boy '' and the phrase stuck in literary memory like a Homeric tag line ,stick,11,1,1
"Mr. Reagan 's speech was designed to kick off a triumphant final year in office , but a new poll suggests that his standing in public opinion has n't recovered from the dive it took after the disclosure of the Iran - Contra affair ",kick,7,1,1
Judges often ca n't review voluminous fee applications as they pour in ,pour,10,1,1
"Even then , however , Australia 's new 49 % tax rate kicked in at an even lower income level than the old 60 % top rate did -- only 30 % above average yearly earnings ",kick,12,1,1
And Jackson adviser Roger Wilkins warned that '' trust and loyalty are bound to wither '' if the lines of communication between the two camps are not kept open ,wither,14,0,0
"The pas de deux danced the past week by Secretary of State Shultz and Senator Sam Nunn has been dreadful political ballet , with the Reagan administration discovering what happens when you choose to dance with your political enemies ",dance,34,0,0
"Though riding the luge is a fairly dangerous sport , the scariest moment for the Philippines ' Mr. Ocampo came a week before the Olympics when his credentials to participate were temporarily blocked by Philippine bureaucrats ",ride,1,0,0
"'' He likes to live dangerously , '' says Patrick Minford , a University of Liverpool economist who wants Mr. Lawson to return to exact targeting of money - supply growth ",target,25,1,1
And the court rejected the attempt to foster patriotism through compulsion as an insult to the American tradition : '' To believe that patriotism will not flourish if patriotic ceremonies are voluntary and spontaneous instead of a compulsory routine is to make an unflattering estimate of the appeal of our institutions to free minds . ',flourish,26,1,1
Macmillan advisers said the company plans to stick with its proposal ,stick,7,1,1
"Who could have guessed that the expansion would be rolling relentlessly through a sixth straight year , with no end in sight ",roll,9,1,1
"Sears shares escaped with little damage , falling just 1 8 to 34 1 2 in active trading ",escape,2,0,0
"E.F. HUTTON & CO . : Now in the process of being absorbed by Shearson Lehman Brothers , Hutton does n't seem to have picked stocks as well as Shearson did ",absorb,12,0,0
But a source close to Black & Decker acknowledged that the company had received the information from American Standard and said that the company 's representatives will meet with American Standard officials this afternoon to examine nonpublic information ,examine,35,0,0
"'' I tried to move and talk but that was impossible , '' recalled an Australian boy in 1973 , after he fell ill from eating puffer fish ",eat,25,0,0
"In Mr. Kupfer 's '' Ring , '' a nuclear war has melted most of the world and made shopping difficult ",melt,12,1,1
It really is a shame the famous old astrologer and Reagan friend Carroll Righter died last week and missed all this ,miss,18,0,0
"The company had a $ 14.24 billion working capital surplus at year end , but $ 13.98 billion of that came from money lent by GMAC to the parent , which took over financing of wholesale sales to dealers ",lend,23,0,0
The outlook for the Peruvian miners strike remained cloudy ,strike,6,0,0
"'' Of course , the bondholders will have to ask : Is dissolving the company better than reorganization ? '",dissolve,12,1,1
"Domestic private consumption has been eating up about $ 3 billion or more a year , even during the war ",eat,5,1,1
Who will now step into this maw is a question the company does n't have much time to puzzle over ,step,3,1,1
"From the answer to the Vietnam issue , should it ever be conclusively decided , will flow the prevailing view of America 's world role ",flow,16,0,0
The kinky Keynesians who devised it will be lucky to escape across the Potomac with their pie charts ,escape,10,0,0
"It 's little wonder , then , that Susan has taken to escaping into the company of her delightfully charming , exceedingly attractive , immensely rich fantasy family : an adoring husband , a devoted daughter and a frothy younger brother whose only occupation in life is to pour yet another round of champagne -- '' champers , '' as he prefers to call it -- for the four of them ",pour,48,1,1
"Jordan , with a flagging economy and a 4.2 % annual birth - rate , could n't absorb another influx of refugees no matter how sympathetically it viewed their plight ",absorb,17,1,1
"Money managers who pattern their portfolios on this index usually buy the new additions , causing a flurry of activity and pumping up the price of the shares ",pump,21,1,1
"'' If Roger had purposely set out to destroy all morale in what was once the most confident and secure company going , he could n't have done a better job , '' Mr. Lee quotes an unnamed GM executive ",destroy,8,1,1
"Her daughter demanded that she keep silent , telling her , '' You wo n't have a home to sleep in if you say anything about this . '",sleep,19,1,1
"'' This issue touches all Californians -- it 's the biggest economic prop around -- and he 's got to deal with it , '' says Mervin Field , the non - partisan California pollster ",touch,3,1,1
"'' But it would be unusual for the appeals court to kick him out , since all the judges have to live with each other . '",kick,11,0,0
"Limited grew so quickly and was such a hit on Wall Street for so long '' that some of us thought it could escape the current fashion retail slump , but that is n't the case . '",escape,23,0,0
Others are drinking heavily ,drink,2,0,0
Some are trying to escape childhoods troubled by missing fathers or drug - addicted mothers ,miss,8,0,0
"Blacks who have quit white - run businesses say they do n't miss insults from whites who often did n't even realize they were insulting , or the edginess on the part of whites uncomfortable around blacks ",miss,12,0,0
"Among the hundreds of pages of affidavits and depositions filed by the SEC with a federal court in New York earlier this week are sworn statements by six of Mr. Wang 's colleagues in Morgan Stanley 's mergers and acquisitions department indicating that he was intimately familiar with much of their work , and sometimes may have pumped them for details ",pump,57,1,1
"In Washington , former Treasury Secretary James A. Baker and former Federal Reserve Board Chairman Paul A. Volcker , architects of the present flagging international debt strategy , have both stepped down ",step,30,1,1
"In a news conference on their first day in office , the executives said they plan '' to stick closely '' to the strategic direction of Mr. Marous 's predecessor , Douglas D. Danforth , who retired ",stick,18,1,1
"The pumps can be reprogrammed by telephone to alter dosages , and he says that one of his young patients recently resumed riding a bicycle ",ride,22,0,0
Pakistani cheating could prompt Moscow to declare the accords void or to attack Afghan - resistance camps in Pakistan ,attack,12,0,0
"Black & Decker Corp. stepped up pressure on American Standard Inc . , indicating that it might further sweeten its $ 65-a - share bid if financial information supports a higher figure ",step,4,1,1
"He did n't set a deadline for destroying PCBs , but said movable disposal units might be leased from the U.S. to help eliminate those stored in warehouses across the country ",destroy,7,0,0
"'' A German , '' said Mr. Bradford , '' is just not going to drink beer out of a can . '",drink,15,0,0
"In the letter , Tom Matthews , Eastern 's senior vice president of human resources , asked the mediation board to begin a 30-day countdown after which the machinists union would be free to strike -- and Eastern free to impose unilaterally the cost -- saving contract that it wants ",strike,34,0,0
"'' We have n't dug down to see '' what is missing , says Mr. Nelson ",miss,11,0,0
"With their boss routinely delving into the nuts and bolts of prospective projects -LRB- he likes to '' kick the tires , '' says a colleague -RRB- , Mr. Schwartz 's team of 20 people spends roughly two - thirds of their time analyzing alternative proposals ",kick,18,1,1
"Soybean seed sales skidded last spring in South Carolina , and dealers were forced to destroy tens of thousands of bags ",destroy,15,0,0
"'' The hot weather just about melted him away , '' Mr. Corbett says with a sigh ",melt,6,1,1
"It also said that 35 , 478 troops were wounded and that 311 remained missing in the Soviet Union 's battle with anti - Kabul Moslem insurgents ",miss,14,0,0
"Some of those arrested were dragged from buses that were to take them back to Managua ; others , such as 18-year - old Norman Lenin Cardoza -LRB- who denies ever attending the rally -RRB- and attorney Roger Guevara Mena , were arrested by state security police days later ",drag,5,0,0
"Two young women in the front seat were n't wearing belts , but escaped without permanent injuries ",escape,13,0,0
"Mr. Norris added that silver 's sharp fall can be attributed to a series of technical levels that it hit , touching off heavy selling by commodity funds ",touch,21,1,1
Mr. Marino said the the mechanism calls for debt service to be met from property and sales tax revenue that flows through the state comptroller 's office before being diverted to city coffers ,flow,20,1,1
"Currently , the company is fixing only 200 to 300 units a day , far below TRW 's goal of 2 , 000 units a day ",fix,5,0,0
"About 80 separate documents had to be filled out , many of them in an effort to reassure institutional money managers about the company 's credit - worthiness and prospects , Mr. Koch says , adding , '' There were times I wanted to kill . '",fill,7,0,0
"Dave Hoover rolls his 400-pound minijet above the air - show crowd , swooping to within a dozen feet of the runway and popping his landing gear in and out ",roll,2,0,0
"But as most of those certificates are destroyed in favor of computer records , the investor who requests a certificate will have to wait until it 's delivered by the city or state that issued the bond ",destroy,7,0,0
"What they are pushing is elimination or weakening of cost - of - living clauses , greater links between compensation and corporate performance , and more emphasis on lump - sum payments that do n't step up the wage base ",step,35,1,1
"In the classic model , a bull market flourishes when money flows into the market ",flourish,8,0,0
"In late June , for example , a group that included Teddy Roosevelt 's great - great - granddaughter stood down some bulldozers trying to plow a road through a moor near the island village of Siasconset ",plow,25,0,0
"Mr. Grauer added , '' The commission totally missed the point ",miss,8,0,0
We told you the truth and we stepped up to those issues . ',step,7,1,1
"At age eight , he wrote a story about people , somewhere far away , who ate stars hatched from purple pebbles ",eat,16,1,1
Phalanx can be overwhelmed when a ship is attacked by several missiles at once -LRB- the Stark was struck by two Exocets -RRB- ,strike,18,0,0
"Major retailers have become very good at playing competing manufacturers against one another to obtain free display fixtures , cooperative advertising , extended payment terms and other concessions , as well as price discounts , he said ",play,7,1,1
"Coincidence perhaps , but within 48 hours , Ms. Fox says , it rained here ",rain,13,1,1
Then he drop - kicked the ball through some goal posts about 50 yards distant ,kick,4,0,0
"When it finally rained , it was a letdown . '",rain,3,1,1
"Neither man is currently a government official , but the idea of a reprise of Mr. Kissinger 's famed opening to China in the early 1970s is so tantalizing that the rumor refuses to die ",die,34,1,1
Cautious bureaucrats drag their feet while progressive colleagues and scientists urge reform ,drag,2,1,1
"The upper classes do not take food or water from them nor sit , eat or drink with them ",drink,16,1,1
"Thus , Japanese companies would have to fight it out with foreign rivals that are targeting the same niche , including Fokker B.V. of the Netherlands , British Aerospace PLC , MBB and Boeing ",target,15,0,0
"But when the rangers drove the girls to the ranger station , the unattended youth sped away , drank heavily , and 10 hours later smashed into a motorcyclist ",drink,4,0,0
The shelling killed two people in his kibbutz ,kill,2,0,0
Reserving enables banks to absorb losses on bad credits ,absorb,4,0,0
"Its theme -- Peter dragging Russia out of the dank Dark Ages -- is vast and lofty , and perhaps only a man who dreamed and drank too much would have had the gumption to cut so wide and deep a swath into the heart of Russia ",drink,26,0,0
NASA partisans blame the administration for allowing the civilian space agency to drift and deteriorate through the 1980s while pouring vast sums into the Pentagon ,pour,19,1,1
"Perhaps the Logan regulators have made themselves a bed they can not sleep in , suggests Mr. Smith : '' An ideology of radical egalitarianism that sees people as uniform blocks of mud is what gives you the idea that 200 scouts are better than two CEOs . '",sleep,12,1,1
He said he hoped the new exam would help put to rest recurring charges by teacher unions and others that existing teacher tests do n't accurately assess classroom skills and are unfair to minorities ,rest,11,1,1
"Like many recent LBOs gone public , however , Days Inns had begun to wither even before the market crash , as investor interest in small issues began to wane ",wither,14,0,0
Dollars flowed from automated teller machines ,flow,1,0,0
"Smaller , more precise probes were developed that researchers hoped would home in on the missing DNA bit and , possibly , the DMD gene itself ",miss,15,0,0
"When a New York magazine confronted Wasserstein Perella with an as - yet - unpublished unflattering story about the new firm , Wasserstein Perella officials suspected First Boston of planting it ",plant,29,0,0
"Together they strike back , forming a company to produce clothes for the senior - citizen set ",strike,2,0,0
"If he and the Senate differ sharply on the answers , the treaties probably will die in the Senate , and the setback to U.S.Soviet relations will be severe ",die,15,0,0
"In light of all this , you might expect the government here to pour millions into science ",pour,13,1,1
"He now says that specialty retailing fills the bill , but he made a number of profitable forays in the meantime ",fill,6,1,1
"Big technology stocks , hit hard by yesterday 's downturn on Wall Street , dragged down the main over - the - counter market indicators ",drag,14,1,1
"On Friday , Commander Abdul Haq 's troops attacked Kabul Airport with new Sacher incendiary rockets ",attack,8,0,0
"The revolutionary gallium arsenide circuits used in a forthcoming model , the Cray-3 , experienced cooling problems that resulted in millions of dollars of added costs ",cool,15,0,0
The low pressure causes liquid in the arm to evaporate and to be pulled into the pipe ,evaporate,9,0,0
"In addition to warning pilots when they hit unexpected , low - altitude wind shear , the new required equipment will provide the crew with computer - generated instructions on the best path to take to escape the wind shear ",escape,36,0,0
"Several Wall Street investment bankers said clients have instructed them to examine the feasibility of topping the Swiss giant 's bid , but emphasized that interest so far is preliminary ",examine,11,0,0
"China poured tens of thousands of dollars into producing the country 's first batch of U.S .- trained M.B.A.s , including Mr. Wang ",pour,1,1,1
"In short , a completely effective SDI would give the Soviets what they do not now have : the ability to strike the U.S. without fear of retaliation ",strike,21,0,0
"In this nervous , jumpy world economic reality matters less than the rumors and out - of - context scraps of information that pour into the trading rooms ",pour,23,0,0
"The GAO was also to examine if the law has caused excessive red tape for employers , and if the law is being implemented well ",examine,5,1,1
"There was no immediate claim of responsibility , but police said the bomb was probably planted by Sinhalese extremists in retaliation for the restaurant owner 's defiance of a call for a general strike ",plant,15,1,1
"This weapon could be extremely powerful , perhaps ideal for the European battlefield -- simply put attacking troops to sleep ",sleep,19,1,1
"'' Cold water has been poured on the market and any advance has been stopped dead in its tracks , '' one dealer said ",pour,5,1,1
Whether that should be welcome news or cause for alarm depends on one 's confidence in the ability of Congress to write rules for markets without destroying them ,destroy,26,0,0
'' We 're going to keep attacking . ',attack,6,0,0
"In 1985 and 1986 , when pictures of rioting blacks and rampaging white policemen filled television screens around the world , the perception was that South Africa 's white - dominated government was losing its grip ",fill,14,1,1
"In the third '' mansion , '' the lascivious emperor , Diocletian -LRB- Patrick Dupond -RRB- , dances a pas de deux with the youth and then repeats it , almost step for step , with the queen ",dance,17,0,0
"Winos will drink anything if need be , but when they have the money to buy what they want , they tend to hew to the familiar . -LRB- Sales resistance may help explain why the handful of low - end products that companies have tried to launch in the past 20 years mostly have bombed . -RRB-/-R",drink,2,0,0
"Arden L. Bement Jr . , vice president , technical resources , of TRW Inc . , was named a director of this maker of electronic test and measurement instruments , filling a vacancy ",fill,31,0,0
Coke is even directly attacking coffee 's breakfast appeal with radio ads urging people to drink something cold to come '' alive in the morning . ',drink,15,0,0
"Stones are laid close together , generally slanting inward , with each stone touching as many others as possible ",touch,13,0,0
"Pressure mounted on Pakistan to sign an accord aimed at securing the withdrawal of about 115 , 000 Soviet troops from neighboring Afghanistan , but Islamabad appeared to be sticking to its demand for a new government in Kabul to oversee the pullout ",stick,29,1,1
"When the baby drops a rattle , Mr. Prentnieks scoops it up and puts it in the baby 's fist -- still listening to Mr. Jackson 's speech with his camera rolling ",roll,3,0,0
A revenue passenger mile is one paying passenger flown one mile ,fly,8,0,0
"Here in Masaya , supporters of a group known as the Mothers of Political Prisoners were brutally attacked by turbas in a well - documented incident in March ",attack,17,0,0
"The clash of goals is rare in postwar Japan , where consensus has enabled banks and industry to flourish ",flourish,18,1,1
"Koversada , maybe humanity 's greatest undraped conurbation , sleeps more than 100 , 000 ",sleep,9,0,0
"A purported $ 16-a - share offer for Superior Industries International Inc. evaporated yesterday after a flurry of activity in which one supposed player , Prudential - Bache Securities Inc . , denied it had authorized such a buy - out offer ",evaporate,12,1,1
"Last Tuesday , a federal jury in Akron , Ohio said it could n't identify a defect that could have caused an Audi 5000 to suddenly accelerate in an accident that killed a six - year - old boy ",kill,31,0,0
"Here in Masaya , supporters of a group known as the Mothers of Political Prisoners were brutally attacked by turbas in a well - documented incident in March ",attack,17,0,0
"The storm killed about 100 people on land , and left more than 100 , 000 homeless ",kill,2,1,1
"'' While physicians should never directly cause death , they must always act in the best interest of their patients and that sometimes includes allowing them to die , '' Dr. Sammons said in a statement ",die,27,0,0
"Thus , while government officials concede apartheid must die , they ca n't bring themselves to kill it ",die,8,1,1
"Elise holds out empty arms , pleading with Andrew to fill them , but the chasm is too wide , the distance traveled in different directions too great ",fill,10,1,1
Texas Air said the sale of the hourly New York - Boston - Washington shuttle is intended to pump cash into long - ailing Eastern ,pump,18,1,1
Thousands of Chinese soccer fans battled police and besieged a rival team 's hotel during a riot Monday night ,besiege,8,0,0
"'' We are beginning to ride the same boat as the U.S . , '' says Yasuo Hayashi , the director of the Ministry of International Trade and Industry 's textile division ",ride,5,0,0
"Richard Boyle , vice chairman of Chase Manhattan Corp . , avoids serious business when eating in with staffers ; '' I do n't want to give people indigestion , '' he explains ",eat,15,1,1
