sentence,pos_seq,genre,preds,true
"There would in addition be a minister for Science and Technology at the newly supreme DTI , with responsibility for determing investment in research .","['ADV', 'VERB', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'ADP', 'DET', 'ADV', 'ADJ', 'PROPN', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",news,00100000101000101011100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000100100100101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
There is no mention in the education policy of how that might affect the Department of Education and Science .,"['ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'ADV', 'ADJ', 'VERB', 'VERB', 'DET', 'PROPN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT']",news,10011100011011010111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00011000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"But while the DTI would override the Treasury , a new Ã¢ÂÂ powerful Department of Consumer Affairs would antagonise the DTI .","['CCONJ', 'ADP', 'DET', 'PROPN', 'VERB', 'VERB', 'DET', 'PROPN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADJ', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'VERB', 'VERB', 'DET', 'PROPN', 'PUNCT']",news,10100101000010001001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
It would be headed by Ã¢ÂÂ a minister of Cabinet rank and act as Ã¢ÂÂ the consumers voice with other government departments ' .,"['PRON', 'VERB', 'VERB', 'VERB', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'DET', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'PART', 'PUNCT']",news,00001001100010000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000001010000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Its remit for inter-departmental intrusion would be wide , with Ã¢ÂÂ a watching brief over government action and the ability to initiate consumer legislation .","['ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADJ', 'PUNCT', 'ADP', 'NOUN', 'DET', 'VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PART', 'VERB', 'NOUN', 'NOUN', 'PUNCT']",news,00101001010001000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001001010011100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Only the Women 's Ministry would be given equal license .,"['ADV', 'DET', 'PROPN', 'PART', 'PROPN', 'VERB', 'VERB', 'VERB', 'ADJ', 'NOUN', 'PUNCT']",news,01001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"It would be able to Ã¢ÂÂ require each government department to review its policies , practices , and existing and proposed legislation .","['PRON', 'VERB', 'VERB', 'ADJ', 'PART', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'PART', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'PUNCT']",news,00011000010000110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"While new departments are born and others extended , one of the oldest Ã¢ÂÂ the Home Office Ã¢ÂÂ would become a shadow of its present self .","['ADP', 'ADJ', 'NOUN', 'VERB', 'VERB', 'CCONJ', 'NOUN', 'VERB', 'PUNCT', 'NUM', 'ADP', 'DET', 'ADJ', 'PROPN', 'DET', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']",news,"0011000001011011100101000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000100100001000000001001100000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Labour 's proposed Department for Legal Administration would take over responsibility for courts and tribunals ; court procedures ; organisation , training and appointment of the legal profession , magistracy and judiciary ; legal aid ; legal services ; and the Sentencing Council .","['PROPN', 'PART', 'VERB', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'VERB', 'VERB', 'PART', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'PROPN', 'PROPN', 'PUNCT']",news,"1000001010010001101010001100010010000
011110000000000000000000000000000000000000000000000000000000000000000000000000","0000000011000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"That would leave the Home Office with policing , penal policy and the criminal law .","['DET', 'VERB', 'VERB', 'DET', 'PROPN', 'PROPN', 'ADP', 'VERB', 'PUNCT', 'ADJ', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'PUNCT']",news,10110100100010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Responsibility for the Sex Discrimination Act , the Equal Pay Act and the Equal Opportunities Commission would be given to the Women 's Ministry .","['NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'PROPN', 'CCONJ', 'DET', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'VERB', 'VERB', 'ADP', 'DET', 'PROPN', 'PART', 'PROPN', 'PUNCT']",news,01000101101011000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
A Ã¢ÂÂ new Minister of Environmental Protection would operate inside the DoE .,"['DET', 'ADJ', 'ADJ', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",news,00000000111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
That could work Ã¢ÂÂ though it is easy to imagine conflicts of interest with the housing and planning functions of the department .,"['DET', 'VERB', 'VERB', 'PROPN', 'ADP', 'PRON', 'VERB', 'ADJ', 'PART', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",news,00100111011111100000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10100000001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Ã¢ÂÂ The priority of MAFF must become food , not farming , the policy review says .","['NOUN', 'DET', 'NOUN', 'ADP', 'PROPN', 'VERB', 'VERB', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'VERB', 'PUNCT']",news,00010010100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Ã¢ÂÂ Its main concerns would become food and the people who consume it , not farming and those who produce it .","['NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'NOUN', 'VERB', 'PRON', 'PUNCT', 'ADV', 'VERB', 'CCONJ', 'DET', 'NOUN', 'VERB', 'PRON', 'PUNCT']",news,01100000000111000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"But the regulatory functions over the food industry , now split between MAFF and the Department of Health , would transfer to a new Food Standards Agency .","['CCONJ', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'ADP', 'PROPN', 'CCONJ', 'DET', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'VERB', 'VERB', 'ADP', 'DET', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']",news,01100101101000100110110000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000001100000000110001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"That is the first of many agencies , executives , commissions , and other quango-like bodies recommended by the review .","['DET', 'VERB', 'DET', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",news,01110001111000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"In some cases Labour 's quangos merge existing ones , or replace well-established bodies .","['ADP', 'DET', 'NOUN', 'PROPN', 'PART', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'VERB', 'NOUN', 'PUNCT']",news,10010000000111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000010000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"The funding of higher education would become the responsibility of one body , rather than two .","['DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'ADV', 'ADP', 'NUM', 'PUNCT']",news,01100011100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Labour 's Quality Commission would replace the Audit Commission .,"['PROPN', 'PART', 'PROPN', 'PROPN', 'VERB', 'VERB', 'DET', 'PROPN', 'PROPN', 'PUNCT']",news,10010111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"But there would be new regulatory commissions and consumer councils for every utility , along with ombudsmen , and public interest commissioners appointed by the Secretary of State .","['CCONJ', 'ADV', 'VERB', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'PUNCT']",news,11000111011010010101010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"There would be Skills UK Ã¢ÂÂ a locally structured training commission Ã¢ÂÂ a Fair Wages Commission , a Health Technology Commission , a Health Quality Commission , an Education Standards Council , an Independent Sentencing Council , a Children 's Commissioner , an Environmental Protection Executive , and a Social Insurance Fund administered by Ã¢ÂÂ¦ Ã¢ÂÂ an independent commission .","['ADV', 'VERB', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'DET', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'PROPN', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'PROPN', 'PART', 'PROPN', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'CCONJ', 'DET', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'ADP', 'PROPN', 'NOUN', 'DET', 'ADJ', 'NOUN', 'PUNCT']",news,"1001000000000000001111010010000100101
010000001100101010001000000000000000000000000000000000000000000000000000000000","0000000000000100000000000000010000000
000000000000000100000000000000000000000000000000000000000000000000000000000000"
In the Garden Update : Growing classes,"['ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'NOUN']",news,"1100011000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"The summer 's sprawl begins to be oppressive at this stage in the year and trigger fingers are itching to snip back overgrown mallows , clear out the mildewing foliage of golden rod and reduce the overpowering bulk of bullyboy ground cover .","['DET', 'NOUN', 'PART', 'NOUN', 'VERB', 'PART', 'VERB', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'VERB', 'VERB', 'PART', 'VERB', 'ADV', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'PART', 'DET', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'DET', 'VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']",news,"0000000011101001110000001100100000111
111100000000000000000000000000000000000000000000000000000000000000000000000000","0001000011110001001011000110000100001
001000000000000000000000000000000000000000000000000000000000000000000000000000"
"Keep away from jasmine , already thick in flower bud , and clematis , however untidy .","['VERB', 'ADV', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'PUNCT', 'ADV', 'ADJ', 'PUNCT']",news,"0100000101100010000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000100000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Buddleias , although messy , should not be cut back until spring .","['PROPN', 'PUNCT', 'ADP', 'ADJ', 'PUNCT', 'VERB', 'ADV', 'VERB', 'VERB', 'ADV', 'ADP', 'NOUN', 'PUNCT']",news,10000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Dead , ragged heads of the climbing hydrangea can be removed , cutting where the stem joins the main branch .","['ADJ', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'VERB', 'VERB', 'VERB', 'PUNCT', 'VERB', 'ADV', 'DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']",news,10101111101100101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Virginia creeper needs to be clipped back from windows and hauled out of gutters .,"['PROPN', 'NOUN', 'VERB', 'PART', 'VERB', 'VERB', 'ADV', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'ADP', 'NOUN', 'PUNCT']",news,11100010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Shrubs such as hydrangea particularly relish rich rations .,"['NOUN', 'ADJ', 'ADP', 'NOUN', 'ADV', 'VERB', 'ADJ', 'NOUN', 'PUNCT']",news,01001110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Clematis so bristles with brittle green shoots in spring that planting then is an anxiety rather than a pleasure .,"['PROPN', 'ADV', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADV', 'VERB', 'DET', 'NOUN', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT']",news,00011000111100011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00110001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Runner beans and French beans have now given up completely and can be cleared off vegetable plots .,"['NOUN', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'PART', 'ADV', 'CCONJ', 'VERB', 'VERB', 'VERB', 'PART', 'NOUN', 'NOUN', 'PUNCT']",news,00000101110101001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Globe artichokes are sprouting new leaves and may need protection from frost in cold areas .,"['PROPN', 'NOUN', 'VERB', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",news,00100011110010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Summer bedding is looking tired and should be removed so that the ground can be cleaned and fed ready for spring bulbs or wallflowers .,"['NOUN', 'NOUN', 'VERB', 'VERB', 'ADJ', 'CCONJ', 'VERB', 'VERB', 'VERB', 'ADP', 'ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'VERB', 'CCONJ', 'VERB', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']",news,00101010101100001111001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01001000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Prices have remained high-indeed the FT-SE index has risen another 55 points since then Ã¢ÂÂ allowing even the most passive of private investors , including unit trust holders , to take advantage of the market .","['NOUN', 'VERB', 'VERB', 'ADV', 'DET', 'PROPN', 'NOUN', 'VERB', 'VERB', 'DET', 'NUM', 'NOUN', 'ADP', 'ADV', 'PROPN', 'VERB', 'ADV', 'DET', 'ADV', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",news,01001000101100000101010011010010011000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000100100010000000000010010001000000000000000000000000000000000000000000000000000000000000000000000000000000000
The 10 p.c. gain since election day is looking increasingly sustainable .,"['DET', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADJ', 'PUNCT']",news,"0010011001110000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000010000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"It is not that prospects for earnings are 10 p.c. better that they were in the middle of last week , but it is possible to argue that prospects are that much better than they would have been under a Labour government and that the market was discounting such a result .","['PRON', 'VERB', 'ADV', 'ADP', 'NOUN', 'ADP', 'NOUN', 'VERB', 'NUM', 'PUNCT', 'ADV', 'ADP', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'ADJ', 'PART', 'VERB', 'ADP', 'NOUN', 'VERB', 'ADV', 'ADV', 'ADJ', 'ADP', 'PRON', 'VERB', 'VERB', 'VERB', 'ADP', 'DET', 'PROPN', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'ADJ', 'DET', 'NOUN', 'PUNCT']",news,"0001100101000011110001100001101001001
010100111000010000000000000000000000000000000000000000000000000000000000000000","0000100000000010100000000000101000000
010000001010000000000000000000000000000000000000000000000000000000000000000000"
The FT-SE failed to hold its gains yesterday but shortly after opening it was only six points away from last September 's previous record closing level .,"['DET', 'PROPN', 'VERB', 'PART', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'ADV', 'ADP', 'VERB', 'PRON', 'VERB', 'ADV', 'NUM', 'NOUN', 'ADV', 'ADP', 'ADJ', 'PROPN', 'PART', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']",news,"0000101010101000110010000110000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0010100000110000111000000100000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Wall Street has been hitting new peaks this week too , which has given support to the London market ( and even Japan 's Nikkei index , in a typically erratic period , has gained nearly 800 points while London added its 245 ) but London has real strengths of its own .","['PROPN', 'PROPN', 'VERB', 'VERB', 'VERB', 'ADJ', 'NOUN', 'DET', 'NOUN', 'ADV', 'PUNCT', 'ADJ', 'VERB', 'VERB', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'PROPN', 'PART', 'PROPN', 'NOUN', 'PUNCT', 'ADP', 'DET', 'ADV', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'VERB', 'ADV', 'NUM', 'NOUN', 'ADP', 'PROPN', 'VERB', 'ADJ', 'NUM', 'PUNCT', 'CCONJ', 'PROPN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'PUNCT']",news,"0011101100001011111000001001001110110
111110011100000100000000000000000000000000000000000000000000000000000000000000","0000111100000111001000000001000000100
100100000101000000000000000000000000000000000000000000000000000000000000000000"
The City view is that the fall in corporate earnings has stopped and that next year 's increase could be around 15 p.c .,"['DET', 'PROPN', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'VERB', 'CCONJ', 'ADP', 'ADJ', 'NOUN', 'PART', 'NOUN', 'VERB', 'VERB', 'ADV', 'NUM', 'NOUN', 'PUNCT']",news,00101101000101110000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100011010100100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
The market 's price-earnings multiple was 16 last night but it would drop below 14 if that increase in earnings really happens .,"['DET', 'NOUN', 'PART', 'NOUN', 'NOUN', 'VERB', 'NUM', 'ADJ', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'VERB', 'ADP', 'NUM', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADV', 'VERB', 'PUNCT']",news,01010000011000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000011001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
The increase will not be matched by dividend rises Ã¢ÂÂ too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios Ã¢ÂÂ but 7 p.c. growth looks reasonable .,"['DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'VERB', 'ADP', 'NOUN', 'VERB', 'PROPN', 'ADV', 'ADJ', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADJ', 'ADP', 'PRON', 'VERB', 'VERB', 'ADP', 'DET', 'ADJ', 'NUM', 'NOUN', 'CCONJ', 'VERB', 'PART', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PROPN', 'CCONJ', 'NUM', 'PUNCT', 'NOUN', 'VERB', 'ADJ', 'PUNCT']",news,"0110001100001100110101101000000110001
110110000000000000000000000000000000000000000000000000000000000000000000000000","0000010010000001000011000000010000000
011100000000000000000000000000000000000000000000000000000000000000000000000000"
"The market yield , a historic 4 p.c. , could return back above 5 p.c. , therefore giving basic-rate taxpayers a real return with the prospect of real growth too .","['DET', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NUM', 'PUNCT', 'PUNCT', 'VERB', 'VERB', 'ADV', 'ADP', 'NUM', 'PUNCT', 'PUNCT', 'ADV', 'VERB', 'NOUN', 'NOUN', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADV', 'PUNCT']",news,"0101001111010000110000010000111000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0100000000111000010000110100100000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Not all problems have gone away of course : yesterday 's Â£6.4 billion public sector borrowing requirement is not much higher than expectations , but it is almost as large as the deficit for the previous 11 months and Ã¢ÂÂ with this year 's deficit forecast to be double last year 's Ã¢ÂÂ shows why the Bank of England so eagerly sold Â£2 billion or more of gilts on election night and why it needs a regular stream of massive sales .","['ADV', 'DET', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PART', 'ADJ', 'NUM', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADV', 'ADV', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'ADV', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NUM', 'NOUN', 'CCONJ', 'PROPN', 'ADP', 'DET', 'NOUN', 'PART', 'NOUN', 'VERB', 'PART', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'PART', 'PROPN', 'VERB', 'ADV', 'DET', 'PROPN', 'ADP', 'PROPN', 'ADV', 'ADV', 'VERB', 'NOUN', 'NUM', 'CCONJ', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'ADV', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",news,"0101101101001000010001111101000100001
0101110000000000011000010001100010111
1010100000000000000000000000000000000000","0000110000000010000010000000000000000
0001100000010000100000011000000100000
1011010000000000000000000000000000000000"
"The change in employment may not always be so favourable as yesterday 's either , but the market is now starting to feel bullish and looking for a FT-SE of 3,000 by next year .","['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADV', 'ADV', 'VERB', 'ADV', 'ADJ', 'ADP', 'NOUN', 'PART', 'DET', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'ADJ', 'CCONJ', 'VERB', 'ADP', 'DET', 'PROPN', 'ADP', 'NUM', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",news,"0010100000000011110010010000000111100
0000000000000000000000000000000000000
0000000000000000000000000000000000000000","0010000000000000010010110100000110000
0000000000000000000000000000000000000
0000000000000000000000000000000000000000"
"THIRTY FIVE people died and others were maimed for life in the Clapham rail disaster in December last year because work was done in a slovenly , haphazard way and was then left unchecked .","['NUM', 'NUM', 'NOUN', 'VERB', 'CCONJ', 'NOUN', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'ADV', 'PUNCT', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'ADV', 'VERB', 'ADJ', 'PUNCT']",news,10000000100101010000101101001000111000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000001000010000000100001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000
The disaster was all the more stunning because people had come to assume that such things did n't happen .,"['DET', 'NOUN', 'VERB', 'ADJ', 'DET', 'ADV', 'ADJ', 'ADP', 'NOUN', 'VERB', 'VERB', 'PART', 'VERB', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'PUNCT']",news,00010111000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000001010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
