sentence,prediction
" The notion of ""bedroom"" musicians expanded following the rise of modern digital audio workstations, and in the late 2000s, lo-fi aesthetics served as the basis of the chillwave and hypnagogic pop music genres",1
"', 'Hip hop music, also known as rap music, is a genre of popular music developed in the United States by inner-city African Americans and Latino Americans in the Bronx borough of New York City in the 1970s",0
" It consists of a stylized rhythmic music that commonly accompanies rapping, a rhythmic and rhyming speech that is chanted",0
" It developed as part of hip hop culture, a subculture defined by four key stylistic elements: MCing/rapping, DJing/scratching with turntables, break dancing, and graffiti writing",1
" Other elements include sampling beats or bass lines from records (or synthesized beats and sounds), and rhythmic beatboxing",0
" While often used to refer solely to rapping, ""hip hop"" more properly denotes the practice of the entire subculture",1
" The term hip hop music is sometimes used synonymously with the term rap music, though rapping is not a required component of hip hop music; the genre may also incorporate other elements of hip hop culture, including DJing, turntablism, scratching, beatboxing, and instrumental tracks",1
"Hip hop as both a musical genre and a culture was formed during the 1970s when block parties became increasingly popular in New York City, particularly among African American youth residing in the Bronx",1
" At block parties DJs played percussive breaks of popular songs using two turntables and a DJ mixer to be able to play breaks from two copies of the same record, alternating from one to the other and extending the ""break""",0
 Hip hop\'s early evolution occurred as sampling technology and drum machines became widely available and affordable,1
" Turntablist techniques such as scratching and beatmatching developed along with the breaks and Jamaican toasting, a chanting vocal style, was used over the beats",1
 Rapping developed as a vocal style in which the artist speaks or chants along rhythmically with an instrumental or synthesized beat,0
"\nHip hop music was not officially recorded for play on radio or television until 1979, largely due to poverty during the genre\'s birth and lack of acceptance outside ghetto neighborhoods",1
" Old school hip hop was the first mainstream wave of the genre, marked by its disco influence and party-oriented lyrics",1
 The 1980s marked the diversification of hip hop as the genre developed more complex styles and spread around the world,1
" New school hip hop was the genre\'s second wave, marked by its electro sound, and led into Golden age hip hop, an innovative period between the mid-1980s and mid-1990s that also developed hip hop\'s own album era",1
" The gangsta rap subgenre, focused on the violent lifestyles and impoverished conditions of inner-city African-American youth, gained popularity at this time",1
" West Coast hip hop was dominated by G-funk in the early-mid 1990s, while East Coast hip hop was dominated by jazz rap, alternative hip hop, and hardcore rap",0
" Hip hop continued to diversify at this time with other regional styles emerging, such as Southern rap and Atlanta hip hop",1
 Hip hop became a best-selling genre in the mid-1990s and the top-selling music genre by 1999,1
"\nThe popularity of hip hop music continued through the late 1990s to mid-2000s ""bling era"" with hip hop influences increasingly finding their way into other genres of popular music, such as neo soul, nu metal, and R&B",1
" The United States also saw the success of regional styles such as crunk, a Southern genre that emphasized the beats and music more than the lyrics, and alternative hip hop began to secure a place in the mainstream, due in part to the crossover success of its artists",1
" During the late 2000s and early 2010s ""blog era"", rappers were able to build up a following through online methods of music distribution, such as social media and blogs, and mainstream hip hop took on a more melodic, sensitive direction following the commercial decline of gangsta rap",1
 The trap and mumble rap subgenres have become the most popular form of hip hop during the mid-late 2010s and early 2020s,1
" In 2017, rock music was usurped by hip hop as the most popular genre in the United States",1
"', 'In North American music, adult contemporary music (AC) is a form of radio-played popular music, ranging from 1960s vocal and 1970s soft rock music to predominantly ballad-heavy music of the present day, with varying degrees of easy listening, pop, soul, R&B, quiet storm, and rock influence",1
 Adult contemporary is generally a continuation of the easy listening and soft rock style that became popular in the 1960s and 1970s with some adjustments that reflect the evolution of pop/rock music,1
"Adult contemporary tends to have lush, soothing and highly polished qualities where emphasis on melody and harmonies is accentuated",1
" It is usually melodic enough to get a listener\'s attention, and is inoffensive and pleasurable enough to work well as background music",1
" Like most of pop music, its songs tend to be written in a basic format employing a verse–chorus structure",1
" The format is heavy on romantic sentimental ballads which mostly use acoustic instruments (though bass guitar is usually used) such as acoustic guitars, pianos, saxophones, and sometimes an orchestral set",0
 The electric guitars are normally faint and high-pitched,0
" However, recent adult contemporary music may feature synthesizers (and other electronics, such as drum machines)",0
"An AC radio station may play mainstream music, but it usually excludes hip hop and some forms of dance-pop and teen pop, as these are less popular among adults, the target demographic",0
" AC radio often targets the 25–44 age group, the demographic that has received the most attention from advertisers since the 1960s",1
 A common practice in recent years of adult contemporary stations is to play less newer music and more hits of the past,1
  This de-emphasis on new songs slows the progression of the AC chart,1
"Over the years, AC has spawned subgenres including ""hot AC"", ""soft AC"" (also known as ""lite AC""), ""urban AC"", ""rhythmic AC"", and ""Christian AC"" (a softer type of contemporary Christian music)",1
" Some stations play only ""hot AC"", ""soft AC"", or only one of the variety of subgenres",0
" Therefore, it is not usually considered a specific genre of music; it is merely an assemblage of selected tracks from musicians of many different genres",1
"', 'Big Hit Music (Korean: 빅히트 뮤직; formerly Big Hit Entertainment) is a South Korean entertainment company established in 2005 by Bang Si-hyuk",0
" It was rebranded as Big Hit Music by its parent company Hybe Corporation, formerly Big Hit Entertainment Co",1
 Ltd,0
", in March 2021",0
" As of that date, the company manages soloist Lee Hyun, and boy groups BTS and TXT—it is formerly home to soloist Lim Jeong-hee, and groups 8Eight, 2AM, and Glam",0
"', 'House is a genre of electronic dance music characterized by a repetitive  four-on-the-floor beat and a typical tempo of 120 to 130 beats per minute",0
" It was created by DJs and music producers from Chicago\'s underground club culture in the 1980s, as DJs from the subculture began altering disco songs to give them a more mechanical beat and deeper basslines",1
"The genre was pioneered by DJs and producers mainly from Chicago and New York such as Frankie Knuckles, Larry Levan, Ron Hardy, Jesse Saunders, Chip E",1
", Steve ""Silk"" Hurley, Mr",0
" Lee, Farley ""Jackmaster"" Funk, Marshall Jefferson, Phuture and others",0
" From its beginnings in the Chicago club and local radio scene, the genre expanded internationally to London, then to other American cities such as New York City and Detroit before becoming a worldwide phenomenon",1
"House has had a large impact on pop music, especially dance music",0
" It was incorporated by major pop artists including Janet Jackson, Madonna and Kylie Minogue, but also produced some mainstream hits on its own, such as ""French Kiss"" by Lil Louis (1989), ""Show Me Love"" by Robin S",0
" (1992) or ""Push the Feeling On"" by Nightcrawlers (1992/1995)",0
 ( And WeHouse Radio Network and WHOS 89,0
9 fm Chicago\'s first 24 hour House Music Radio Station and Network hosted by media man the Deacon doc ) Many house producers also did and continue to do remixes for pop artists,0
 House music has remained popular on radio and in clubs while retaining a foothold on the underground scenes across the globe,1
"', 'Music Music Music is a 2008 album by John Barrowman preceded by the digital-only single ""What About Us?"", written by Gary Barlow and Chris Braide",1
" The album consists mostly of cover versions and was produced by Simon Franglen (who has worked with Celine Dion, Whitney Houston, Barbra Streisand, The Ten Tenors) and Graham Stack (who has worked with Kylie Minogue, Tina Turner, Rod Stewart), with the exception of the first single ""What About Us?"" (UK #122) which was produced by Chris Braide",0
" The album debuted and peaked at #35 in the UK, making it Barrowman\'s second top forty album, after the #22 peak of Another Side in 2007",1
" The set also produced his first UK Top 75 charting single, ""I Made It Through the Rain"", which spent one week in the charts at #14 after being championed by Chris Moyles in August 2009",1
"', 'Ambient music is a genre of music that emphasizes tone and atmosphere over traditional musical structure or rhythm",1
" A form of instrumental music, it may lack net composition, beat, or structured melody",0
 It uses textural layers of sound which can reward both passive and active listening and encourage a sense of calm or contemplation,1
" The genre is said to evoke an ""atmospheric"", ""visual"", or ""unobtrusive"" quality",1
" Nature soundscapes may be included, and the sounds of acoustic instruments such as the piano, strings and flute may be emulated through a synthesizer",0
"The genre originated in the 1960s and 1970s, when new musical instruments were being introduced to a wider market, such as the synthesizer",0
" It was presaged by Erik Satie\'s furniture music and styles such as musique concrète, minimal music, Jamaican dub music and German electronic music, but was prominently named and popularized by British musician Brian Eno in 1978 with his album Ambient 1: Music for Airports; Eno opined that ambient music ""must be as ignorable as it is interesting",0
""" It saw a revival towards the late 1980s with the prominence of house and techno music, growing a cult following by the 1990s",1
" Ambient music may have elements of new-age music and drone music, as some works may use sustained or repeated notes",0
"Ambient music did not achieve large commercial success, being criticized as having a ""boring"" and ""over-intellectual"" sound",1
" Nevertheless, it has attained a certain degree of acclaim throughout the years, especially in the Internet age",1
" Due to its relatively open style, ambient music often takes influences from many other genres, ranging from classical, avant-garde music, folk, jazz, and world music, amongst others",1
"', 'GOOD Music  (stylized as G",0
O,0
O,0
D,0
 Music; an acronym for Getting Out Our Dreams) is an American record label founded by rapper Kanye West in 2004,1
 The label signed an exclusive long-term worldwide label agreement with The Island Def Jam Music Group in 2011,1
" In 2012, the label released its debut compilation album Cruel Summer",0
" In 2015, Pusha T was appointed the president of the label by West, while record executive Steven Victor was appointed COO",1
"The label has released two number-one Billboard Hot 100 singles, ""All of Me"" by John Legend, and ""Panda"" by Desiigner; and seven number-one Billboard 200 albums: Finding Forever, Dark Sky Paradise, The Life of Pablo, I Decided, Ye, Jesus Is King and Detroit 2",0
"', 'New wave is a broad music genre that encompasses numerous pop-oriented styles from the late 1970s and the 1980s",1
" It was originally used as a catch-all for the music that emerged after punk rock, including punk itself, but may be viewed retrospectively as a more accessible counterpart of post-punk",1
" Although new wave shared punk\'s DIY philosophy, the artists were more influenced by the lighter strains of 1960s pop while opposed to mainstream ""corporate"" rock, which they considered creatively stagnant, and the generally abrasive and political bents of punk rock",1
"Common characteristics of new wave music include a humorous or quirky pop approach, the use of electronic sounds, and a distinctive visual style featured in music videos and fashion",1
" In the early 1980s, virtually every new pop/rock act – and particularly those that featured synthesizers in their sound – was tagged as ""new wave""",1
" By the 2000s, critical consensus favored ""new wave"" to be an umbrella term that encompassed power pop, synth-pop, ska revival, and the softer strains of punk rock",1
New wave peaked commercially in the late 1970s and the early 1980s with numerous major artists and an abundance of one-hit wonders,1
" After MTV was launched in 1981, the network promoted new wave acts heavily on the channel, which gave the genre a boost in popularity",1
" In the mid-1980s, new wave declined with the emergence of several ""new"" labels: New Romantic, New Pop, and New Music",1
" Since the 1990s, new wave has enjoyed some resurgences after a rising nostalgia for several new wave-influenced artists",1
"', 'Trap is a subgenre of hip hop music that originated in the Southern United States during the early 1990s",1
" The genre gets its name from the Atlanta slang word ""trap"", which refers to a place in which drugs are sold illegally",0
" Trap music uses synthesized drums and is characterized by complex hi-hat patterns, tuned kick drums with a long decay (originally from the Roland TR-808 drum machine), and lyrical content that often focuses on drug use and urban violence",1
 It utilizes very few instruments and focuses almost exclusively on snare drums and double- or triple-timed hi-hats,0
 \nThis is the signature sound of trap music,1
"Pioneers of the genre include producers Kurtis Mantronik, Mannie Fresh, Shawty Redd, Zaytoven, and Toomp, along with rappers Young Jeezy, Gucci Mane and T",1
I,0
 (who coined the term with his 2003 album Trap Muzik),0
" However, the modern trap sound was popularized by producer Lex Luger, who produced the influential Waka Flocka Flame album Flockaveli in 2010, and cofounded the prolific hip-hop production team 808 Mafia",1
"Since crossing over into the mainstream in the 2010s, trap has become one of the most popular forms of American music, consistently dominating the Billboard Hot 100 throughout the decade, with artists such as Drake, Cardi B, Migos, Lil Uzi Vert, 24kGoldn, iann dior, Post Malone, XXXTentacion, Young Thug, and Travis Scott (among many others) all achieving No",1
 1s on the chart with songs featuring production inspired by the trap subgenre,1
" It has influenced the music of many pop and R&B artists, such as Ariana Grande, Beyoncé, Miley Cyrus, Rihanna and more",0
 Its influence can also be heard in reggaetón and K-pop,0
" In 2018, hip-hop became the most popular form of music for the first time ever (according to Nielsen Data), coinciding with trap\'s continued rise in popularity",1
" In 2019, the trap-inspired country/rap crossover ""Old Town Road"" by Lil Nas X (featuring Billy Ray Cyrus) broke the record for spending the most weeks (19 weeks) at No",0
" 1 on the Billboard Hot 100 chart, as well as becoming the fastest song to reach a Diamond Certification",0
"', ""Music is a 2021 American musical drama film directed by singer-songwriter Sia",0
" The film was co-written by Sia and Dallas Clayton, and stars Kate Hudson, Leslie Odom Jr",0
 and Maddie Ziegler,0
 It marks Sia's directorial debut,1
" The film follows Zu, a newly sober drug dealer who becomes the sole guardian of her half-sister Music, a young autistic girl",1
\nThe film began development following Sia's announcement of the project in 2015,1
" Originally intended as a non-musical film, it was subsequently re-conceived as a musical with a larger budget",1
" A studio album by Sia was also released in connection with the film, including some of the 10 songs she wrote for it",0
"\nMusic was released in Australia on January 14, 2021, by StudioCanal, and in select IMAX theatres in the United States for one night on February 10, 2021, followed by an on-demand release on February 12, 2021, by Vertical Entertainment",0
 The film received generally negative reviews from critics and criticism for its depiction of autism,1
" It was nominated for Best Motion Picture – Musical or Comedy and Best Actress – Motion Picture Comedy or Musical (Hudson) at the 78th Golden Globe Awards, but was also nominated for four Golden Raspberry Awards, winning Worst Actress for Hudson, Worst Supporting Actress for Ziegler and Worst Director for Sia",1
""", '""This Is Music"" is a song by the English alternative rock band The Verve",0
" It was\nreleased as the first single from their second album, A Northern Soul",0
 The aptly named song is full of varied lyrical images,1
 The song charted at #35 in the United Kingdom,0
" ""This Is Music"" featured as the band\'s opening song for the majority of their 2008 reunion tour",0
"\nThe cover was shot in Leeds, England by Michael Spencer Jones",0
"', 'The Sound of Music is a 1965 American musical drama film produced and directed by Robert Wise, and starring Julie Andrews and Christopher Plummer, with Richard Haydn, Peggy Wood, Charmian Carr, and  Eleanor Parker",0
" The film is an adaptation of the 1959 stage musical of the same name, composed by Richard Rodgers with lyrics by Oscar Hammerstein II",0
" The film\'s screenplay was written by Ernest Lehman, adapted from the stage musical\'s book by Lindsay and Crouse",0
" Based on the 1949 memoir The Story of the Trapp Family Singers by Maria von Trapp, the film is about a young Austrian postulant in Salzburg, Austria, in 1938 who is sent to the villa of a retired naval officer and widower to be governess to his seven children",0
" After bringing love and music into the lives of the family, she marries the officer and, together with the children, finds a way to survive the loss of their homeland to the Nazis",1
\nFilming took place from March to September 1964 in Los Angeles and Salzburg,0
" The Sound of Music was released on March 2, 1965, in the United States, initially as a limited roadshow theatrical release",0
" Although initial critical response to the film was mixed, it was a major commercial success, becoming the number one box office movie after four weeks, and the highest-grossing film of 1965",1
" By November 1966, The Sound of Music had become the highest-grossing film of all-time—surpassing Gone with the Wind—and held that distinction for five years",1
" The film was just as popular throughout the world, breaking previous box-office records in twenty-nine countries",1
" Following an initial theatrical release that lasted four and a half years, and two successful re-releases, the film sold 283 million admissions worldwide and earned a total worldwide gross of $286 million",1
"\nThe Sound of Music received five Academy Awards, including Best Picture and Best Director, Wise\'s second pair of both awards, the first being from the 1961 film West Side Story",1
" The film also received two Golden Globe Awards, for Best Motion Picture and Best Actress, the Directors Guild of America Award for Outstanding Directorial Achievement, and the Writers Guild of America Award for Best Written American Musical",0
" In 1998, the American Film Institute (AFI) listed The Sound of Music as the fifty-fifth greatest American movie of all time, and the fourth greatest movie musical",0
" In 2001, the United States Library of Congress selected the film for preservation in the National Film Registry, finding it ""culturally, historically, or aesthetically significant""",0
"', 'EMI Group Limited (originally an initialism for Electric and Musical Industries, also referred to as EMI Records Ltd",0
 or simply EMI) was a British transnational conglomerate founded in March 1931 in London,1
" At the time of its break-up in 2012, it was the fourth largest business group and record label conglomerate in the music industry, and was one of the ""Big Four"" record companies (now the ""Big Three"")",1
" Its labels included EMI Records, Parlophone, Virgin Records, and Capitol Records, which are now owned by other companies",1
"\nEMI was listed on the London Stock Exchange, and was also once a constituent of the FTSE 100 Index, but faced financial problems and US$4 billion in debt, leading to its acquisition by Citigroup in February 2011",1
" Citigroup\'s ownership was temporary, as EMI announced in November 2011 that it would sell its music arm to Vivendi\'s Universal Music Group for $1",1
9 billion and its publishing business to a Sony/ATV consortium for around $2,1
2 billion,0
" Other members of the Sony consortium include the estate of Michael Jackson, the Blackstone Group, and the Abu Dhabi-owned Mubadala Development Company",0
" EMI\'s locations in the United Kingdom, the United States, and Canada were all disassembled to repay debt, but the primary head office located outside those countries is still functional",1
"EMI is now owned by Sony/ATV Music Publishing, the music publishing division of Sony Music which bought another 70% stake in EMI Music Publishing",0
"', 'The music industry consists of the individuals and organizations that earn money by writing songs and musical compositions, creating and selling recorded music and sheet music, presenting concerts, as well as the organizations that aid, train, represent and supply music creators",1
" Among the many individuals and organizations that operate in the industry are: the songwriters and composers who write songs and musical compositions; the singers, musicians, conductors, and bandleaders who perform the music; the record labels, music publishers, recording studios, music producers, audio engineers, retail and digital music stores, and performance rights organizations who create and sell recorded music and sheet music; and the booking agents, promoters, music venues, road crew, and audio engineers who help organize and sell concerts",0
\nThe industry also includes a range of professionals who assist singers and musicians with their music careers,1
" These include, talent managers, artists and repertoire managers, business managers, entertainment lawyers; those who broadcast audio or video music content (satellite, Internet radio stations, broadcast radio and TV stations); music journalists and music critics; DJs; music educators and teachers; musical instrument manufacturers; as well as many others",0
" In addition to the businesses and artists there are organizations that also play an important role, including musician\'s unions (e",0
g,0
" American Federation of Musicians), not-for-profit performance-rights organizations (e",0
g,0
" American Society of Composers, Authors and Publishers) and other associations (e",0
g,0
" International Alliance for Women in Music, a non-profit organization that advocates for women composers and musicians)",0
"\nThe modern Western music industry emerged between the 1930s and 1950s, when records replaced sheet music as the most important product in the music business",1
" In the commercial world, ""the recording industry""—a reference to recording performances of songs and pieces and selling the recordings–began to be used as a loose synonym for ""the music industry""",1
" In the 2000s, a majority of the music market is controlled by three major corporate labels: the French-owned Universal Music Group, the Japanese-owned Sony Music Entertainment, and the US-owned Warner Music Group",1
" Labels outside of these three major labels are referred to as independent labels (or ""indies"")",1
" The largest portion of the live music market for concerts and tours is controlled by Live Nation, the largest promoter and music venue owner",1
" Live Nation is a former subsidiary of iHeartMedia Inc, which is the largest owner of radio stations in the United States",1
"\nIn the first decades of the 2000s, the music industry underwent drastic changes with the advent of widespread digital distribution of music via the Internet (which includes both illegal file sharing of songs and legal music purchases in online music stores)",1
" A conspicuous indicator of these changes is total music sales: since 2000, sales of recorded music have dropped off substantially while live music has increased in importance",1
" In 2011, the largest recorded music retailer in the world was now a digital, Internet-based platform operated by a computer company: Apple Inc",0
\'s online iTunes Store,0
" Since 2011, the Music Industry has seen consistent sales growth with streaming now generating more revenue per annum than digital downloads",1
" Spotify, Apple Music, and Amazon Music are the largest streaming services by subscriber count",1
"', 'Popular music is music with wide appeal that is typically distributed to large audiences through the music industry",1
 These forms and styles can be enjoyed and performed by people with little or no musical training,1
"  It stands in contrast to both art music and traditional or ""folk"" music",1
" Art music was historically disseminated through the performances of written music, although since the beginning of the recording industry, it is also disseminated through recordings",1
" Traditional music forms such as early blues songs or hymns were passed along orally, or to smaller, local audiences",1
The original application of the term is to music of the 1880s Tin Pan Alley period in the United States,0
" Although popular music sometimes is known as ""pop music"", the two terms are not interchangeable",1
" Popular music is a generic term for a wide variety of genres of music that appeal to the tastes of a large segment of the population, whereas pop music usually refers to a specific musical genre within popular music",1
 Popular music songs and pieces typically have easily singable melodies,0
" The song structure of popular music commonly involves repetition of sections, with the verse and chorus or refrain repeating throughout the song and the bridge providing a contrasting and transitional section within a piece",1
" From the 1960s through the mid 2000s, albums collecting songs were the dominant form for recording and consuming English-language popular music, in a period known as the album era",1
"In the 2000s, with songs and pieces available as digital sound files, it has become easier for music to spread from one country or region to another",1
" Some popular music forms have become global, while others have a wide appeal within the culture of their origin",1
" Through the mixture of musical genres, new popular music forms are created to reflect the ideals of a global culture",1
" The examples of Africa, Indonesia, and the Middle East show how Western pop music styles can blend with local musical traditions to create new hybrid styles",1
"', 'Contemporary Christian music (or CCM and occasionally ""inspirational music"") is a genre of modern popular music which is lyrically focused on matters concerned with the Christian faith",1
" It formed as those affected by the 1960s Jesus movement revival began to express themselves in a more contemporary style of music than the hymns, Gospel and Southern gospel music that was prevalent in the church at the time",1
" Today, the term is typically used to refer to pop, rock, or praise and worship styles",1
"\nIt has representation on several music charts including Billboard\'s Christian Albums, Christian Songs, Hot Christian AC (Adult Contemporary), Christian CHR, Soft AC/Inspirational, and Christian Digital Songs as well as the UK\'s Official Christian & Gospel Albums Chart",0
 Top-selling CCM artists will also appear on the Billboard 200,1
" In the iTunes Store, the genre is represented as part of the Christian and gospel genre while the Google Play Music system labels it as Christian/Gospel",0
"', 'Not Music is the tenth studio album by English-French rock band Stereolab, released on 16 November 2010 by Drag City and Duophonic Records",0
 The album is a collection of unreleased material recorded at the same time as their previous album Chemical Chords (2008),0
"', ""The Music Man is a musical with book, music, and lyrics by Meredith Willson, based on a story by Willson and Franklin Lacey",0
" The plot concerns con man Harold Hill, who poses as a boys' band organizer and leader and sells band instruments and uniforms to naïve Midwestern townsfolk, promising to train the members of the new band",1
" Harold is no musician, however, and plans to skip town without giving any music lessons",0
" Prim librarian and piano teacher Marian sees through him, but when Harold helps her younger brother overcome his lisp and social awkwardness, Marian begins to fall in love with him",1
 He risks being caught to win her heart,1
"\nIn 1957, the show became a hit on Broadway, winning five Tony Awards, including Best Musical, and running for 1,375 performances",1
 The cast album won the first Grammy Award for Best Musical Theater Album and spent 245 weeks on the Billboard charts,1
" The show's success led to revivals, including a long-running 2000 Broadway revival, a popular 1962 film adaptation and a 2003 television adaptation",1
 It is frequently produced by both professional and amateur theater companies,1
""", ""Irish traditional music (also known as Irish trad, Irish folk music, and other variants) is a genre of folk music that developed in Ireland",0
"\nIn A History of Irish Music (1905), W",0
 H,0
" Grattan Flood wrote that, in Gaelic Ireland, there were at least ten instruments in general use",0
" These were the cruit (a small harp) and clairseach (a bigger harp with typically 30 strings), the timpan (a small string instrument played with a bow or plectrum), the feadan (a fife), the buinne (an oboe or flute), the guthbuinne (a bassoon-type horn), the bennbuabhal and corn (hornpipes), the cuislenna (bagpipes – see Great Irish warpipes), the stoc and sturgan (clarions or trumpets), and the cnamha (bones)",0
 There is also evidence of the fiddle being used in the 8th century,0
"There are several collections of Irish folk music from the 18th century, but it was not until the 19th century that ballad printers became established in Dublin",0
" Important collectors include Colm Ó Lochlainn, George Petrie, Edward Bunting, Francis O'Neill, James Goodman and many others",0
" Though solo performance is preferred in the folk tradition, bands or at least small ensembles have probably been a part of Irish music since at least the mid-19th century, although this is a point of much contention among ethnomusicologists",1
"\nIrish traditional music has endured more strongly against the forces of cinema, radio and the mass media than the indigenous folk music of most European countries",1
 This was possibly because the country was not a geographical battleground in either of the two World Wars,1
" Another potential factor was that the economy was largely agricultural, where oral tradition usually thrives",1
 From the end of the Second World War until the late fifties folk music was held in low regard,1
 Comhaltas Ceoltóirí Éireann (an Irish traditional music association) and the popularity of the Fleadh Cheoil (music festival) helped lead the revival of the music,1
 The English Folk music scene also encouraged and gave self-confidence to many Irish musicians,1
" Following the success of The Clancy Brothers and Tommy Makem in the US in 1959, Irish folk music became fashionable again",1
 The lush sentimental style of singers such as Delia Murphy was replaced by guitar-driven male groups such as The Dubliners,1
" Irish showbands presented a mixture of pop music and folk dance tunes, though these died out during the seventies",1
 The international success of The Chieftains and subsequent musicians and groups has made Irish folk music a global brand,1
"\nHistorically much old-time music of the USA grew out of the music of Ireland, England and Scotland, as a result of cultural diffusion",1
 By the 1970s Irish traditional music was again influencing music in the US and further afield in Australia and Europe,1
" It has occasionally been fused with rock and roll, punk rock and other genres",1
""", 'Americana (also known as American roots music) is an amalgam of American music formed by the confluence of the shared and varied traditions that make up the musical ethos of the United States, specifically those sounds that are merged from folk, country, blues, rhythm and blues, rock and roll, gospel, and other external influences",1
"  Americana, as defined by the Americana Music Association (AMA), is ""contemporary music that incorporates elements of various mostly acoustic American roots music styles, including country, roots rock, folk, gospel and bluegrass resulting in a distinctive roots-oriented sound that lives in a world apart from the pure forms of the genres upon which it may draw",1
" While acoustic instruments are often present and vital, Americana also often uses a full electric band",1
""" Some songs of the 19th century are, for example, ""Oh! Susanna"", ""John Henry"" and ""Camptown Races"", some 20th Century songs are ""Casey Jones"" and ""You Are My Sunshine""",0
"', 'In musical terminology, tempo (Italian for ""time""; plural tempos, or tempi from the Italian plural) is the speed or pace of a given piece",0
" In classical music, tempo is typically indicated with an instruction at the start of a piece (often using conventional Italian terms) and is usually measured in beats per minute (or bpm)",0
" In modern classical compositions, a ""metronome mark"" in beats per minute may supplement or replace the normal tempo marking, while in modern genres like electronic dance music, tempo will typically simply be stated in bpm",0
"\nTempo may be separated from articulation and meter, or these aspects may be indicated along with tempo, all contributing to the overall texture",1
" While the ability to hold a steady tempo is a vital skill for a musical performer, tempo is changeable",1
" Depending on the genre of a piece of music and the performers\' interpretation, a piece may be played with slight tempo rubato or drastic variances",1
" In ensembles, the tempo is often indicated by a conductor or by one of the instrumentalists, for instance the drummer",0
"', 'Apple Music is a music and video streaming service developed by Apple Inc",0
" Users select music to stream to their device on-demand, or they can listen to existing playlists",0
" The service also includes the Internet radio stations Apple Music 1, Apple Music Hits, and Apple Music Country, which broadcast live to over 200 countries 24 hours a day",0
" The service was announced on June 8, 2015, and launched on June 30, 2015",0
 New subscribers get a six-month free trial period before the service requires a monthly subscription,1
"\nOriginally strictly a music service, Apple Music began expanding into video in 2016",1
" Executive Jimmy Iovine has stated that the intention for the service is to become a ""cultural platform"", and Apple reportedly wants the service to be a ""one-stop shop for pop culture""",1
" The company is actively investing heavily in the production and purchasing of video content, both in terms of music videos and concert footage that support music releases, as well as web series and feature films",0
"\nThe original iOS version of Apple Music received mixed reviews, with criticism directed towards a user interface deemed ""not intuitive""",0
" However, it was praised for its playlist curation, a vast library of songs to stream, and its integration with other Apple devices and services",1
" In iOS 10, the app received a significant redesign, which received positive reviews for an updated interface with less clutter, improved navigation, and a bigger emphasis on users\' libraries",1
" Apple Music rapidly gained popularity after its launch, passing the milestone of 10 million subscribers in only six months",1
 The service has 60 million subscribers around the world as of June 2019,0
"', 'Woodstock was a music festival held August 15–18, 1969, on Max Yasgur\'s dairy farm in Bethel, New York, 40 miles (65 km) southwest of the town of Woodstock",0
" Billed as ""an Aquarian Exposition: 3 Days of Peace & Music"" and alternatively referred to as the Woodstock Rock Festival, it attracted an audience of more than 400,000",1
 Thirty-two acts performed outdoors despite sporadic rain,0
The festival has become widely regarded as a pivotal moment in popular music history as well as a defining event for the counterculture generation,1
" The event\'s significance was reinforced by a 1970 documentary film; an accompanying soundtrack album; and a song written by Joni Mitchell that became a major hit for both Crosby, Stills, Nash & Young and Matthews Southern Comfort",1
"  Music events bearing the Woodstock name have been planned for anniversaries including the tenth, twentieth, twenty-fifth, thirtieth, fortieth, and fiftieth",1
" In 2004, Rolling Stone magazine listed it as number 19 of the 50 Moments That Changed the History of Rock and Roll",0
" In 2017, the festival site became listed on the National Register of Historic Places",0
"', 'Avant-garde music is music that is considered to be at the forefront of innovation in its field, with the term ""avant-garde"" implying a critique of existing aesthetic conventions, rejection of the status quo in favor of unique or original elements, and the idea of deliberately challenging or alienating audiences",1
" Avant-garde music may be distinguished from experimental music by the way it adopts an extreme position within a certain tradition, whereas experimental music lies outside tradition",1
"', ""Bertelsmann Music Group (BMG) was a division of German media company Bertelsmann before its completion of sale of the majority of its assets to Sony Corporation of America on 1 October 2008",0
" Although it was established in 1987, the music company was formed as RCA/Ariola International in 1985 as a joint venture to combine the music label activities of  RCA Corporation's RCA Records division and Bertelsmann's Ariola Records and its associated labels which include Arista Records",1
" It consisted of the BMG Music Publishing company, the world's third largest music publisher and the world's largest independent music publisher, and (since August 2004) the 50% share of the joint venture with Sony Music, which established the German American Sony BMG from 2004 to 2008",1
""", 'World music is a musical category encompassing many different styles of music from around the world, including traditional music, quasi-traditional music, and music where more than one cultural tradition intermingles",1
"  World music\'s inclusive nature and elasticity as a musical category pose obstacles to a universal definition, but its ethic of interest in the culturally exotic is encapsulated in fRoots magazine\'s description of the genre as ""local music from out there""",1
"This other folk music that does not follow ""North American or British pop and folk traditions"" has been given a catch-all term ""world music"" by music industries in Europe and North America",1
 The term was popularized in the 1980s as a marketing category for non-Western traditional music,1
" It has grown to include subgenres such as ethnic fusion (Clannad, Ry Cooder, Enya, etc",1
) and worldbeat,1
"', 'A music producer or record producer is a recording project\'s creative and technical leader, commanding studio time and coaching artists, and in popular genres typically creates the song\'s very sound and structure",1
" The music producer, or simply the producer, is likened to a film director",1
" The executive producer, on the other hand, enables the recording project through entrepreneurship, and an audio engineer operates the technology",1
"\nVarying by project, the producer may also choose all of the artists, or openly perform vocals with them",1
" If employing only synthesized or sampled instrumentation, the producer may be the sole artist",0
" Conversely, some artists do their own production",1
