sentence,prediction
"And his heart within him fluttered,',",1
"Trembled like the leaves above him,',",0
"Like the birch-leaf palpitated,',",0
"As the deer came down the pathway.',",0
"Then, upon one knee uprising,',",0
"Hiawatha aimed an arrow;',",0
"Scarce a twig moved with his motion,',",0
"Scarce a leaf was stirred or rustled,',",0
"But the wary roebuck started,',",0
"Stamped with all his hoofs together,',",0
"Listened with one foot uplifted,',",0
"Leaped as if to meet the arrow;',",0
"Ah! the singing, fatal arrow,',",0
"Like a wasp it buzzed and stung him!',",0
"Dead he lay there in the forest,',",0
"By the ford across the river;',",0
"Beat his timid heart no longer,',",1
"But the heart of Hiawatha',",1
"Throbbed and shouted and exulted,',",0
"As he bore the red deer homeward,',",0
"Hailed his coming with applauses.',",1
"From the red deer's hide Nokomis',",0
"Made a cloak for Hiawatha,',",0
"From the red deer's flesh Nokomis',",0
"Made a banquet to his honor.',",0
"All the village came and feasted,',",0
"All the guests praised Hiawatha,',",0
"Called him Strong-Heart, Soan-ge-taha!',",0
"Called him Loon-Heart, Mahn-go-taysee!',",0
"Out of childhood into manhood',",1
"Now had grown my Hiawatha,',",0
"Skilled in all the craft of hunters,',",0
"Learned in all the lore of old men,',",0
"In all youthful sports and pastimes,',",0
"In all manly arts and labors.',",0
"Swift of foot was Hiawatha;',",0
"He could shoot an arrow from him,',",0
"And run forward with such fleetness,',",1
"That the arrow fell behind him!',",0
"He could shoot ten arrows upward,',",0
"Shoot them with such strength and swiftness,',",0
"That the tenth had left the bow-string',",0
"Ere the first to earth had fallen!',",0
"He had mittens, Minjekahwun,',",0
"Magic mittens made of deer-skin;',",0
"When upon his hands he wore them,',",0
"He could smite the rocks asunder,',",0
"He could grind them into powder.',",0
"He had moccasins enchanted,',",0
"Magic moccasins of deer-skin;',",0
"When he bound them round his ankles,',",0
"When upon his feet he tied them,',",0
"At each stride a mile he measured!',",0
"Much he questioned old Nokomis',",1
"Of his father Mudjekeewis;',",0
"Learned from her the fatal secret',",1
"Of the beauty of his mother,',",0
"Of the falsehood of his father;',",0
"And his heart was hot within him,',",0
"Like a living coal his heart was.',",1
"Then he said to old Nokomis,',",0
"""I will go to Mudjekeewis,',",0
"See how fares it with my father,',",0
"At the doorways of the West-Wind,',",0
"At the portals of the Sunset!""',",0
"From his lodge went Hiawatha,',",0
"Dressed for travel, armed for hunting;',",0
"Dressed in deer-skin shirt and leggings,',",0
"Richly wrought with quills and wampum;',",0
"On his head his eagle-feathers,',",0
"Round his waist his belt of wampum,',",0
"In his hand his bow of ash-wood,',",0
"Strung with sinews of the reindeer;',",0
"In his quiver oaken arrows,',",0
"Tipped with jasper, winged with feathers;',",0
"With his mittens, Minjekahwun,',",0
"With his moccasins enchanted.',",0
"Warning said the old Nokomis,',",0
"""Go not forth, O Hiawatha!',",0
"To the kingdom of the West-Wind,',",0
"To the realms of Mudjekeewis,',",0
"Lest he harm you with his magic,',",0
"Lest he kill you with his cunning!""',",0
"But the fearless Hiawatha',",0
"Heeded not her woman's warning;',",0
"Forth he strode into the forest,',",0
"At each stride a mile he measured;',",0
"Lurid seemed the sky above him,',",1
"Lurid seemed the earth beneath him,',",1
"Hot and close the air around him,',",0
"Filled with smoke and fiery vapors,',",0
"As of burning woods and prairies,',",0
"For his heart was hot within him,',",0
"Like a living coal his heart was.',",1
"So he journeyed westward, westward,',",0
"Left the fleetest deer behind him,',",0
"Left the antelope and bison;',",0
"Crossed the rushing Esconaba,',",0
"Crossed the mighty Mississippi,',",0
"Passed the land of Crows and Foxes,',",0
"Passed the dwellings of the Blackfeet,',",0
"Came unto the Rocky Mountains,',",0
"To the kingdom of the West-Wind,',",0
"Where upon the gusty summits',",0
"Sat the ancient Mudjekeewis,',",0
"Ruler of the winds of heaven.',",0
"Filled with awe was Hiawatha',",1
"At the aspect of his father.',",1
"On the air about him wildly',",1
"Tossed and streamed his cloudy tresses,',",0
"Gleamed like drifting snow his tresses,',",0
"Glared like Ishkoodah, the comet,',",0
"Like the star with fiery tresses.',",0
"Filled with joy was Mudjekeewis',",1
"When he looked on Hiawatha,',",0
"Saw his youth rise up before him',",1
"In the face of Hiawatha,',",0
"Saw the beauty of Wenonah',",0
"From the grave rise up before him.',",0
"""Welcome!"" said he, ""Hiawatha,',",0
"To the kingdom of the West-Wind',",0
"Long have I been waiting for you',",0
"Youth is lovely, age is lonely,',",0
"Youth is fiery, age is frosty;',",1
"You bring back the days departed,',",0
"You bring back my youth of passion,',",1
"And the beautiful Wenonah!""',",0
"Many days they talked together,',",0
"Questioned, listened, waited, answered;',",0
"Much the mighty Mudjekeewis',",0
"Boasted of his ancient prowess,',",0
"Of his perilous adventures,',",0
"His indomitable courage,',",1
"His invulnerable body.',",1
"Listening to his father's boasting;',",0
"With a smile he sat and listened,',",0
"Uttered neither threat nor menace,',",0
"Neither word nor look betrayed him,',",1
"But his heart was hot within him,',",1
"Like a living coal his heart was.',",1
"Then he said, ""O Mudjekeewis,',",0
"Is there nothing that can harm you?',",0
"Nothing that you are afraid of?""',",0
"And the mighty Mudjekeewis,',",0
"Grand and gracious in his boasting,',",0
"Answered, saying, ""There is nothing,',",0
"Nothing but the black rock yonder,',",0
"Nothing but the fatal Wawbeek!""',",0
"And he looked at Hiawatha',",0
"With a wise look and benignant,',",0
"With a countenance paternal,',",0
"Looked with pride upon the beauty',",0
"Of his tall and graceful figure,',",0
"Is there anything can harm you?',",0
"Anything you are afraid of?""',",0
"But the wary Hiawatha',",1
"Paused awhile, as if uncertain,',",0
"Held his peace, as if resolving,',",1
"And then answered, ""There is nothing,',",0
"Nothing but the bulrush yonder,',",0
"Nothing but the great Apukwa!""',",0
"And as Mudjekeewis, rising,',",1
"Stretched his hand to pluck the bulrush,',",0
"Hiawatha cried in terror,',",0
"Cried in well-dissembled terror,',",1
"""Kago! kago! do not touch it!""',",0
"""Ah, kaween!"" said Mudjekeewis,',",0
"""No indeed, I will not touch it!""',",0
"Then they talked of other matters;',",0
"First of Hiawatha's brothers,',",0
"Then of Hiawatha's mother,',",0
"Of the beautiful Wenonah,',",0
"Of her birth upon the meadow,',",0
"Of her death, as old Nokomis',",1
"Had remembered and related.',",0
"And he cried, ""O Mudjekeewis,',",0
"It was you who killed Wenonah,',",0
"Took her young life and her beauty,',",1
"Trampled it beneath your footsteps;',",0
"You confess it! you confess it!""',",0
"And the mighty Mudjekeewis',",0
"Tossed upon the wind his tresses,',",0
"Bowed his hoary head in anguish,',",0
"With a silent nod assented.',",0
"Then up started Hiawatha,',",0
"And with threatening look and gesture',",0
"Laid his hand upon the black rock,',",0
"On the fatal Wawbeek laid it,',",0
"With his mittens, Minjekahwun,',",0
"Rent the jutting crag asunder,',",0
"Smote and crushed it into fragments,',",0
"Hurled them madly at his father,',",0
"The remorseful Mudjekeewis,',",0
"For his heart was hot within him,',",0
"Like a living coal his heart was.',",1
"But the ruler of the West-Wind',",0
"Blew the fragments backward from him,',",0
"With the breathing of his nostrils,',",0
"With the tempest of his anger,',",1
"Blew them back at his assailant;',",0
"Seized the bulrush, the Apukwa,',",0
"Dragged it with its roots and fibres',",0
"From the margin of the meadow,',",0
"From its ooze the giant bulrush;',",0
"Long and loud laughed Hiawatha!',",0
"Then began the deadly conflict,',",1
"Hand to hand among the mountains;',",0
"From his eyry screamed the eagle,',",0
"The Keneu, the great war-eagle,',",0
"Sat upon the crags around them,',",0
"Wheeling flapped his wings above them.',",0
"Like a tall tree in the tempest',",0
"Bent and lashed the giant bulrush;',",0
"And in masses huge and heavy',",0
