verbs,sentences,preds,true
plant,Just as the American romance with the English garden has come to full bloom and Americans finally are pronouncing Jekyll properly -- Jeekill -- we get reliable intimations of an infinitely droughty future and must begin planting against the imminent desertification of our Anglo - style gardens ,"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
plant,"These were incentives , the official visitor said , to get them planting again ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
plant,"Thus , such basic camouflage measures as false runways made of painted plastic strips , dummy buildings and planes , sod planted on concrete buildings , reforestation and the like could lead him to drop his bombs in the wrong place ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
plant,"According to Ernest Simon , cotton specialist for Prudential - Bache Securities Inc . , dry weather in areas of Texas and in the Mississippi Valley , from Missouri to Louisiana , presented a potential threat to the newly planted crop ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
play,"'' Just girls play with Barbie dolls and just boys play with GI Joe , '' she complains ",0000000000100000000000000000000000000000000000000000000000000000000000000000000000,0000000000100000000000000000000000000000000000000000000000000000000000000000000000
play,Karen Stern has played the harp surrounded by ice sculptures at a restaurant and as part of the display for a three - foot - high cake at a pastry competition ,0001000000000000000000000000000000000000000000000000000000000000000000000000000000,0001000000000000000000000000000000000000000000000000000000000000000000000000000000
plow,"Field stone , generally rounder , is hard to come by because much is already in old stone walls , and few farmers are plowing new fields ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
plow,"The speculation centers on whether some farmers would plow under their wheat crop , some of which is nearing harvest , to make the switch in time to grow soybeans , said Richard Loewy , senior grain and oilseed analyst at Prudential - Bache Securities Inc . , New York ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
plow,Most land being farmed by FmHA borrowers would be plowed regardless of whether the FmHA ever existed ,"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pour,They poured gasoline over the pile and set it on fire ,"0100000000000000000000000000000000000
00000000000000000000000000000000000000000000","0100000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pour,"It 's little wonder , then , that Susan has taken to escaping into the company of her delightfully charming , exceedingly attractive , immensely rich fantasy family : an adoring husband , a devoted daughter and a frothy younger brother whose only occupation in life is to pour yet another round of champagne -- '' champers , '' as he prefers to call it -- for the four of them ","0000000000000000000000000000000000000
00000000000100000000000000000000000000000000","0000000000000000000000000000000000000
00000000000100000000000000000000000000000000"
pour,"'' As long as the rains come pouring down on our land , we have hope . '",0000000100000000000000000000000000000000000000000000000000000000000000000000000000,0000000100000000000000000000000000000000000000000000000000000000000000000000000000
pour,"As we watch everybody eat -- Dan pouring rather a lot of salt on his chicken salad and from the looks of it , running out of banter -- a local pollster makes conversation with the press ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pour,'' She 's only had the chance to practice her conviction politics because the other side has been pouring paraffin over themselves and putting matches to it in front of the television cameras at routine intervals . ',"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pour,The leak and pump problems developed Friday soon after technicians began pouring more than half a million gallons of liquid hydrogen and liquid oxygen propellant into the spaceship 's external fuel tank on Launch Pad 39B ,"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pump,"One of the highest concentrations of chemical plants in the nation , its hulking factories whir and hiss , pumping steam into a hazy , burnt - orange sky ",0000000000000000000100000000000000000000000000000000000000000000000000000000000000,0000000000000000000100000000000000000000000000000000000000000000000000000000000000
pump,"To make up for some of that loss , Western Pennsylvania Water has brought another of its pumping stations to full capacity ",0000000000000000010000000000000000000000000000000000000000000000000000000000000000,0000000000000000010000000000000000000000000000000000000000000000000000000000000000
pump,"The spokesman was n't able to quantify pumping capacity ; the refinery has a crude oil input capacity of 400 , 000 barrels a day , but runs between 250 , 000 barrels and 275 , 000 barrels a day ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pump,"The provincial governments of Alberta and Saskatchewan have offered a total of 28.5 million Canadian dollars -LRB- $ 23.2 million -RRB- to assist in well drilling , water pumping and other relief activities ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pump,BJ - Titan primarily offers pumping and other services that aim to increase a well 's output of oil and gas ,"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pump,"The heart 's pumping power three weeks after treatment , as measured by the fraction of blood ejected with each heartbeat , was '' exactly the same '' -- 58 % for both groups , Dr. White said ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pump,"Under the pact , Ashland will treat the contaminated soil , and it will pump and treat ground water to meet drinking - water standards , among other things ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
rain,"Coincidence perhaps , but within 48 hours , Ms. Fox says , it rained here ","0000000000000100000000000000000000000
00000000000000000000000000000000000000000000","0000000000000100000000000000000000000
00000000000000000000000000000000000000000000"
rain,"Gustave de La France , an old farmer who lives deep in the bald mountains near Hinche , says : '' When it rains , the spirits in the rocks are nourished , so the rocks grow larger . '","0000000000000000000000010000000000000
00000000000000000000000000000000000000000000","0000000000000000000000010000000000000
00000000000000000000000000000000000000000000"
rain,"Every time it rained , the family placed cups and bowls all over the house to catch the leaks ",0001000000000000000000000000000000000000000000000000000000000000000000000000000000,0001000000000000000000000000000000000000000000000000000000000000000000000000000000
rain,"'' No , it does n't rain every day , '' protests a vendor at Cherrapunji 's waterlogged market , his face wreathed in swirling , midmorning mist ",0000001000000000000000000000000000000000000000000000000000000000000000000000000000,0000001000000000000000000000000000000000000000000000000000000000000000000000000000
rain,"'' If we return from the International Coffee Organization meetings in London at the end of September and it still has n't rained , then it would be a consideration , '' he said ",0000000000000000000000100000000000000000000000000000000000000000000000000000000000,0000000000000000000000100000000000000000000000000000000000000000000000000000000000
rain,"Then , after 3 1 2 innings , it rained , with the Cubs ahead , 3 - 1 ",0000000001000000000000000000000000000000000000000000000000000000000000000000000000,0000000001000000000000000000000000000000000000000000000000000000000000000000000000
rain,It 's raining . ',0010000000000000000000000000000000000000000000000000000000000000000000000000000000,0010000000000000000000000000000000000000000000000000000000000000000000000000000000
rain,"When it finally rained , it was a letdown . '",0001000000000000000000000000000000000000000000000000000000000000000000000000000000,0001000000000000000000000000000000000000000000000000000000000000000000000000000000
rain,"'' When it does n't rain on my land , it will rain on my brother 's , '' says Antonio Avina ",0000000000001000000000000000000000000000000000000000000000000000000000000000000000,0000000000001000000000000000000000000000000000000000000000000000000000000000000000
rain,But I could n't make it rain . ',0000001000000000000000000000000000000000000000000000000000000000000000000000000000,0000001000000000000000000000000000000000000000000000000000000000000000000000000000
rain,"But Champion International Corp. may soon have to curtail production at its Canton , N.C . , paper mill if it does n't rain soon ",0000000000000000000000010000000000000000000000000000000000000000000000000000000000,0000000000000000000000010000000000000000000000000000000000000000000000000000000000
rain,"It has rained only an inch and a half since January , and most of that came in sprinkles that quickly sizzled back into the air as soon as they hit the burning ground ",0010000000000000000000000000000000000000000000000000000000000000000000000000000000,0010000000000000000000000000000000000000000000000000000000000000000000000000000000
rain,'' It ai n't going to rain . ',0000001000000000000000000000000000000000000000000000000000000000000000000000000000,0000001000000000000000000000000000000000000000000000000000000000000000000000000000
rain,"For now , he will just reseed the dry wheat fields to soybeans on the chance it will rain ",0000000000000000001000000000000000000000000000000000000000000000000000000000000000,0000000000000000001000000000000000000000000000000000000000000000000000000000000000
rain,"Beginning this week , says Steve Freed , an agricultural analyst for Dean Witter Reynolds in Chicago , the corn yield will drop 5 % for every week it rains less than normal ",0000000000000000000000000000010000000000000000000000000000000000000000000000000000,0000000000000000000000000000010000000000000000000000000000000000000000000000000000
rain,Grain and soybean futures prices plunged because it rained in Iowa ,0000000010000000000000000000000000000000000000000000000000000000000000000000000000,0000000010000000000000000000000000000000000000000000000000000000000000000000000000
rain,"'' If it rains three inches , we 'd go down 30 cents , '' said Mickey Luth , a soybean analyst at Shearson Lehman Hutton , Chicago ",0001000000000000000000000000000000000000000000000000000000000000000000000000000000,0001000000000000000000000000000000000000000000000000000000000000000000000000000000
rain,"'' I do n't think we could carry Iowa even if it rains every day , '' says Washington GOP consultant Eddie Mahe , who stayed out of the GOP nomination contest but will work for Mr. Bush this fall ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
rain,"The dual rallies were touched off by falling commodity prices , which came in reaction to rain in the parched Farm Belt ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
rest,Next to it rests a wooden face carving he found in a nearby cemetery ,0001000000000000000000000000000000000000000000000000000000000000000000000000000000,0001000000000000000000000000000000000000000000000000000000000000000000000000000000
rest,They refuse to rest and demand treatment with antibiotics ,"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
rest,"Look who else is ready and rested over at the Orpheum Theater : Populist Huey Long , assassinated 53 years ago , but livelier than most redfish in this revisionist play , '' The Kingfish , '' about a rustic some called a born leader and others a sleazeball ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
rest,A typist 's fingers rest in indentations ; moving a finger within an indentation '' types '' a character ,"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
rest,"The regulations urge employers with a large staff of women to provide appropriate sanitary equipment , rooms for pregnant women to rest , and nurseries and kindergartens ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
rest,"Flo , sporting elaborate eye makeup and nails painted a half - dozen colors , said after her 200 win that she 'd probably take it easy until the Olympics , working out twice a week , resting , and , probably choosing new outfits ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
ride,"A typical 10-hour day : three hours of gymnastics and diving from 7 a.m. to 10 a.m . ; an hour of taped replays starting at 4 p.m . ; a medley of boxing , basketball and volleyball from 7:30 p.m. to midnight ; then , to wrap things up , tennis or horseback riding from 12:30 a.m. to 2:30 a.m ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
ride,"Lawn mowers on display ranged from a $ 5 , 000 riding version with four - wheel steering from Swedish maker Husqvarna to a humble $ 69 push mower made by American Lawn Mowers of Shelbyville , Ind ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
ride,"Late at night , laughing families pack kebab restaurants or ride Ferris wheels at a gaudy amusement park ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
roll,"As the first issue was rolling off the press , Mr. McGovern threw a party in Moscow and eagerly leafed through the magazine ",0000010000000000000000000000000000000000000000000000000000000000000000000000000000,0000010000000000000000000000000000000000000000000000000000000000000000000000000000
roll,When he tries a curve he ca n't resist rolling his eyes skyward in open homage to the L.A. Dodgers ' Fernando Valenzuela ,0000000001000000000000000000000000000000000000000000000000000000000000000000000000,0000000001000000000000000000000000000000000000000000000000000000000000000000000000
roll,"Still , the buses roll on ",0000100000000000000000000000000000000000000000000000000000000000000000000000000000,0000100000000000000000000000000000000000000000000000000000000000000000000000000000
roll,"When the TV cameramen motion for him to run closer to the water , Sen. Gore readily complies , the waves rolling up to his feet ","0000000000000000000001000000000000000
00000000000000000000000000000000000000000000","0000000000000000000001000000000000000
00000000000000000000000000000000000000000000"
roll,"Most of the machinery in Toyota Motor Corp. 's $ 800 million auto plant in Georgetown , Ky . , came from Japan , for example , and Toyota spokesmen say that when the first cars roll off the assembly line this spring , 40 % of the total value will be imported ","0000000000000000000000000000000000001
00000000000000000000000000000000000000000000","0000000000000000000000000000000000001
00000000000000000000000000000000000000000000"
roll,"The plant , the company 's second - largest , has annual slitting and rolling capacity of about 120 , 000 tons ","0000000000000010000000000000000000000
00000000000000000000000000000000000000000000","0000000000000010000000000000000000000
00000000000000000000000000000000000000000000"
roll,Their eyes roll back into their heads . ',0010000000000000000000000000000000000000000000000000000000000000000000000000000000,0010000000000000000000000000000000000000000000000000000000000000000000000000000000
roll,"Once , in Missoula , Mont . , the behemoth had to be rolled over the back of the seats on plywood ",0000000000000100000000000000000000000000000000000000000000000000000000000000000000,0000000000000100000000000000000000000000000000000000000000000000000000000000000000
roll,"Mr. Groner touches down at the Orlando airport at 5:54 a.m . , and a dumpster - size container carrying our package is rolled onto a truck bound for a sorting center in Longwood , Fla ","0000000000000000000000010000000000000
00000000000000000000000000000000000000000000","0000000000000000000000010000000000000
00000000000000000000000000000000000000000000"
roll,"The former official says that Fidelity trucks , often manned by temporary or part - time workers , would roll in with piles of unlabeled goods collected from multiple addresses ",0000000000000000000100000000000000000000000000000000000000000000000000000000000000,0000000000000000000100000000000000000000000000000000000000000000000000000000000000
roll,"THE DC-10 ROSE from a runway at Chicago 's O'Hare Airport , slowly rolled over onto its back and hit the ground , killing everyone aboard ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
roll,"Two motorcycles , nine cars and vans , and two buses are rolling resolutely to the next stop , the Regency Shopping Mall next door to a muffler shop -- and , please , we already thought of the '' Midasize him ! '' line ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
roll,"As of Thursday night , other Yanks besides Schultz remained in their respective gold - medal chases , including 1984 Olympic super - heavyweight champ Bruce Baumgartner , who rolled a notable East German on Thursday ; Nate Carr at 149.5 , and Kenny Monday at 163 ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
roll,"Josefina Pahilga , 38 years old , trained as a teacher , took a job as a maid abroad after she could not find a teaching post and ended up earning $ 100 a month rolling cigarettes in a tobacco factory ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
roll,"When the baby drops a rattle , Mr. Prentnieks scoops it up and puts it in the baby 's fist -- still listening to Mr. Jackson 's speech with his camera rolling ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
sleep,"'' He ate and slept until he looked like he was going to break , '' recalls Kathleen Perry ",0000100000000000000000000000000000000000000000000000000000000000000000000000000000,0000100000000000000000000000000000000000000000000000000000000000000000000000000000
sleep,"On a work visit to a small town , she elected to spend the night at the home of a friend 's father rather than sleep on the floor , commune - style , with her colleagues ",0000000000000000000000000100000000000000000000000000000000000000000000000000000000,0000000000000000000000000100000000000000000000000000000000000000000000000000000000
sleep,"She lost weight , could n't sleep , and did n't work again for six months ",0000001000000000000000000000000000000000000000000000000000000000000000000000000000,0000001000000000000000000000000000000000000000000000000000000000000000000000000000
sleep,"But most will think , ' Haven ' t I got enough to worry about already ? ' and fall right back to sleep . '",0000000000000000000000010000000000000000000000000000000000000000000000000000000000,0000000000000000000000010000000000000000000000000000000000000000000000000000000000
sleep,Strike two is when I ca n't sleep ,0000000100000000000000000000000000000000000000000000000000000000000000000000000000,0000000100000000000000000000000000000000000000000000000000000000000000000000000000
sleep,"As a consequence , many migrants in the Midwest are sleeping in emergency shelters or tents ",0000000000100000000000000000000000000000000000000000000000000000000000000000000000,0000000000100000000000000000000000000000000000000000000000000000000000000000000000
sleep,"As the wifely paragon sits , waiting and weaving , you nearly go to sleep the piece is so static ","0000000000000010000000000000000000000
00000000000000000000000000000000000000000000","0000000000000010000000000000000000000
00000000000000000000000000000000000000000000"
sleep,"Since the spots ran last year , there have been a flood of requests for the '' room where Tom Bodett slept . '",0000000000000000000001000000000000000000000000000000000000000000000000000000000000,0000000000000000000001000000000000000000000000000000000000000000000000000000000000
sleep,"I have to tell you I ' ve been through many periods in my life where I have n't slept at night , where I had a very hard time sleeping at night ",0000000000000000000000000000001000000000000000000000000000000000000000000000000000,0000000000000000000000000000001000000000000000000000000000000000000000000000000000
sleep,"Now he relies on a rather uncomfortable machine to force air down his trachea , but he is sleeping better than ever , and so is Mrs. Ponce ",0000000000000000001000000000000000000000000000000000000000000000000000000000000000,0000000000000000001000000000000000000000000000000000000000000000000000000000000000
sleep,"'' Last night I went to sleep in Detroit City , '' Bobby Bare crooned in a 1963 song celebrating this migration , '' and I dreamed about the cotton fields back home . '",0000001000000000000000000000000000000000000000000000000000000000000000000000000000,0000001000000000000000000000000000000000000000000000000000000000000000000000000000
sleep,"That is , they taught me how to get up in the morning when I wanted to sleep another few hours ",0000000000000000010000000000000000000000000000000000000000000000000000000000000000,0000000000000000010000000000000000000000000000000000000000000000000000000000000000
sleep,I have slept through Minsk and past Smolensk ,0010000000000000000000000000000000000000000000000000000000000000000000000000000000,0010000000000000000000000000000000000000000000000000000000000000000000000000000000
sleep,"One broker , whose business failed after the crash , began abusing drugs -- mainly sleeping pills -- and contemplated divorce and suicide , says Mari Terzaghi , a clinical psychologist who treats many Wall Street professionals ",0000000000000001000000000000000000000000000000000000000000000000000000000000000000,0000000000000001000000000000000000000000000000000000000000000000000000000000000000
sleep,"She was up all night in a tent ; the next morning , she plopped into the raft , feeling nauseated and trying to sleep as she bounced over rapids ",0000000000000000000000001000000000000000000000000000000000000000000000000000000000,0000000000000000000000001000000000000000000000000000000000000000000000000000000000
sleep,"He can no longer sleep , he says , nor even concentrate long enough to take in a newspaper article without reading it several times ",0000100000000000000000000000000000000000000000000000000000000000000000000000000000,0000100000000000000000000000000000000000000000000000000000000000000000000000000000
sleep,'' That makes it easy to sleep at night . ',0000001000000000000000000000000000000000000000000000000000000000000000000000000000,0000001000000000000000000000000000000000000000000000000000000000000000000000000000
sleep,"A cot in the studio , coupled with the play of entire compact disks , provides him with the opportunity to sleep ; his longest snooze so far is 15 minutes ",0000000000000000000001000000000000000000000000000000000000000000000000000000000000,0000000000000000000001000000000000000000000000000000000000000000000000000000000000
sleep,They slept one night in my house ,0100000000000000000000000000000000000000000000000000000000000000000000000000000000,0100000000000000000000000000000000000000000000000000000000000000000000000000000000
sleep,"One broker , whose business failed after the crash , began abusing drugs -- mainly sleeping pills -- and contemplated divorce and suicide , says Mari Terzaghi , a clinical psychologist who treats many Wall Street professionals ",0000000000000001000000000000000000000000000000000000000000000000000000000000000000,0000000000000001000000000000000000000000000000000000000000000000000000000000000000
sleep,"Her daughter demanded that she keep silent , telling her , '' You wo n't have a home to sleep in if you say anything about this . '",0000000000000000000100000000000000000000000000000000000000000000000000000000000000,0000000000000000000100000000000000000000000000000000000000000000000000000000000000
sleep,"Their camels sleep tied to nearby posts , under blankets on a raked spit of sand ",0010000000000000000000000000000000000000000000000000000000000000000000000000000000,0010000000000000000000000000000000000000000000000000000000000000000000000000000000
sleep,"The Washington Redskins ' Joe Gibbs is one of those football coaches who sleeps in his office , so he is n't always up on current events ",0000000000000100000000000000000000000000000000000000000000000000000000000000000000,0000000000000100000000000000000000000000000000000000000000000000000000000000000000
sleep,'' One night he was walking by at 2 or 3 in the morning -- because he did n't sleep -- and he noticed that one of the palm trees had died ,0000000000000000000100000000000000000000000000000000000000000000000000000000000000,0000000000000000000100000000000000000000000000000000000000000000000000000000000000
sleep,"The plant in Delta , Pa . , about 45 miles down the Susquehanna River from Three Mile Island , was ordered to be closed after some of Peach Bottom 's reactor operators were found playing video games and others were caught sleeping at the controls ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
sleep,"Koversada , maybe humanity 's greatest undraped conurbation , sleeps more than 100 , 000 ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
sleep,I sleep better when I compete . ',"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
sleep,"At the core of the company 's problem is its Peach Bottom nuclear power facility , which the Nuclear Regulatory Commission ordered shut in March 1987 when control - room operators were discovered playing video games and sleeping on the job ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
sleep,"It could even store some first - class sleeping berths , says Mr. Newkirk ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
sleep,"In separate incidents in the past few weeks , Israelis are being held in connection with the burning to death of three Palestinian laborers as they slept near a building site near Tel Aviv ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
sleep,"To keep the puffed - up style looking puffy , it was advisable to sleep with the hair wrapped in toilet paper and to forget about using shampoo ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
smooth,"An Ortho spokeswoman said that since January -- when the Journal of the American Medical Association suggested Retin - A , on the market 17 years to treat acne , could help smooth wrinkles -- sales of the 0.05 % Retin - A have risen 40 % in the U.S ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
smooth,"Last month , a report in the Journal of the American Medical Association suggested that Johnson & Johnson 's potent prescription cream , long used to treat teen - age acne , could help smooth sun - aged skin ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
step,"Mr. Bumps steps down and , with a colleague , resumes building the wall the old - fashioned way -- no mortar , no cement , nothing to hold the stones together except the stones themselves ","0010000000000000000000000000000000000
00000000000000000000000000000000000000000000","0010000000000000000000000000000000000
00000000000000000000000000000000000000000000"
step,"But his uncle tells the story : When the family arrived , the boy went out exploring near the abandoned base and stepped on a mine ",0000000000000000000000100000000000000000000000000000000000000000000000000000000000,0000000000000000000000100000000000000000000000000000000000000000000000000000000000
step,"After his third cup of tea , Abideen reluctantly rises to go , readjusting his veil before stepping from the hut ",0000000000000000010000000000000000000000000000000000000000000000000000000000000000,0000000000000000010000000000000000000000000000000000000000000000000000000000000000
step,"-- In January , Carter - Anne Nadonley of Bethesda , Md . , watched a 1979 Lincoln she had just stepped out of start backing up and then circle backward for three hours , until a tow - truck operator corraled it ","0000000000000000000001000000000000000
00000000000000000000000000000000000000000000","0000000000000000000001000000000000000
00000000000000000000000000000000000000000000"
step,"When meetings are winding down , one software developer sometimes steps into the hall and tells his driver to be ready to pick him up ",0000000000100000000000000000000000000000000000000000000000000000000000000000000000,0000000000100000000000000000000000000000000000000000000000000000000000000000000000
stick,"'' They just wo n't stick , '' predicts Mr. Frent , the dealer ",0000010000000000000000000000000000000000000000000000000000000000000000000000000000,0000010000000000000000000000000000000000000000000000000000000000000000000000000000
stick,"Taking a long loaf of fresh bread , Henri Caudron sticks in a menacing - looking plastic sword , squeezes a trigger and voila ! blanquette de veau , dubbed a '' real meal in a sandwich '' for 18 francs -LRB- $ 3.15 -RRB- ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
strike,The black plague will have struck ,0000010000000000000000000000000000000000000000000000000000000000000000000000000000,0000010000000000000000000000000000000000000000000000000000000000000000000000000000
strike,"In addition , the eight - warhead missiles carry guidance systems allowing them to strike Soviet targets precisely ",0000000000000010000000000000000000000000000000000000000000000000000000000000000000,0000000000000010000000000000000000000000000000000000000000000000000000000000000000
strike,She had been struck with an iron skillet ,0001000000000000000000000000000000000000000000000000000000000000000000000000000000,0001000000000000000000000000000000000000000000000000000000000000000000000000000000
strike,"It cuts the workweek to 44 hours from 48 , guarantees a 50 % bonus for all overtime , grants unlimited right to strike , introduces maternity leave of 120 days , suggests paternity leave of five days , and provides new legal protection against arbitrary dismissal ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
strike,Sometimes it struck without warning ,"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
strike,"They claim that colon cancer , which strikes more than 100 , 000 Americans a year , occurs only in people who inherit a particular gene from their parents that predisposes them to the cancer ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
strike,"The union struck car haulers over a 1985 contract , but locals do n't want to strike this time , largely because the action is seen as having little clout while auto makers are closed for model changeover ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
strike,"Over the years , however , South Africa 's presence in Angola became an integral part of its strategy to repel the total onslaught by keeping communism at bay in Angola and striking at the nests of the ANC , which does much of its military training there ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
strike,"Wolverine Exploration Co. said a Lea County , N.M . , well in which it has an interest struck oil ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
strike,"President Reagan issued a list of 107 examples of '' wasteful '' spending approved by Congress last December , but backed away from his earlier vow to formally ask Congress to strike them from the fiscal 1988 budget ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
strike,"Iran retaliated by firing two missiles that struck Baghdad , killing or injuring an unspecified number of people ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
strike,"Nearly every local union either voted to strike or planned to since the Acustar issue flared up , and while most of those possible walkouts will likely never take place , about three plants are still seriously pursuing grievances , a union official said ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
strike,"It has become popular for West German conservatives , for example , to argue that the treaty strategically '' singularizes '' their country by virtue of the fact that after INF reductions , shorter - range Soviet missiles in East Germany will still be able to strike targets in West Germany ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
strike,"The union , a Teamsters chapter , voted last month to strike over the contract stalemate , but instead has continued to negotiate sporadically since then with the company , a unit of St. Paul , Minn .- based NWA Inc ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
strike,"The feisty , 62-year - old director of the airline division of the Teamsters union wants 4 , 300 Pan Am reservationists , ticket agents , and office and other workers to strike Pan Am Corp. after a cooling - off period that ends Sunday ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
strike,"They were n't surprised that B.A.T wanted to continue its push into financial services , or that the big British company would strike while the U.S. dollar is depressed ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
