verbs,sentences,preds,true
attack,He also attacked a House panel for disclosing at least three pending SEC inquiries ,"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0010000000000000000000000000000000000
00000000000000000000000000000000000000000000"
besiege,"At Russell Field here he is besieged for autographs and his ears are bent relentlessly by people , mostly older ones , who want to share baseball memories ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000001000000000000000000000000000000
00000000000000000000000000000000000000000000"
cool,The Bank of England added that it is '' too early to be sure '' whether the British government 's recent efforts to cool down Britain 's overheated economy '' will prove sufficient to restore the economy to a sustainable path . ',"0000000000000000000000010000000000100
00000000000000000000000000000000000000000000","0000000000000000000000010000000000000
00000000000000000000000000000000000000000000"
destroy,"Mr. Davis openly has a bone to pick with urban renewal , but this hardly seems a prejudice on his part : Urban renewal did in fact come into Fulton and systematically destroyed the old neighborhood , and there was n't anything subtle about it ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000010000
00000000000000000000000000000000000000000000"
destroy,"Claiborne says in the complaint that Avon 's failure to meet its obligations for the '' crucial 1988 Fall Christmas seasons , which together account for over 70 % of annual sales , '' would '' irreparably harm and likely destroy the business . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00010000000000000000000000000000000000000000"
destroy,"'' The Jew and the bank now dominate everything : Europe and enlightenment , the whole civilization and socialism -- especially socialism , for with its help the Jew will eradicate Christianity and destroy the Christian civilization . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000001000
00000000000000000000000000000000000000000000"
destroy,"After a recent Barron 's magazine article about the fund 's woes , Kenneth Edlund , a Delmar , N.Y . , investor , groused in a letter to the publication 's editor that for five years he '' watched in disbelief as , during the great secular bull market , David Baker destroyed my young son 's $ 17 , 000 college nest egg . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000001000000000000000000000000000"
destroy,"Mr. Meese of course had good personal reasons for the infernal device he left behind ; Washington 's Democrats have been trying to destroy Ed Meese since the day he arrived in town , for no reason other than that he looked like an easier target than Ronald Reagan ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000010000000000000
00000000000000000000000000000000000000000000"
die,"Traditions die hard , and the Fed has n't shaken its habit of targeting the real economy -- under the notion that inflation , too much money chasing too few goods , is prevented by curtailing the production of goods ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0100000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dissolve,"And its matter - of - fact citizens are taking the long view - as befits a place where , in the words of Mr. Dyer 's Boonville history , '' past and present slowly dissolve one into the other . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000010
00000000000000000000000000000000000000000000"
dissolve,"Afterward , Enrique '' Quique '' Galarza , Cojunto 's lively , goateed , 40-ish lead singer , explained that he and his colleagues recently dissolved a pre - existing group and started Cojunto , so they do n't have any home turf dates either ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000100000000000
00000000000000000000000000000000000000000000"
dissolve,"Jamie Securities Inc . , once one of Wall Street 's most powerful arbitrage firms , is dissolving because of the continuing legal problems of John A. Mulheren Jr . , its managing partner arrested for allegedly threatening to kill insider trader Ivan F. Boesky ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000010000000000000000000
00000000000000000000000000000000000000000000"
dissolve,"A state judge in Manhattan ordered White & Case to provide an accounting of the firm 's assets as of June 30 , the day lawyers in the firm voted to dissolve their partnership and re - form without longtime partner Evan R. Dawson ","0000000000000000000000000000000100000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
drag,"And because of a writers ' strike that has just dragged into its 15th week , there have been few movie and television deals to cut ",0000000001100000000000000000000000000000000000000000000000000000000000000000000000,0000000000100000000000000000000000000000000000000000000000000000000000000000000000
eat,"Out - of - home entertainment -- such as films , sporting events , eating out , dancing , theater , shopping and amusement parks -- was a leisure - time activity for 43 % of respondents . -LRB- The survey included multiple responses . -RRB-/-R","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000010000000000000000000000
00000000000000000000000000000000000000000000"
eat,"Washington then all but put the game away by eating more than six minutes of the clock , and caging the Bears deep in their own end , with a drive in which Williams completed two third - down passes ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000001000000000000000000000000000
00000000000000000000000000000000000000000000"
eat,"To air fresh shows through June , '' we 'd have to eat the second showing of some episodes , '' he said , which would cause a financial hit ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000001000000000000000000000000
00000000000000000000000000000000000000000000"
eat,"With its latest acquisition , Cartier , which is 46.8 % -owned by Rothmans International PLC of Britain , will control more than 40 % of the $ 2.2 billion international luxury - watch market and aims to eat into the market share of the other leader , Rolex , Mr. Perrin said ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
01000000000000000000000000000000000000000000"
eat,"Asked about the resonating valence bond theory of superconductivity , one of the Enquirer 's young female sources comments , '' RVB is like . .. when you eat thallium and your boyfriend eats thorium . .. and then you kiss . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000001000
00000000000000000000000000000000000000000000"
escape,"At the same time , the quest for distinction increasingly includes details -- some of which may escape the average driver ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000010000000000000000000
00000000000000000000000000000000000000000000"
escape,"One clue will be that the Idaho fescue , blue bunch wheat grass and pine grass growing in fields where fire returned nutrients to the soil will be as much as a foot taller than the meadows that escaped the flames ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
01000000000000000000000000000000000000000000"
escape,"As Jim Wells , head of the pesticide - use branch of the California Department of Food and Agriculture , notes , '' We can not escape one fact : we are living older , healthier and more mentally acute than we have ever lived in the history of mankind ","0000000000000000000000000010000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
escape,"Limited grew so quickly and was such a hit on Wall Street for so long '' that some of us thought it could escape the current fashion retail slump , but that is n't the case . '","0000000000000000000000010000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
escape,"It 's little wonder , then , that Susan has taken to escaping into the company of her delightfully charming , exceedingly attractive , immensely rich fantasy family : an adoring husband , a devoted daughter and a frothy younger brother whose only occupation in life is to pour yet another round of champagne -- '' champers , '' as he prefers to call it -- for the four of them ","0000000000000000000000000000000000000
00000000000100000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
escape,"While public attention in the West remains focused on the recent INF Treaty and nuclear arms control issues , a less dramatic Soviet diplomatic initiative is under way -- a new '' peace offensive '' that thus far has escaped the careful evaluation it merits ","0000000000000000000000000000000000000
00100000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
escape,"Sidney Ganis , president of marketing , says the studio tries to remind Academy members of films that may have escaped notice ","0000000000000000000010000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
evaporate,"'' Within a few years , we 're either going to see parents paying significantly higher tuition rates for good - quality care , or there 's going to be no coverage at all and child care is going to evaporate . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00010000000000000000000000000000000000000000"
evaporate,But the rally evaporated around midday as rumors began to spread that Wall Street would open lower ,"0001000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
examine,"Although SEC investigators have interviewed Mr. Salsbury , it 's not clear what role if any he played in events being examined in the current probe ","0000000000000000010001000000000000000
00000000000000000000000000000000000000000000","0000000000000000000001000000000000000
00000000000000000000000000000000000000000000"
examine,"'' I 'd like the campaign to critically examine how the candidate spends his time , '' says Richard Wiener , the Michigan Democratic chairman ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000010000000000000000000000000000
00000000000000000000000000000000000000000000"
examine,"Mr. Martinelli 's lawyer , Joseph Sharlitt , said he sees '' dangerous '' implications in requiring publishers to disclose quid - pro - quo arrangements : '' It means all business practices of the press can be examined for any tie - in for ads and reprints about companies . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
01000000000000000000000000000000000000000000"
examine,"Drought concerns are so great that '' they 're examining thunderstorms through a microscope , '' hoping every cloud will bring a downpour , says David Taylor , meteorologist for Weather Services Corp. of Bedford , Mass ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000001000000000000000000000000000
00000000000000000000000000000000000000000000"
examine,"In an even more barbed letter sent earlier in the month , James Miller , director of the Office of Management and Budget , charged that in examining the controversial issue of shareholder voting rights , the SEC '' lost sight of an important value -- that of competition . '","0000000000000000000000000001000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
fill,"But on this wintry afternoon when the air is filled with the smell of homemade cinnamon buns , Doris Van Sickle , once the Boone County Democratic women 's chairman , is surrounded by her new allies -- political novices eager to meet Marlene Elwell , the Michigan housewife who has organized the Midwest for the former religious broadcaster ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000001000000000000000000000000000
00000000000000000000000000000000000000000000"
fill,"After years of being out of work and on welfare , many of the unemployed now lack the ability or initiative to fill openings ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000100000000000000
00000000000000000000000000000000000000000000"
fill,"After seven years of Republican appointments , the courts of appeals are filled with able judges of a moderate to conservative stripe ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000001000000000000000000000000
00000000000000000000000000000000000000000000"
fill,"The typical opinion of the Supreme Court is so long and verbose , so filled with legalese synonyms , so encrusted with substantive footnotes , so totally unclear and inconsistent in the use of legal terms of art that only the devoted professional can hope to follow and understand what is going on ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000010000000000000000000000
00000000000000000000000000000000000000000000"
fill,"Though they may fill some of the same military needs , the missiles are quite different from any arms the Saudis have sought from the U.S ","0001000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
fill,"IBP was harshly critical of the report , charging that the portions referring to IBP are '' filled with innuendo and gross overstatements '' and that the hearings were held '' to serve the egotistical needs of Congressman Lantos . '","0000000000000000010000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
fill,"Clergymen , philosophers , sociologists and political scientists have filled the pages of scholarly journals about the subject ","0000000001000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
fill,"In addition to those delicately written billets - doux of musical modernism , '' Pelleas et Melisande , '' '' Afternoon of a Faun '' and '' Claire de Lune , '' the composer also left sheafs of correspondence in a minor key , notes to friends and foes filled with hapless chords and lonesome measures ","0000000000000000000000000000000000000
00000000000010000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
fix,The consulting firm of Data Resources Inc. expects business fixed investment this year to top the 1987 outlays by 11.1 % ,"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000001000000000000000000000000000
00000000000000000000000000000000000000000000"
fix,All eyes are fixed on 18 television sets showing the changing of the guard at Buckingham Palace ,0011000000000000000000000000000000000000000000000000000000000000000000000000000000,0001000000000000000000000000000000000000000000000000000000000000000000000000000000
fix,"Delta Flight 943 from Cincinnati to Jackson , Miss . , is an example of a flight '' fixed '' by schedule changes ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000001000000000000000000
00000000000000000000000000000000000000000000"
fix,"Investors , analysts and members of the local banking community generally view Mr. Hillas as an able manager with a solid knowledge of the capital markets , a keen eye for evaluating banking companies and their businesses , and a knack for helping fix ailing firms ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000010000000000000000000000000000000000000"
fix,"Edward A. Brennan , chairman and chief executive officer , repeated to analysts something he said he recently told his managers about Sears 's businesses : '' If it is n't achieving its expected return on capital , their mandate is to fix it in a timely fashion , or exit the position and redeploy assets . '","0000000000000000000000000000000000000
00000100000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
fix,The company did n't fix the problems fast enough ,"0000100000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
flood,"'' Dog cases were flooding the court system that 's flooded already , '' Mr. Margolis , the animal behaviorist and expert witness , says ","0000100000100000000000000000000000000
00000000000000000000000000000000000000000000","0000000000100000000000000000000000000
00000000000000000000000000000000000000000000"
flood,"That point was rammed home during his recent visit to Siberia , where he was flooded with complaints about awful living standards , a lack of basic foodstuffs and bureaucrats who were blocking improvements ",0000000000000011000000000000000000000000000000000000000000000000000000000000000000,0000000000000001000000000000000000000000000000000000000000000000000000000000000000
flood,"Fusion charges that shortly after it sold a high - intensity microwave lamp to Mitsubishi in 1977 , the Japanese company '' reverse - engineered '' the product and flooded the Japanese Patent Office with 200 separate claims to this type of technology ","0000000000000000000000000000010000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
flood,"When it was first dedicated , residents flooded local newspapers with letters saying they hated it ; they likened it to a banana or a kid relieving himself from a bridge ","0000000100000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
flood,"Carole Pfeffer put an ad seeking them in a trade publication and was flooded with close to 1 , 000 pictures ","0000000000000100000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
flourish,"As a sport , though , sea kayaking suddenly has begun to flourish on both coasts of North America and far beyond , to the point where you can take sea kayak tours in such wet Edens as Belize , Baja California , Puerto Rico , Hawaii , Fiji , Tonga , the Maldive Islands and Patagonia , or go on '' full - moon paddles '' off the star - strewn beaches of Malibu , where I first took the plunge ","0000000000000000000000000000000000000
0000000000000000000000000000000000000
00000000","0000000000001000000000000000000000000
0000000000000000000000000000000000000
00000000"
flourish,"In this isolated valley where peasants furrow their cornfields with mule - drawn wooden plows , archaeologists are unearthing a cradle of ancient Mexican civilization -- an Olmec settlement that flourished between 1200 and 600 B.C ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000001000000
00000000000000000000000000000000000000000000"
flourish,"The message Mr. Welch says he is sending , however , is that by cutting management layers and delegating responsibility , '' we are trying to create an atmosphere where people want to work , a nonbureaucracy where people have a chance to flourish ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000010000000000000000000000000000000000000"
flourish,"As Amsterdam flourished , once powerful Antwerp declined under Spanish rule , though this is n't readily evident from the colorful oil sketches prepared by Rubens for the grand triumphal arches welcoming a new Catholic governor - general in 1635 ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0010000000000000000000000000000000000
00000000000000000000000000000000000000000000"
flourish,"Mr. Shamir spent Tu Bishvat planting a tree at a Jewish settlement on the occupied West Bank , where he said he expected the settlement movement to grow and flourish ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000010000000
00000000000000000000000000000000000000000000"
flow,"The focus on takeover issues provided market players with a chance to '' keep the juices flowing without going to sleep , '' said Edward P. Nicoski , a market analyst at Piper Jaffray & Hopwood , Minneapolis ","0000000000000000000010000000000000000
00000000000000000000000000000000000000000000","0000000000000000100000000000000000000
00000000000000000000000000000000000000000000"
flow,"'' Our suspicion is that very pessimistic views on trade are paying insufficient attention to the dynamic factors -- namely , the investment flows that are likely to result from the improved competitivenes of U.S. industry , '' said John Lipsky , a director at Salomon Brothers ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000010000000000000
00000000000000000000000000000000000000000000"
flow,'' Day by day the opportunity was flowing away like blood draining out of my arm . '' -RRB-/-R,0000000100010000000000000000000000000000000000000000000000000000000000000000000000,0000000100000000000000000000000000000000000000000000000000000000000000000000000000
flow,Mr. Marino said the the mechanism calls for debt service to be met from property and sales tax revenue that flows through the state comptroller 's office before being diverted to city coffers ,"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000010000000000000000
00000000000000000000000000000000000000000000"
flow,"In a letter to Robert W. Page , assistant Army secretary for civil works , the Illinois governor called the situation on the rivers '' a navigation emergency '' and requested the corps to divert Great Lakes water at Chicago to get river traffic flowing again ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000001000000000000000000000000000000000000"
flow,"For the most part the events flow swiftly , from the decision by the gamblers to bribe the players , to the players ' decision to accept the bribe , to the games , to the newspaper expose , to the trial ","0000000000000000100000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
flow,Dollars flowed from automated teller machines ,"0100000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
grab,"'' Ten years ago , it was enough to latch onto something 100 % proven , '' says Shoji Kumagai , general manager of technical development at giant Sumitomo Corp . '' Today we have to grab it at the idea stage . '","0000000001000000000000000000000000001
00000000000000000000000000000000000000000000","0000000000000000000000000000000000001
00000000000000000000000000000000000000000000"
grab,"'' A strong opening in platinum coupled with a weak dollar just grabbed gold by the horns and took it on up , '' he said ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000001000000000000000000000000
00000000000000000000000000000000000000000000"
grab,"The new routes do n't have the normal stop - and - go chemical signals , so the rhizobia and their host go all out , grabbing and using twice as much nitrogen from the air as normal ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000010000000000
00000000000000000000000000000000000000000000"
grab,"'' European electronics companies would invent a new product , and then six of them would each make it and kill each other , while the Japanese grabbed the market , '' says Mr. Salzmann , President Mitterrand 's adviser ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000001000000000
00000000000000000000000000000000000000000000"
grab,"Just as Reuters and Telerate want to grab a piece of Quotron 's territory by offering U.S. equities quotes , Quotron is eyeing their turf and mulling ways to offer pricing information on fixed - income instruments and foreign currencies ","0000000000000000000000000000000001000
00000000000000000000000000000000000000000000","0000000100000000000000000000000000000
00000000000000000000000000000000000000000000"
grasp,"Mr. Moyers tut - tuts about '' dirty '' political ads but never seems to grasp that his 1964 ads opened the era , not of '' negative '' media campaigns based on honest discussions of the issues , but of vicious , distortive propaganda ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000001000000000000000000000
00000000000000000000000000000000000000000000"
kick,"'' I do n't want to see you around the neighborhood , or I ' m going to kick your ass , '' Jesus Feliciano , a Guardian Angel accompanying a Thread group , shouts at a short , wiry and bearded crack smoker sitting on a dingy stoop ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000001000000000000000000
00000000000000000000000000000000000000000000"
kick,She puts it this way : '' Let 's kick their fanny from here to yonder ! ',0000000001010000000000000000000000000000000000000000000000000000000000000000000000,0000000001000000000000000000000000000000000000000000000000000000000000000000000000
kill,"'' The market had a bad spill on Friday , and normally when that happens they absolutely kill it on Monday , '' said Bernard Savaiko , senior precious metals analyst for PaineWebber Inc . , New York ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000010000000000000000000
00000000000000000000000000000000000000000000"
kill,"Let Jim Wright , Chris Dodd , Tony Coelho , David Bonior , Mike Lowry and David Obey explain in the papers every day why their determination to kill the Contra request represents the proudest foreign - policy achievement of the Democratic Party in 1988 ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000100000000
00000000000000000000000000000000000000000000"
kill,"The writers ' strike forced CBS Inc. yesterday to delay the debut of its critical fall season until the end of October , killing the third - place network 's plan for a head start on its rivals ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000010000000000000
00000000000000000000000000000000000000000000"
knock,"The one time the cannon was fired , the chain snapped and one cannonball '' killed a cow in a distant field , while the other knocked down the chimney from a log cabin . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000010000000000
00000000000000000000000000000000000000000000"
knock,"'' I do n't think anyone liked the Nissan campaign , but they went out of their way not to knock it , '' says Eli Bloom , the New York GM dealer who sits on the selection committee . -LRB- Mr ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000010000000000000000
00000000000000000000000000000000000000000000"
knock,"As compressed water rushes through its gills , a fish is knocked unconscious ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000010000000000000000000000000
00000000000000000000000000000000000000000000"
knock,"At the time , his feeling was that '' even with the tax changes knocking out a lot of IRA money . .. the industry is expected to thrive and become more competitive over the next few years . '","0000000000000010000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
knock,"News of Mr. Bilzerian 's filing , under the Hart - Scott - Rodino Antitrust Act , knocked FlightSafety 's stock up $ 2.25 a share yesterday to close at $ 26.75 in New York Stock Exchange composite trading ","0000000000000000010000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
lend,"It is to correct for such gaps in market operations -LRB- or '' externalities , '' as economists call them -RRB- that governments have a responsibility to step in and lend a helping hand ",0000000000000000000000000001000000000000000000000000000000000000000000000000000000,0000000000000000000000000000001000000000000000000000000000000000000000000000000000
lend,"At the mawkish end of the scale , where nothing is funny and everything is terribly high - minded , we find several of the public personalities who were kind enough to lend their services to '' Tanner ' 88 . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000010000
00000000000000000000000000000000000000000000"
melt,"And they claim -- butter not melting in their retinyl - palmitated , Heather Mist tinted mouths -- to '' rebuild the epidermis and strengthen its natural defenses , '' to '' enhance the natural rate of repair of cells , '' and to '' virtually reverse the visual signs of age on surface skin . '","0000001000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
miss,"'' A lot of the institutional investors that have missed the boat might want to take the opportunity to get in now , '' he said ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000001000000000000000000000000000
00000000000000000000000000000000000000000000"
miss,"The current junior team members missed out on Minkey , which began last year , but they did benefit from Olympic profits in the form of a one - time $ 1.2 million payment disbursed by the U.S. Olympic Committee ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000010000000000000000000000000000000
00000000000000000000000000000000000000000000"
pass,"We should not deny the existence of abhorrent passages , but let us not pass over thousands of pages embodying tolerance , forgiveness and allembracing harmony , such as in '' The Brothers Karamazov '' and many others , and Dostoevsky 's speech commemorating the death of Pushkin in which he urged Russian national universality ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000010000000000000000000000
00000000000000000000000000000000000000000000"
plant,"U.S. intelligence officials believe Col . Hawari , whose real name is Mohammed Abdel - Ali Labib and who is a protege and close ally of PLO chairman Yasir Arafat , was responsible for planting a sophisticated bomb that killed four Americans on a TWA jetliner in 1986 ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000100
00000000000000000000000000000000000000000000"
plant,"Last week , the ever - clever Michael Kinsley in the Washington Post forged stream after stream of income data to plant his flag : '' Affluent people , far from shouldering an ever - greater share of the tax burden , are n't even keeping up with their rising share of the nation 's income . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000001000000000000000
00000000000000000000000000000000000000000000"
plant,"The vandalism occurred Friday and was discovered Saturday when authorities at Manila Memorial Park cemetery received a telephone warning that a bomb had been planted in Aquino 's concrete tomb , a military official said ","0000000000000000000000001000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
play,"Mr. Axinn continued that the defendants want a '' level playing field '' with the plaintiffs , but the judge interrupted and said , '' they -LRB- the states -RRB- have built the field and you want to play on it . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
01000000000000000000000000000000000000000000"
play,"After two hours of this and more , Mr. Grappelli finally came on stage , wearing the loudest plaid shirt you ' ve ever seen , and impishly , sweetly played circles around everyone , never for a second showing his age ","0000000000000000000000000000001000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
plow,"The downtown shop alone is grossing more than $ 1 million a year now , but the Shihs take salaries of only about $ 2 , 000 a month each from their business , plowing profits back into their drive to become the McDonald 's of the flower game ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000100
00000000000000000000000000000000000000000000"
plow,"While a possible recession later this year could make the waters choppy for such projects , developers are plowing ahead by building new marinas or improving old ones ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000001000000000000000000
00000000000000000000000000000000000000000000"
pour,NASA partisans blame the administration for allowing the civilian space agency to drift and deteriorate through the 1980s while pouring vast sums into the Pentagon ,"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000100000000000000000
00000000000000000000000000000000000000000000"
pour,"But in the intervening years , so much criticism has been poured upon Chamberlain 's failed policies that they have dissolved into caricature ",0000000000000000000010000000000000000000000000000000000000000000000000000000000000,0000000000010000000000000000000000000000000000000000000000000000000000000000000000
pour,"The campaign against Boston 's rats will require pouring , in a manner of speaking , millions of dollars down rat holes ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000010000000000000000000000000000
00000000000000000000000000000000000000000000"
pour,"Foreign and domestic buyers poured into the market at the outset of trading on continued strength in the dollar and the widely held belief that interest rates are headed lower , said Frederick Leiner , a futures analyst with Prudential - Bache Securities Inc . , Chicago ","0000100000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pour,"Perhaps the most surprising finding of the commission was that in 50 major Big Board stocks , 30 % of the specialists sold more shares on Oct. 19 than they bought , apparently pouring gasoline on an already raging fire ","0000000000000000000000000000000001000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pump,"Among the hundreds of pages of affidavits and depositions filed by the SEC with a federal court in New York earlier this week are sworn statements by six of Mr. Wang 's colleagues in Morgan Stanley 's mergers and acquisitions department indicating that he was intimately familiar with much of their work , and sometimes may have pumped them for details ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000100000000000000000000000"
pump,"Mr. Bluey , who reports to SEC enforcement chief Gary Lynch , says he will particularly watch for accounting violations in pumping up sales , cost deferral and new types of financial instruments ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000001000000000000000
00000000000000000000000000000000000000000000"
pump,No one minds pumping Bambi full of lead ; the issue is whether to bring along the dogs as well as the Winchester ,"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0001000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pump,"However , Robert M. Bass Group Inc. of Fort Worth , Texas , which has agreed to pump $ 550 million in new capital into American Savings and acquire the thrift with $ 2 billion of federal aid , apparently plans to launch its own campaign to market various financial services through American Savings ","0000000000000000010000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pump,"Union Carbide announced after the market closed May 18 , a Wednesday , that it was cutting its quarterly dividend by 46 % and that it would offer 15 million new common shares as a means of reducing the company 's heavy debt load and of pumping more cash into the operation ","0000000000000000000000000000000000000
00000000010000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
