sentence,correct_label,prediction,polarity,intensity,source_concept,target_concept
"No  nuevos , hace que la gente no pida   nuevos impuestos sin importar lo que pueda ocurrir de la economía.",1,1,NEGATIVE,1.0,BUILDING,TAXATION
"La revolución se alimentaba a sí misma,  , airadas multitudes callejeras, violencia y una nueva guerra paneuropea.",1,1,,,,POLITICIANS
"""Granma"" instó recientemente a ""desatar los  de la  que entorpecen la entrega expedita de licencias"", y puso como ejemplo que a los aspirantes a ""cuentapropistas"" en La Habana les exigían ""cuatro documentos que no eran necesarios"" y no aparecían en la ley.",1,1,NEGATIVE,2.0,MAZE,BUREAUCRACY
"Eso, comparado con la lentitud, la excesiva burocracia, y el ineficiente aparato hacendario de muchos países latinos, nos hace reflexionar sobre lo mucho que se necesita trabajar en nuestros países en materia de reforma hacendaria, simplificación de trámites y la lenta, pero necesaria muerte del regordete e inútil   de nuestros países.",1,1,NEUTRAL,1.0,HUMAN_BODY,BUREAUCRACY
"El presidente legítimo de México propuso un incremento salarial de 12 por ciento;  el  a Tasa Única (IETU), y la intervención gubernamental para evitar una mayor pérdida en los fondos de pensiones de aproximadamente 39 millones de cuenta de trabajadores",1,1,POSITIVE,1.0,PHYSICAL_BURDEN,TAXATION
"Cuestionado sobre la insistencia del sector empresarial de eliminar el Impuesto Empresarial de Tasa Única (IETU) el diputado federal panista consideró que no es recomendable "" los "" pues no es la mejor forma de hacer las cosas.",1,1,NEUTRAL,1.0,RESOURCE,TAXES
"Por ejemplo, Chile a pesar de las reformas implementadas no ha logrado reducir los niveles de desigualdad, pero el notable crecimiento observado en su economía ha hecho que los niveles de pobreza disminuyan, situación radicalmente distinta para países como Bolivia, Ecuador, Perú o Venezuela en donde el estancamiento económico se combina con una pésima distribución de la riqueza propiciando que la  se  y persista la desigualdad en sus sociedades.",1,1,NEGATIVE,2.0,RESOURCE,POVERTY
"Existen numerosas experiencias históricas que muestran que los trabajadores y las masas por sí solos -es decir, sin tener a su lado a un partido revolucionario- son capaces de crear sus propios organismos de poder, de armarse, hacer insurrecciones y  .",1,1,NEGATIVE,1.0,OBJECT_HANDLING,GOVERNMENT
"La organización política Human Rights Watch se disfraza como ONG  de los  (DD HH) en todo el planeta, pero es sabido que actúa como avanzadilla política en los países donde la comunidad internacional...",1,1,POSITIVE,1.0,PHYSICAL_HARM,DEMOCRACY
El estado de Coahuila se mantiene a la  como la entidad con el índice más alto de  percápita,1,1,NEGATIVE,1.0,HUMAN_BODY,DEBT
"En este trimestre, la firma espera comenzar a vender el Nokia 5000 y el 1680 Classic, por 90 y 50 euros respectivamente,   y subsidios.",1,1,NEGATIVE,1.0,OTHER,TAXATION
"La señora Martha Terrazas Guajardo agradeció la oportunidad que Zócalo brinda a las personas que disfrutan leyendo las páginas de este periódico, ya que en ninguna otra parte se premia con un automóvil y menos en estos tiempos de crisis económica, donde todos  su  y tratan de emplearlo en lo que sea necesario.",1,1,POSITIVE,2.0,PROTECTION,MONEY
"La mejor forma de evitar la posibilidad de colocar a personas con una mentalidad burocrática en posiciones de caudillaje político es mediante una democratización que impida a la  dominar los puestos de  para los que no está preparada (Beetham, 1987, p. 68).",1,1,POSITIVE,1.0,LEADER,BUREAUCRACY
“La creciente división entre los poseedores y los desposeídos ha dejado a una masa creciente en el tercer mundo  la más abyecta  y viviendo con menos de un dólar por día”.,1,1,NEGATIVE,3.0,CONFINEMENT,POVERTY
"Más bien, se trata de la búsqueda de tendencias que lleven al uso de la naturaleza sin destruirla, a la generación de bienestar social con justeza y una  de la  global; en síntesis, una base para una nueva civilización.",1,1,POSITIVE,1.0,ENSLAVEMENT,WEALTH
"Si quitaran todos esos impuestos y regulaciones como Hong Kong, Estonia, China, y otros países, en los que cualquier persona puede abrir un negocio en 1 hora, no paga casi nada de impuestos, no hay impuestos de importación, inmediatamente  de la .",1,1,POSITIVE,1.0,WAR,POVERTY
"En cuanto al  del  dijo, que él siempre lo plantea en el Cabildo, ya que todos los días se apuñala a la ciudadanía con los costos, las actualizaciones y los valores catastrales que se están dando, siendo temas que no se pueden olvidar, ya que se requiere que haya una conciencia por parte de quienes aprobaron por mayoría el acuerdo.",1,1,NEGATIVE,1.0,UPWARD_MOVEMENT,TAXES
Con una filosofía simple el clan chino  una gran ; sus hijos ya estudian en EU para hacer que su riqueza se multiplique,1,1,POSITIVE,1.0,FOOD,WEALTH
"Los hombres más íntegros, por lo general, no aceptan esas condiciones impuestas por el sistema, por lo que no pueden permanecer en él durante mucho tiempo, o bien quedan estancados en niveles inferiores del  .",1,1,POSITIVE,1.0,MACHINE,BUREAUCRACY
"La  es un  social en México: Moreira El presidente electo del PRI nacional, Humberto Moreira, dijo que el país vive una situación crítica debido a la pobreza.",1,1,NEGATIVE,3.0,PHYSICAL_LOCATION,POVERTY
"Evasión fiscal, un cáncer en nuestra sociedad Cada año, los países empobrecidos pierden más dinero por  de  del que reciben en concepto de ayuda al desarrollo.",1,1,NEGATIVE,1.0,CRIME,TAXATION
"aprovechamiento político, agandalle pues, de la miseria y desamparo de millones de mexicanos. Me preocupa la falta de lealtad política de los partidos porque sistemáticamente ponen   mediante reformas y sistemáticamente buscan  la manera de violarlos. Me preocupa que Enrique Peña Nieto mienta al negar",1,1,NEUTRAL,0.0,CLOTHING,ELECTIONS
"Con la muy probable llegada de Agustín Carstens a la Secretaría de Hacienda y Crédito Público de la próxima administración se prevé la continuidad de la política económica aplicada desde hace 25 años en el país, por lo que habrá mayor  de la  e incremento de la pobreza, señaló el doctor Gregorio Vidal Bonifaz, profesor investigador de la Universidad Autónoma Metropolitana (UAM).",1,1,NEGATIVE,2.0,MOVEMENT,WEALTH
"adentrarse en las  del , prueba los siguientes ejercicios:",1,1,NEGATIVE,3.0,MAGIC,MONEY
La   GP Aún quedan alrededor de 3 mil casas de cartón o jacales en el municipio de Gómez Palacio tanto en comunidades rurales como en urbanas y esto representa un problema social.,1,1,NEGATIVE,2.0,CRIME,POVERTY
Del vientre materno a la vejez Oportunidades está cambiando la vida de millones de mexicanos y mexicanas que   y con un nuevo impulso México podrá lograr aún más.,1,1,NEGATIVE,2.0,OTHER,POVERTY
Por lo menos chente no esta loco como lopez. aquellos que crean que hay gobiernos que nos daran  via  que esperen sentados al fin del mundo.,1,1,NEGATIVE,1.0,MAGIC,WEALTH
"Todo arrancó el martes, cuando el diario ""Marca"" publicó que el presidente había manipulado una asamblea para   a su favor.",1,1,NEUTRAL,0.0,FORCEFUL_EXTRACTION,ELECTIONS
"Bueno, pero entonces, de este problema, lo que hicimos fue empezar a  lo que es  de lo que son las formas de organización autónomas y democráticas de las comunidades zapatistas.",1,1,POSITIVE,0.0,OTHER,GOVERNMENT
"La iniciativa de ley, que consta de 26 artículos y tres transitorios, contempla la creación de un organismo que garantice el  a la información generada por la  y plantea reglamentar los artículos 6º y 8º de la Constitución Federal y el Artículo 7º de la local.",1,1,POSITIVE,1.0,PATHWAY,BUREAUCRACY
La candidatura de Felipe Calderon hace que el  sea mucho más  y serio.,1,1,POSITIVE,1.0,OTHER,ELECTIONS
"Ante cerca de 300 productores y agroindustriales del campo jalisciense, subrayó: Tenemos siempre que hablarnos con verdades y una verdad, por ejemplo, es que la producción y la productividad agropecuaria y pesquera se ha venido elevando en nuestro país, al mismo tiempo que en el campo está llegando tecnología de punta que nos permite ser mucho más competitivos; sin embargo, no podemos dejar de reconocer que la mayor desigualdad y la mayor pobreza y donde más injustamente se  la  es en el sector rural.",1,1,POSITIVE,0.0,RESOURCE,WEALTH
Mitos y lecciones para  la  en América Latina y el Caribe Alejandro Medina Giopp,1,1,NEGATIVE,2.0,STRUGGLE,POVERTY
Ese es el  de nuestra : nadie confía en sus autoridades.,1,1,NEGATIVE,2.0,DARKNESS,DEMOCRACY
"Comentarios: 0 Publicidad Publicidad + Vistas + Comentadas INTERNACIONAL Publicado el 5 julio, 2013 - 9:05 - Comentarios: 0 Encabeza Angela Merkel encuesta sobre preferencia del electorado Sin embargo, Merkel corre el riesgo de enfrentar un   porque su socio en la coalición de gobierno, el partido Liberal (FDP), sigue por debajo de la puntuación que le permitirá contar con fracción parlamentaria, que es el cinco por ciento.",1,1,NEGATIVE,3.0,OTHER,ELECTIONS
"Para alcanzar esas libertades; para cumplir los fines de desarrollo, necesitamos de dos medios fundamentales: una economía sana y en crecimiento, y una   y vigorosa.",1,1,POSITIVE,2.0,STRENGTH,DEMOCRACY
El Legislador federal determinó que el  inflacionario de este  es casi mínimo.,1,1,NEGATIVE,1.0,OTHER,TAXATION
"Por Samuel Hadas, diplomático, primer embajador de Israel en España y ante la Santa Sede (LA VANGUARDIA, 30/11/08): Los trágicos acontecimientos de Bombay, el  de la mayor  del mundo, uno de los más sensibles...",1,1,POSITIVE,0.0,LIGHT,DEMOCRACY
"Por su parte, el alcalde Alberto Ruiz-Gallardón eligió este año una imagen deportiva para la felicitación navideña, con todas las   en conseguir los Juegos Olímpicos de 2016.",1,1,,,,MENTAL_CONCEPTS
"Bueno, pero entonces, de este problema, lo que hicimos fue empezar a  lo que es  de lo que son las formas de organización autónomas y democráticas de las comunidades zapatistas.",1,1,NEUTRAL,0.0,MOVEMENT,GOVERNMENT
"Ante la controversia constitucional interpuesta por el Ejecutivo federal el pasado diciembre de 2004 en materia del Presupuesto de Egresos de la Federación de 2005, es preciso dotar al Congreso de la Unión de las herramientas de análisis, modificación y aprobación del Plan Nacional de Desarrollo (PND) y con ello lograr la  de la  participativa en un ámbito tan importante como lo es el proyecto de nación.",1,1,NEUTRAL,0.0,SCIENCE,DEMOCRACY
Del fragor a la   ha surgido un fenómeno preocupante y es la creciente polarización de sectores y grupos de la sociedad que ha llegado incluso a un encono que debilita nuestra ya de por sí frágil democracia.,1,1,NEGATIVE,1.0,STRUGGLE,ELECTIONS
"Los países del sudeste asiático, apoyados por Japón, Corea del Sur y China, con un respaldo de diez mil millones de dólares del Banco Mundial, fueron los últimos en unirse al rescate, al acordar crear un   para asistir a bancos.",1,1,POSITIVE,1.0,LOW_LOCATION,WEALTH
"En esa larga carrera de 37 años, recuerda que en dos de esos años abandonó por encargo las obligaciones de Juez, sin  el  de serlo, para desempeñarse como Director de Prevención y Readaptación Social, con lo que tuvo a su cargo los penales del estado de Coahuila en la administración de Eliseo Mendoza Berrueto.",1,1,NEGATIVE,1.0,LOW_LOCATION,DEMOCRACY
"La firma principal lleva a cabo sus operaciones internacionales a través de una compañía fantasma, de manera que no tiene que reportar a su país los importes,  .",1,1,POSITIVE,1.0,CONFINEMENT,TAXATION
"Una tecnología adecuada, si es más un  de la  que una guía, asistirá al ciudadano en esta labor"" (Barber, 1985).",1,1,POSITIVE,1.0,FAMILY,DEMOCRACY
"Lo anterior  doble , toda vez que ya existe un mecanismo que grava dichos ingresos, consistente en requerir que las empresas paguen la tasa de 34 por ciento sobre aquellos dividendos o utilidades distribuidas que no provengan de la Cuenta de Utilidad Fiscal Neta, al momento de ser distribuidos.",1,1,NEGATIVE,2.0,RESOURCE,TAXATION
Los esqueletos de las viejas fábricas  su  para ser reincorporados a la incesante marcha de la urbe.,1,1,POSITIVE,1.0,MORAL_DUTY,DEMOCRACY
"usos y costumbres para el PAN significaron tres derrotas, la lección esta aprendida, y se tuvo que optar por adaptarse a las circunstancias, por eso para este instituto político este necesario seguir por este sendero y a finar bien la   si busca recuperar la presidencia",1,1,POSITIVE,2.0,BUILDING,ELECTIONS
Feenberg (1992) ha puesto en claro la influencia decisiva de la tecnología en nuestro sistema de vida y propone que para democratizar a la tecnología es necesario  la  al sistema de trabajo que se asocia a cada tecnología.,1,1,NEUTRAL,0.0,PHYSICAL_LOCATION,DEMOCRACY
"Tan pronto se sentó en la  de , Sabines se olvidó de quienes hicieron posible su arribo a ese lugar.",1,1,POSITIVE,2.0,HUMAN_BODY,GOVERNMENT
"""Es tiempo de la política en Acción Nacional, el PAN, en este  de , estoy cierto, da la bienvenida a la competencia política, la asumimos plenamente, no nos asombra la existencia de proyectos divergentes del  que nosotros postulamos, convocamos al debate, es una exigencia de la democracia y sociedad, respetaremos a nuestros contendientes y también nos haremos respetar"", finalizó.",1,1,NEUTRAL,0.0,WEATHER,ELECTIONS
"Esto es  a la  después de las elecciones”, dijo el Ayatollah Ali Khamenei.",1,1,NEGATIVE,2.0,COMPETITION,DEMOCRACY
Feenberg (1992) ha puesto en claro la influencia decisiva de la tecnología en nuestro sistema de vida y propone que para democratizar a la tecnología es necesario  la  al sistema de trabajo que se asocia a cada tecnología.,1,1,NEUTRAL,0.0,PHYSICAL_BURDEN,DEMOCRACY
"Desde el norte del país, Andrés Manuel López Obrador calificó como un acto de demagogia barata y ramplona la presentación del plan anticrisis del gobierno espurio de Felipe Calderón, porque no se tomó la decisión de reducir los insultantes salarios de la   panista ni los precios de las gasolinas.",1,1,NEGATIVE,0.0,POSITION_AND_CHANGE_OF_POSITION_ON_A_SCALE,BUREAUCRACY
"Estuvo  de mucha , que se reflejaba en las casas de cartón de por esos rumbos.",1,1,NEGATIVE,3.0,BODY_OF_WATER,POVERTY
"Alejandro Armenta Mier, secretario de Desarrollo Social (SDS), reconoció que la administración marinista no cuenta con datos oficiales para asegurar que el estado ha tenido avances significativos en la  contra la marginación y la  respecto de la última medición de la ONU en 2006, que ubican a Puebla en el lugar 26 en Índice de Desarrollo Humano (IDH).",1,1,POSITIVE,2.0,STRUGGLE,POVERTY
"En el marco del evento denominado Agenda Estratégica para las Reformas en México, Visión de los estados para lograr un desarrollo incluyente, el gobernador sinaloense reiteró el  de su  para implementar políticas públicas para lograrlo y para consolidar lo hasta hoy alcanzado en Sinaloa en esa materia, como lo plantea la Organización para la Cooperación y el Desarrollo Económico (OCDE), que encabeza José Ángel Gurría.",1,1,POSITIVE,2.0,MORAL_DUTY,GOVERNMENT
"Y por ultimo, es el candidato a Senador Eviel Pérez Magaña, quien señaló que, hoy viene a su tierra a cargarse de la energía y fuerza que siempre le han dado y que le permite abrir puertas que en el pasado eran imposibles para los Tuxtepecanos, que hoy nadie va a  la  y desarrollo del distrito 01 y la Cuenca del Papaloapan.",1,1,NEGATIVE,2.0,VEHICLE,WEALTH
"La filosofía es para la libertad la  de una , la democracia es para la filosofía la dinámica creadora de productos filosóficos que dinamizan la democracia.",1,1,POSITIVE,2.0,FURNISHINGS,DEMOCRACY
"Entre acusaciones, reproches y exigencias de los representantes de los partidos para iniciar con una investigación y sancionar a quienes estuvieron apunto de ocasionar un conflicto que pudo derivar en muertes,  el  extraordinario en Malinaltepec, aunque el Consejo General del Instituto Electoral del Estado (IEEG) aprobó desde las secciones en que se divide el municipio hasta lo referente al Programa de Resultados Electorales Preliminares (PREP).",1,1,NEUTRAL,0.0,FORCEFUL_EXTRACTION,ELECTIONS
"Por ahora parece ser que la suerte del gobierno de Kiev no está en  del propio ”, apuntó el diplomático mexicano.",1,1,NEUTRAL,1.0,HUMAN_BODY,GOVERNMENT
Es el que puede medir la  de la  y la equidad o inequidad de una nación .,1,1,POSITIVE,1.0,MACHINE,WEALTH
"doble finalidad de hacerse de recursos –que gasta pésimamente– y evitarse la molestia de promover una reforma fiscal integral que obligue al gran capital a pagar los impuestos que le corresponden, pues el   que, por decisión política, los grandes empresarios abren anualmente es",1,1,NEGATIVE,1.0,CONFINEMENT,TAXATION
"Sólo una  en libertad, sin  ni censuras, sin penetraciones foráneas que minen y destruyan todo germen de sentimiento nacional, será la garantía para que seamos artífices de nuestro futuro.”",1,1,POSITIVE,2.0,PHYSICAL_HARM,DEMOCRACY
"El asunto está lejos de resolverse y seguro tendrá sus bemoles ya que la otra parte del duopolio televisivo no canta mal las rancheras y también tiene cuentas pendientes con un Santiago Creel que se ha vuelto la piedra en el zapato blanquiazul y amenaza con hacer de Acción Nacional un  verdadero  , es decir un PAN partido pero en rebanadas de las cuales cada fracción quiere su tajada, porque aún está por medirse el efecto del libro de denuncias que presenta su ex – presidente Manuel Espino quien balconea a propios y extraños.",1,1,NEGATIVE,3.0,A_GOD,ELECTIONS
"“Lo grave es cuando  los , pues, además, resulta solidario el notario público que dio fe.",1,1,NEGATIVE,3.0,PHYSICAL_BURDEN,TAXATION
"Sólo una  en libertad, sin  ni censuras, sin penetraciones foráneas que minen y destruyan todo germen de sentimiento nacional, será la garantía para que seamos artífices de nuestro futuro.”",1,1,POSITIVE,1.0,EMOTION_EXPERIENCER,DEMOCRACY
Una  de  agrícola que dé certidumbre a través de la armonía y el entendimiento entre los actores económicos que participan en la cadena.,1,1,POSITIVE,1.0,STAGE,GOVERNMENT
"Deberán versar sobre la prevención de la violencia sexual, cuidados de salud, facilitación de acceso a la tierra, mejor educación y  de , entre otras cuestiones.",1,1,POSITIVE,1.0,ENERGY,MONEY
"Realidad escalofriante que sirve a diversos grupos de interés para   locales, acciones de parlamentos y hasta negligencia de funcionarios públicos, pero en muy pocos casos de proponer acciones concretas de carácter local y nacional que sirvan para promover la dignidad de la persona.",1,1,NEGATIVE,2.0,STRUGGLE,GOVERNMENT
"""Lo que pretendemos es que no se  las  desde los mismos grupos que han manipulado el padrón, es un riesgo y lo asumimos con toda la responsabilidad y riesgos que tiene, pero lo que queremos es evitar que los mejores candidatos se queden en el camino"", sostuvo.",1,1,,,PHYSICAL_HARM,ELECTIONS
"Joven Lazcano:  las , no. El Génesis también lo dice muy claramente: ``En el principio crio''.",1,1,,,,MENTAL_CONCEPTS
"Los hay chuequistas y los hay antichuequistas; los hay que dicen que fue una   y los hay que dicen que ahí está el requerimiento norteamericano y que si ahora hasta sin requerimiento los estamos mandando, con documentos y como diría mi tío El Guajolote: cuantimás.",1,1,POSITIVE,0.0,OTHER,GOVERNMENT
"De aprobarse en el pleno del Senado, estos lineamientos aplicarán también a los Poderes Legislativo y Judicial, para garantizar que el  de los nuevos  no se canalice a la burocracia.",1,1,NEUTRAL,0.0,RESOURCE,TAXATION
"El legislador lamentó que la entidad siga incluida en los tres estados más pobres del país; “es uno de los estados donde se  la ”, añadió.",1,1,NEGATIVE,2.0,CRIME,POVERTY
"Thaksin Shinawatra, quien compró al Manchester City en el verano de este año, es considerado el hombre más rico de Tailandia, donde fungió como Primer Ministro y fue derrocado por un golpe de estado en septiembre del 2006, acusado de presunta corrupción con la venta de bienes inmuebles y lavado de dinero cuando  del .",1,1,POSITIVE,1.0,HAZARDOUS_GEOGRAPHIC_FEATURE,GOVERNMENT
"Partiendo de horizontes a menudo opuestos (el stalinismo y el... antistalinismo), todos los «innovadores» se abisman en el  común del , del proudhonismo y, en definitiva, del individualismo, desempolvando nuevamente los mitos desgastados de libertad, igualdad y fraternidad, convencidos cada vez de haber descubierto continentes inexplorados y haber contribuido «creativamente» a dar «un semblante humano» al socialismo y al comunismo, ignorando beatíficamente haber regresado simplemente a los brazos de la Santa Madre Iglesia, la iglesia, se sobreentiende, del capital.",1,1,NEGATIVE,1.0,BODY_OF_WATER,DEMOCRACY
"Toda vez que no existe ningún órgano jurídico intermedio, lo apropiado es que las impugnaciones se presenten directamente ante la Sala Superior del Tribunal Electoral del Poder Judicial de la Federación, aceptando, desde luego, que los  de esa  serán definitivos e inapelables.",1,1,NEGATIVE,1.0,STRUGGLE,GOVERNMENT
"Aún más: supone que la pobreza es una de las causas principales de la degradación ambiental; en tanto el comercio contribuya a  la , también será benéfico para el ambiente.",1,1,POSITIVE,1.0,DOWNWARD_MOVEMENT,POVERTY
"?Hoy estamos dando un paso fundamental hacia la igualdad de oportunidades, ese es uno de los  importantes de nuestra , la equidad, en la cual trabajamos con diligencia y con empeño? , subrayó.",1,1,POSITIVE,1.0,PLANT,DEMOCRACY
"El Gobernador del Estado, señaló que el país vive momentos de profunda transformación que requieren del reforzamiento de nuestras instituciones, donde la confianza es el mejor  para una , por ello, desde Quintana Roo se ejerce una respetuosa, verdadera y franca relación de trabajo en conjunto con el Presidente de la República, Felipe Calderón Hinojosa.",1,1,POSITIVE,2.0,ABYSS,DEMOCRACY
La ex jefa de Gobierno del Distrito Federal y exdirigente del PRD detalló que los municipios urbanos fueron incluidos en la Cruzada Nacional contra el Hambre debido a que fue una recomendación del Consejo Nacional de Evaluación de la Política de Desarrollo Social (Coneval) y porque es donde más ha  la  del país.,1,1,NEGATIVE,2.0,RESOURCE,POVERTY
"En un extremo, la riqueza favorece a minorías ostentosas, en el otro, la   a mayorías indigentes, dibujando una lamentable distancia que se reproduce por igual en el mismo vientre de las ciudades.",1,1,NEGATIVE,3.0,CRIME,POVERTY
Esta obligación se cumple cuando la persona que hace los pagos le  el  y lo entrega al Servicio de Administración Tributaria.,1,1,POSITIVE,1.0,PHYSICAL_HARM,TAXATION
Ese terrorismo es un poder legal consentido por la más  de las  del planeta.,1,1,NEGATIVE,2.0,ENERGY,DEMOCRACY
Ejercitarse en la participación de trabajos especializados tendientes a la habilitación de la   de los contribuyentes.,1,1,NEGATIVE,2.0,OTHER,TAXATION
Historia de un   a los más pobres: la relación de los medios de comunicación con el poder; la instrumentación de los aparatos de Estado y la deslegitimación de la presidencia de la República.,1,1,NEGATIVE,2.0,CRIME,WEALTH
"Claro que implica más trabajo hacer las cosas diferentes para bien, implica más ideas, más compromisos y otras caras que nada tengan que ver con las y los simuladores y payasos que, hay por hoy, son las estrellas del  de la  y el oportunismo.",1,1,NEGATIVE,2.0,OTHER,POVERTY
"Mejor respuesta - elegida por los votantes La  no es una , sino un sistema de gobierno.",1,1,NEGATIVE,1.0,PHYSICAL_HARM,DEMOCRACY
Viviendo en EEUU por tantos años (y pagando impuestos) y ahora en México me doy cuenta que en México no existe un mecanismo efectivo para la  de .,1,1,POSITIVE,0.0,CROP,TAXATION
Psicología y probreza: El mundo no hace lo suficiente para  la .,1,1,POSITIVE,1.0,DISEASE,POVERTY
"Esto es  a la  después de las elecciones”, dijo el Ayatollah Ali Khamenei.",1,1,POSITIVE,1.0,COMPETITION,DEMOCRACY
La inclusión de bienes que son propiedad indirecta cubriria capital dirijido a una compañia incorporada en un   o en un centro financiero costa afuera con regulacion debil y fuerte reservado.,1,1,POSITIVE,2.0,OTHER,TAXATION
"El presidente colombiano explicó que pide ayuda por ""nuestra  por la , nuestra devoción por las libertades"".",1,1,POSITIVE,2.0,OTHER,DEMOCRACY
"Y ya no digamos otras religiones... Esta moda que se ha impuesto ahora, esa en la que te dicen algo así como ""no le bautizo, para que de mayor elija"" o ""que estudie todas las religiones en pie de igualdad"" me parece simplemente una mala  de la , además de un burdo disfraz.",1,1,POSITIVE,0.0,STORY,DEMOCRACY
"En el vino, como en la medicina, el efecto placebo es una realidad, al probar un vino que Ud. sabe que es costoso, Ud. experimenta mayor placer, es el  del …",1,1,POSITIVE,1.0,DELICACY,MONEY
"El continuo hundimiento en el precio del café , una de las principales fuentes de ingreso de América Latina, está  la  a lo largo de la región.",1,1,NEGATIVE,3.0,MOVEMENT,POVERTY
"Si el censo demográfico del Estado Mexicano impide el idilio rousseauniano de la democracia directa como se vivió en Atenas o en Ginebra, el ciudadano debe y puede exigir a las autoridades y éstas a su vez legislar lo correspondiente, para que dentro del  de una  representativa existan los canales de participación directa adecuadas al mejor concepto que podamos vivir de democracia.",1,1,NEUTRAL,0.0,BUILDING,DEMOCRACY
"“Creemos que podría ser bueno, pero aparentemente tiene   y piensan sacarle jugo durante este año y el siguiente, pues han decido dividir en tres años el proceso de renovación, pero además dejan con muchas dudas las medidas por las cuales se habrán de otorgar los apoyos”, apuntó.",1,1,NEUTRAL,2.0,CLOTHING,ELECTIONS
"El  central que nos convoca en estas líneas es el , una de las categorías jurídicas básicas que ha encontrado lugar dentro de los subsistemas jurídicos administrativos que se han formado bajo el influjo cultural más directo del Derecho Administrativo francés.",1,1,POSITIVE,0.0,STORY,BUREAUCRACY
"Estimó que por lo menos un 50 por ciento de los contribuyentes en Piedras Negras  el , lo que representa más de 17 millones de pesos que dejan de recaudarse y aplicarlos a obra social.",1,1,NEGATIVE,1.0,PHYSICAL_HARM,TAXATION
la  y al narcotráfico y les regalaré a todos cuernos de chivo para que le entren a la batalla y tengan más tela de donde cortar los periodicos amarillistas.,1,1,POSITIVE,3.0,PHYSICAL_HARM,POVERTY
"Los 15 años que el Campestre, sus directivos y organizadores han hecho, son apenas la punta de lanza para que Yucatán, como un cohete, se lance a conquistas que por miopías e   localistas no vislumbraron que Mérida, Yucatán, es parte de la aldea mundial.",1,1,NEGATIVE,1.0,HUMAN_BODY,GOVERNMENT
"Y respondió: ""En democracia, el consenso electoral, el principio de la mayoría, es importante, sí, pero no fundamental en el sentido etimológico de la palabra, no está en el  de la .",1,1,NEUTRAL,1.0,RESOURCE,DEMOCRACY
En el texto los legisladores un abuso de la  del  entendida como inmunidad absoluta y que ha derivado en varios cuestionamientos de diversos sectores sociales.,1,1,NEUTRAL,0.0,OTHER,GOVERNMENT
"Me pregunto si la misma disposición, empeño y firmeza, debe darse al  contra la , flagelo igual o peor al de la inseguridad.",1,1,POSITIVE,3.0,WAR,POVERTY
Indicó que el desarrollo igualitario de los pueblos indígenas se había erigido como un asunto de prioridad regional que formaba parte del objetivo general de  la  y permitir a grupos étnicos el pleno ingreso a la sociedad y el acceso a la ciudadanía.,1,1,POSITIVE,2.0,PHYSICAL_BURDEN,POVERTY
Las publicaciones que demuestren una intención de evadir o   de alguna forma serán terminadas.,1,1,NEGATIVE,2.0,CRIME,TAXATION
Que se estudie a fondo la viabilidad de esta solicitud y su adecuada aplicación para cuidar de manera primordial no aumentar el   de este país.,1,1,NEUTRAL,1.0,HUMAN_BODY,BUREAUCRACY
"Esta crisis, esta crisis que está viviendo el país, se incubó en los pasillos del poder, entre grupos dispuestos a todo, con tal de defender los privilegios ilegítimos que surgen cuando no  la , se avivó cuando las instituciones se pusieron al servicio de esos intereses; explotó cuando se hizo evidente la incapacidad de las instituciones electorales para dar certeza a los resultados del 2 de julio haciendo retroceder al país en su historia.",1,1,POSITIVE,2.0,PLANT,DEMOCRACY
"El dia mundial de no comprar es para demostrar a los vendedores y las grandes corporaciones el poder del consumidor organizado, porque lo que propone Elitista en otro blog ya sucede, ya hay muchas corporaciones que no respetan pago de reparto de utilidades, aguinaldos, indemnizaciones ni bonos, aparte de que despiden gente como cambiar de calcetines, mientras se incrementa la desigualdad y la  de la  en unas cuantas manos, la depredacion del medio ambiente y la corrpcion, ademas del fraude al fisco.",1,1,POSITIVE,1.0,WAR,WEALTH
"Galbraith sugirió que las naciones en la base de la estructura de la estratificación están ahí porque tienen valores, costumbres, tradiciones y formas de vida que le impiden  a derribar los muros de la  y les mantienen en ese luga.",1,1,POSITIVE,2.0,,POVERTY
"El crimen organizado es aquel que se gesta entre el gobierno, el ejército y los empresarios para realizar una limpieza social efectiva que dé paso al cumplimiento de sus intereses económicos y que utiliza la cortina de humo del combate al narcotráfico haciendo gastos multimillonarios que fortalecen el negocio armamentista e  la  actual.",1,1,POSITIVE,1.0,UPWARD_MOVEMENT,POVERTY
"en el polvo de polvo del cansancio,  su .",1,1,NEGATIVE,2.0,ENSLAVEMENT,POVERTY
Esta reforma es considerada por distintos especialistas como “el parteaguas” que permitió la   del viejo régimen priista y aceleró la creación de nuevos partidos políticos.,1,1,POSITIVE,2.0,CONFINEMENT,ELECTIONS
Ejercitarse en la participación de trabajos especializados tendientes a la habilitación de la   de los contribuyentes.,1,1,NEGATIVE,2.0,RESOURCE,TAXATION
"Aunque a veces sirve para llevar un orden al interior de la compañía, la  es, en la mayoría de los casos, un .",1,1,NEGATIVE,2.0,DISEASE,BUREAUCRACY
Cobertura de la,1,1,NEUTRAL,1.0,MOVEMENT,GOVERNMENT
"Hemos entrado a la era destructiva pues ""la pérdida empieza a ganarle la  a la , la enfermedad a la salud, el desasosiego a la tranquilidad, la violencia a la paz.",1,1,POSITIVE,1.0,COMPETITION,WEALTH
