sentence,correct_label,prediction,polarity,intensity,source_concept,target_concept
"Rechazamos la  de  impulsada por Gobierno Federal sobre megaproyectos, que desplazan a comunidades de sus territorios y sus recursos naturales.",0,0,,,,GOVERNMENT
"Para mi Rajoy es un ser como todos los de mas, que os pensabais que el pp con Rajoy  el país, pensarlo muy bien los políticos son como las marionetas  movidos por hilos de los banqueros y del dinero si no os dais cuenta, seguir votandoles que ya veis lo que se consigue, mientras no se cambie la constitución y los 17 gobiernos el Llamado café para todos, el barco no puede mas, pues la vía de agua y el lastre que tenemos que soportar, ara que no Lleguemos a buen puerto, bueno PSOE y PP van de la mano para fastidiar al pueblo, y los que vengan ara lo mismo, y si teneis memoria hace 30 años hasta a qui que a pasado siempre lo mismo.",0,0,,,,GOVERNMENT
"Y, sí: vale la pena partir de ahí para conversar, dialogar en forma pública, a nivel nacional, hasta con los precaristas, sobre los objetivos de mediano y  plazos para nuestra endeble y a veces muy miope .",0,0,,,,DEMOCRACY
"Es que aparte de estar fatalmente redactado, la frase de burguillos, me recuerdo a cuando iba a hacer la comunión y te decian "" si mientes irás al infierno"", estos sociatas son como niños si no fueran tan perversos y no hubieran arruinado el pais serian hasta graciosos Solo la extema  estalinista, acusa a la extrema derecha de crimenes que no  como lo de los abogados de Atocha Cenutrio, deja de hacer el ridículo",0,0,,,,GOVERNMENT
"El Partido de la Revolución Democrática (PRD)  ayer  abiertas para designar candidatos a alcaldes, diputados, síndicos y regidores de Guerrero, cargos que estarán en juego en las elecciones del 5 de octubre.",0,0,,,,ELECTIONS
"De esta manera cualquier persona tendría  a presentarse como candidato, y no debe esperar a que un  de un partido politico le de permiso.",0,0,,,,DEMOCRACY
¿Soberanía de quién: del dueño del dinero (el contribuyente) o de un  que alimenta tiburones internacionales con los ahorros de su pueblo y criminales ?,0,0,,,,TAXATION
"Por lo visto preferis que siga  el PSOE, con eso de irse Zapatero no os dais cuenta que queda toda la camarilla que le  seguido docilmente y pensais que no van a seguir con la misma nefasta política que la actual, Seguiran despilfarrando el dinero del contribuyente en favor de las autonomias de izquierdas y enchufando a sus amigotes y familiares.",0,0,,,,GOVERNMENT
"Marisol Córdoba | Publicado el Jueves, 20 de Junio de 2013 22:19 El pleno del Consejo General del Instituto Electoral del Estado () exoneró por unanimidad  al consejero presidente, Armando Guerrero Ramírez, por  lo que desechó por infundada la solicitud de remoción hecha por la  PRI-PVEM en su contra por considerar que puso en peligro la legitimidad del organismo electoral ante su idea de transferir votos de un candidato a otro. De la misma manera desecharon la queja contra la consejera Olga Lazcano, que también fue puesto por el PRI acusándola de parcialidad.",0,0,,,,ELECTIONS
"Para mi Rajoy es un ser como todos los de mas, que os pensabais que el pp con Rajoy salbaria el país, pensarlo muy bien los políticos son como las marionetas están movidos por hilos de los banqueros y del dinero si no os dais cuenta, seguir votandoles que ya veis lo que se consigue, mientras no se cambie la constitución y los 17  el Llamado café para todos, el barco no puede mas, pues la vía de agua y el lastre que tenemos que , ara que no Lleguemos a buen puerto, bueno PSOE y PP van de la mano para fastidiar al pueblo, y los que vengan ara lo mismo, y si teneis memoria hace 30 años hasta a qui que a pasado siempre lo mismo.",0,0,,,,GOVERNMENT
"El 80 por ciento de la población, dijo, no se enteró que , candidato del , no fue capaz de citar tres libros, debido a que la televisión no informó en su momento sobre ese hecho y sólo lo retomó de manera marginal una vez que explotó en las redes sociales.",0,0,,,,ELECTIONS
"Fuente: Elaborado por la  con información del Anexo del V Informe de , 2005.",0,0,,,,GOVERNMENT
"La abogada , especialista en derecho de familia destacó la necesidad de elevar la penalidad para quienes se resisten a acatar el  judicial por alimentos.",0,0,,,,GOVERNMENT
"> Monterrey: De acuerdo con el proyecto de  de la Ley de Acceso a la Información Pública que analiza la Comisión de Legislación del Congreso local, a partir del 2 de enero de 2003 los ciudadanos de Nuevo León obtendrán cualquier dato de los poderes Ejecutivo, Legislativo y Judicial del  y los municipios.",0,0,,,,GOVERNMENT
"Esta Dependencia del Ejecutivo Federal hace patente su compromiso con el pueblo de México, de continuar con las acciones que permitan lograr un efectivo estado  con la firme  de seguir velando por la seguridad y bienestar del país; como centinelas de la patria seguiremos actuando con mayor ímpetu para reducir los daños que vulneran el interés colectivo, motivados siempre por los más grandes ideales y principios que rigen la vida castrense.",0,0,,,,DEMOCRACY
"Aunque sea de presumir que por el anterior arrendamiento  contribuiría Santa Cruz tanta cantidad anual como la ofrecida por Maldonado, porque la experiencia tiene demostrado que los indios, por tal de que se les adelantase  vendían o arrendaban sus tierras o solares por ínfimos precios, no debió el subdelegado excusar poner en este expediente constancia formal de lo que Santa Cruz pagaba anualmente por las mismas tierras.",0,0,,,,MONEY
En 1862 renuncia a su cargo para  el puesto de  de su estado natal.,0,0,,,,GOVERNMENT
Las  han  el suministro para evitar que llegue a los grifos el agua contaminada del río Songhua.,0,0,NEUTRAL,0.0,OTHER,GOVERNMENT
"""Ser uno de los municipios del Estado de Puebla, con mejor atención, calidad en el servicio, eficiencia y eficacia en los procesos de la  , generando para los ciudadanos condiciones óptimas para el acercamiento con el gobierno municipal"".",0,0,,,,BUREAUCRACY
"Debido a que los ingenios de grupo GAM no se  bajo ninguno de los supuestos del Decreto de Expropiación dictaminado en 2001 por el , la empresa salió liberada del mismo.",0,0,,,,GOVERNMENT
"""El contenido de este sitio es meramente informativo y de  con los ciudadanos"" © Gobierno del  de Coahuila.",0,0,,,,GOVERNMENT
"> Baja California: Con la finalidad de complementar la iniciativa que presentó en mayo pasado, la fracción parlamentaria del PRI redactó un anexo para implantar medidas de sanción  contra los funcionarios que no cumplan con la Ley de Acceso a la Información en el .",0,0,,,,GOVERNMENT
"Crear una cultura de rendición de cuentas y contribuir a la transparencia en la gestión de los recursos públicos mediante acciones de fiscalización superior, revisión y auditoría integral de las cuentas y actos relativos a la aplicación de los fondos federales, estatales y municipales en estricto  a , asegurando que se ejerzan de manera eficiente en los planes y programas para los que fueron autorizados; así como fincar y promover las responsabilidades que procedan; comprometidos con los principios de legalidad, imparcialidad, veracidad, honradez, reserva y respeto.",0,0,,,,DEMOCRACY
"Este fantástico  que te mostrará como gestionar algo tan valioso como el  para conseguir la auténtica Libertad Financiera, es la segunda parte del de ""Cómo jugar y ganar el Juego del Dinero"" donde encontrarás los siguientes capítulos:",0,0,,,,MONEY
"No se puede entender lo que está sucediendo sin admitir una absoluta aquiescencia/compadreo de los  con los desmanes que las clases  financieras, a las que llamamos mercados erróneamente, están cometiendo a nuestra costa.",0,0,,,,GOVERNMENT
© Grupo Creativo 1997- . Todos los  .,0,0,,,,DEMOCRACY
"En el caso de la consejera Olga Lazcano Ponce, la queja promovida por el  se registró después de sus comentarios en diversas entrevistas donde  que el director de la facultad de Derecho, Guillermo Nares Rodríguez, quien se encontraba en calidad de inelegible, podía ser parte de la planilla del candidato a la alcaldía capitalina, Tony Gali Fayad.",0,0,,,,ELECTIONS
A través de este convenio las Dependencias involucradas se coordinarán para difundir una cultura del deporte en la prevención del  como parte de las acciones tendientes a combatir la delincuencia en el .,0,0,,,,GOVERNMENT
"Aún más: las herramientas de la ""globalización"" en curso lo mismo sirven para mover manzanas que cocaína, para trasladar   que para lavar moneda sucia, para comerciar prendas de vestir que para traficar con armas, para difundir saberes sanos que para divulgar métodos terroristas o pornografía, para predicar la paz que para invitar a la guerra, para construir la aldea global que para edificar la Babel electrónica.",0,0,,,,MONEY
"No hay una obligación en la  que establezca como  la interrupción del embarazo, por lo que la ALDF tiene total libertad para determinar cuáles serán delitos y cuáles no; por ende, no hay invasión de competencia como lo quieren hacer creer la CNDH y la PGR, subrayó la consejera jurídica del gobierno de la ciudad.",0,0,,,,GOVERNMENT
"La nueva  de la  también incorporó los ajustes hechos en mayo de 2008 por el Banco Mundial a la línea internacional de la pobreza (ver Boletín 61), reemplazando la vieja línea de $1,08 por día de acuerdo con los precios de 1993, por la nueva línea de $1,25 según los precios de 2005.",0,0,,,,POVERTY
"Esta fuerte aceleraci� del crecimiento m�s la eliminaci�n del impuesto inflacionario como medio de financiamiento del d�ficit fiscal, condujeron en forma casi inercial a una  reducci�n de la , en virtud de que una econom� pujante ofrece innumerables oportunidades de generaci�n de ingresos, y que un entorno de estabilidad de la moneda ofrece la garant�a de que esos ingresos no se lic�an con el aumento de los precios.",0,0,,,,POVERTY
"En tal sentido, los elementos que privaron temporalmente de su libertad al quejoso no tenían fundamento para tal acto de autoridad que en consecuencia se consideró una arbitrariedad, transgresora de lo dispuesto por el artículo 16 de la  Política de los Estados Unidos Mexicanos así como por los artículos XXV de la Declaración Americana de los Derechos y Deberes del Hombre, 9.1 del Pacto Internacional de Derechos  y Políticos, y 7 de la Convención Americana Sobre Derechos Humanos, por lo que se dictó la recomendación correspondiente.",0,0,,,,GOVERNMENT
Comunicado No. 0403 - SECRETARIA DE DESARROLLO RURAL Tamaulipas prepara su ingreso a los mercados  tequileros con la puesta en marcha de su primera planta destiladora de agave cultivado en el  que producirá 4 ...,0,0,,,,GOVERNMENT
"ARTICULO 3o.- De las cantidades que perciba el Estado por concepto de participaciones federales, dentro del ejercicio de que se trate, derivadas del Fondo General de Participaciones y de la reserva de contingencia a que se refiere la ley de Coordinación Fiscal Federal, los Municipios recibirán el equivalente al 20%, así como el 20% del total que reciba el Estado por concepto de participación federal derivada de la  de los  Sobre Tenencia o Uso de Vehículos, Especial Sobre Producción y Servicios, y Sobre Automóviles Nuevos, que se obtengan en el Territorio Estatal y el 100% del Fondo de Fomento Municipal.",0,0,,,,TAXATION
"Por eso yo creo que el tiempo de la reforma para este gobierno se acabó, se agotó y creo que es buen tiempo este   para que los partidos, para que las organizaciones sociales, para que los sindicatos se comprometan con propuestas claras y compromisos serios para que —yo pienso— una de las primeras acciones de un nuevo gobierno fuese la reforma a la seguridad social.",0,0,,,,ELECTIONS
El   será el responsable de este departamento.,0,0,,,,BUREAUCRACY
"La pobreza es un crimen social en México: Moreira El presidente electo del PRI nacional, Humberto Moreira, dijo que el país  una situación crítica debido a la .",0,0,,,,POVERTY
"La pobreza es un  social en México: Moreira El  del PRI nacional, Humberto Moreira, dijo que el país vive una situación crítica debido a la pobreza.",0,0,,,,ELECTIONS
En  vence el plazo para reponer credencial:,0,0,,,,ELECTIONS
"Contribuir al desarrollo económico,  y cultural de la región Noroeste del  y de México, a través de la formación de profesionistas emprendedores e innovadores de tecnología con excelencia académica.",0,0,,,,GOVERNMENT
"ARTÍCULO 10 FRACCIÓN XV.- Para los últimos 5  , la relativa al presupuesto asignado en lo general y por programas, así como los informes trimestrales sobre su ejecución y las fórmulas de distribución de los recursos, federales o estatales, a los municipios;",0,0,,,,TAXATION
"¿Desea   extras desde casa con el mejor sistema? - Domingo, Julio 6, 2008 - Has que tu esfuerzo valgo emprendiendo tu negocio con el mejor sistema de la red el sistema realiza el 95 % del trabajo se puionero de este gran ...",0,0,,,,TAXATION
"Para mi Rajoy es un ser como todos los de mas, que os pensabais que el pp con Rajoy salbaria el país, pensarlo muy bien los políticos son como las marionetas están movidos por hilos de los banqueros y del dinero si no os dais cuenta, seguir votandoles que ya veis lo que se consigue, mientras no se cambie la  y los 17 gobiernos el Llamado café para todos, el barco no puede mas, pues la vía de agua y el lastre que tenemos que soportar, ara que no Lleguemos a buen puerto, bueno PSOE y PP van de la mano para fastidiar al pueblo, y los que vengan  lo mismo, y si teneis memoria hace 30 años hasta a qui que a pasado siempre lo mismo.",0,0,,,,GOVERNMENT
"RGH : Mira, yo creo que hay varios asuntos, Oportunidades debe continuar porque el esfuerzo de acumulación de educación y de salud requiere constancia y esto es una buena noticia que el  Felipe Calderón claramente ha  que un programa como Oportunidades va a seguir y se va a mejorar.",0,0,,,,ELECTIONS
"> Baja California: Con la finalidad de complementar la iniciativa que presentó en mayo pasado, la fracción  del PRI redactó un anexo para implantar medidas de sanción  contra los funcionarios que no cumplan con la Ley de Acceso a la Información en el estado.",0,0,,,,GOVERNMENT
"CONSTITUCIONES, LEYES,  Y REGLAMENTOS FEDERALES Y ESTATALES: Incluye  del estado, leyes, reglamentos, orgánicas, estatutos, acuerdos, instructivos relacionados con la ley solicitada.",0,0,,,,GOVERNMENT
"Por lo visto preferis que siga gobernando el PSOE, con eso de irse Zapatero no os dais cuenta que queda toda la camarilla que le ha seguido docilmente y pensais que no van a  con la misma nefasta política que la actual, Seguiran despilfarrando el  del contribuyente en favor de las autonomias de izquierdas y enchufando a sus amigotes y familiares.",0,0,,,,MONEY
El Titular del Ejecutivo informó al  del Estado y al pueblo de Jalisco sobre los  y retos de su gobierno.,0,0,,,,GOVERNMENT
":     Que a partir de una negociación de alto nivel, el Deporte Universitario logre la participación, voluntad y compromiso de las  Universitarias, involucrándolas tanto en la gestión como en la operación.",0,0,,,,GOVERNMENT
"Alfonso Bonifacio Lucio Rodriguez20 de noviembre de 2011, 21:55 LA pobreza se abuelto una forma de vivir y sobrevivir en los paises de rnta baja lapobreza que existe en el mundo es  pero por mas que luchemos contra ella para erradicarla esta parece que en lugar de disminuir aumenta mas la ´ es como el cancer entre mas la dejas mas avansa por eso luchemos por un mundo sin pobreza",0,0,,,,POVERTY
"Se trata, entiendo, de una fundamental aportación para crear un  de decenas de  de mexicanos en relación con nuestros problemas y posibilidades.",0,0,,,,WEALTH
"El COATEA (Centro de Orientación para la Atención de Emergencias Ambientales), creado al interior de la PROFEPA desde 1992, es un centro de apoyo y de servicio para la , las  y la industria en general, en materia de atención y respuesta a emergencias ambientales, asociadas con el manejo de substancias químicas.",0,0,,,,GOVERNMENT
"Si usted efectuó la compensación de saldos, no olvide que debe presentar un aviso ante la Administración Local de Asistencia al Contribuyente que le , mediante la forma fiscal 41 acompañada de los Anexos y documentos que se señalan en el reverso de dicha forma , según el tipo de impuesto que haya compensado.",0,0,,,,TAXATION
Comunicado No. 0205 - SECRETARIA GENERAL DE GOBIERNO Para hacer más eficiente la atención que por disposición de ley las autoridades estatales y municipales  brindar a los órganos  y ...,0,0,,,,ELECTIONS
"La  es un crimen social en México: Moreira El presidente electo del PRI nacional, Humberto Moreira, dijo que el país vive una  crítica debido a la pobreza.",0,0,,,,POVERTY
¿ de quién: del dueño del  (el contribuyente) o de un gobierno que alimenta tiburones internacionales con los ahorros de su pueblo y criminales impuestos?,0,0,,,,GOVERNMENT
"Su taller está perdiendo dinero si no está considerando algunos costos ocultos tales como  de  en compras en las que no se devuelve el cambio completo, compras innecesarias, tiempos muertos y gasto excesivo de insumos como gasolina o estopa.",0,0,,,,WEALTH
Género y educación ciudadana: reflexiones sobre los  para la educación,0,0,,,,DEMOCRACY
"Marisol Córdoba | Publicado el Jueves, 20 de Junio de  22:19 El pleno del Consejo General del Instituto Electoral del Estado (IEE) exoneró por unanimidad  al consejero presidente, Armando Guerrero Ramírez, por  lo que desechó por infundada la solicitud de remoción hecha por la coalición -PVEM en su contra por considerar que puso en peligro la legitimidad del organismo electoral ante su idea de transferir votos de un candidato a otro. De la misma manera desecharon la queja contra la consejera Olga Lazcano, que también fue puesto por el PRI acusándola de parcialidad.",0,0,,,,ELECTIONS
"Alberto Cárdenas Jiménez, Gobernador Constitucional del  de Jalisco, entregó al Congreso del Estado, en sesión solemne, su segundo informe de .",0,0,,,,GOVERNMENT
"Al margen de estos dos grandes grupos políticos nacionales, en los primeros años del nuevo siglo comenzó a expresarse también una nueva corriente política, portavoz de varios de los nuevos actores fuera de los canales tradicionales que había  el  porfiriano.",0,0,,,,TAXATION
"El Departamento del Tesoro dijo que el pago más grande en la nueva  alcanzó un total de 7 mil 580  de dólares, y fue para el PNC Financial Services Group Inc., con sede en Pittsburgh.",0,0,,,,WEALTH
"El  perredista Raúl Ojeda  que con el conteo por distrito, se demostrará que el candidato de la coalición Por el Bien de Todos, Andrés Manuel López Obrador, ganó la Presidencia.",0,0,,,,GOVERNMENT
"Mucho gusto tendré en dictar cuantas disposiciones legales sean convenientes para favorecer los intereses locales de Oaxaca; pero no puedo ni debo, como usted comprenderá, adoptar ninguna medida que perjudique a los demás , pues todos tienen igual derecho a la protección del gobierno, cuyos  deben estar basados en la más estricta imparcialidad.",0,0,,,,GOVERNMENT
"De conformidad con la reforma al artículo 139 del Código Fiscal de la Federación publicada en el Diario Oficial de la Federación el 5 de enero de 2004, las notificaciones por estrados se harán fijando durante quince días consecutivos el  que se pretenda notificar en un sitio abierto al público de las oficinas de la autoridad que efectúe la notificación y publicando el documento citado, durante el mismo plazo, en la página electrónica que al efecto establezcan las  fiscales.",0,0,,,,GOVERNMENT
"De igual forma se aprobó el modelo académico del Sistema de Educación Abierta y a Distancia, presentado por Reyna Fócil Monterrubio, coordinadora del SEAD-UJAT, a través del cual se  las  que proporcionarán la formación permanente y de calidad al mayor número posible de jóvenes adultos.",0,0,,,,GOVERNMENT
"Para proteger a dueños de una casa contra ajustes iniciales extraordinarios, las hipotecas de   contienen un casquillo del ajuste de tarifa.",0,0,,,,TAXATION
"GarciaFuentes no cuenta los millones de Andaluces que viven en Cataluña porque en su tierra no podían  Está claro y lo dice alguno de ustedes con el desmantelamiento y las obstruciones a la industrialización andaluza... no es que NO PODÍAN VIVIR ES QUE NO LES DEJARON VIVIR; puesto que la región andaluza (que en extensión es como Portugal) es riquísima en recursos, pero pobrísima en , todos PELOTILLEROS DEL QUE MANDA EN MADRID; sea Franco o sea el devastador Zapatero.",0,0,,,,GOVERNMENT
"Aunque en algunos  reconocen que una ley no basta para garantizar el pleno acceso de los ciudadanos a la información , diputados locales prevén que la entrada en vigor de la nueva normatividad en sus entidades obligará a las respectivas dependencias a vencer sus resistencias a la apertura.",0,0,,,,GOVERNMENT
"* Es quizás más afortunado disfrutar coleccionando caracolas que el haber nacido . (Robert Louis Stevenson) * Pocos hombres ricos poseen sus propiedades; son sus propiedades las que les poseen a ellos. (Robert G. Ingersoll) * Los hijos de ricos raramente son padres de ricos. () * La libertad produce riqueza, y la riqueza destruye la libertad. (Henry D. Lloyd) * Quiero ser rica pero no quiero hacer lo que hay que hacer para ser rica. (Gertrude Stein) * El hombre es el único animal que cuanto más tiene, más quiere, el único animal que nunca está satisfecho. (Henry George)",0,0,,,,WEALTH
"Como todos los datos que aporte el  sean iguales que el de la inflacion APAGA  VAMONOS... la tasa de inflacion oficial es ridicula una tomadura de pelo y en este otro dato que aportan hoy tambien habrá otra chapuza contable... al gobierno se le pegaron todas las malas artes de Zapatones, que hacia de la mentira y la doble contabilidad el escudo para seguir timando a los españoles...",0,0,,,,GOVERNMENT
"el  de la pobreza; la violencia de condenar a una generación al paro, a la emigración, o a la  de ser contratado por 500 euros y acribillado a impuestos; la violencia de cortar el suministro eléctrico a las familias mientras se subvenciona a fondo",0,0,,,,POVERTY
Se degrada Gustav a categoría dos 01-Septiembre-2008 (08:22 a.m.) Prevén que Gustav impacte hoy Luisiana 01-Septiembre-2008 (07:22 a.m.) Inicia abreviada Convención Republicana 01-Septiembre-2008 (08:36 a.m.) Reducen   01-Septiembre-2008 Obama mueve a sus donantes 01-Septiembre-2008,0,0,,,,POLITICIANS
"Comunicado No. 0056 -  La  ambientalista que asegure un desarrollo sustentable a Tamaulipas no habrá de ser descuidada en este año y al contrario, la administración ...",0,0,,,,GOVERNMENT
"* Es quizás más afortunado disfrutar coleccionando caracolas que el haber nacido millonario. (Robert Louis Stevenson) * Pocos hombres  poseen sus propiedades; son sus propiedades las que les poseen a ellos. (Robert G. Ingersoll) * Los hijos de ricos raramente son padres de ricos. (Herbert Kaufman) * La libertad produce riqueza, y la riqueza destruye la libertad. (Henry D. Lloyd) * Quiero ser rica pero no  hacer lo que hay que hacer para ser rica. (Gertrude Stein) * El hombre es el único animal que cuanto más tiene, más quiere, el único animal que nunca está satisfecho. (Henry George)",0,0,,,,WEALTH
"*** Norberto Tapia dejó la dirección general de Radio, Televisión y Cinematografía, de la Secretaría de Gobernación, para incorporarse al equipo de Max Cortazar en Comunicación  de  de la República.",0,0,,,,GOVERNMENT
"Agregó que todavía no tenía el resultado de la necropsia, pero que el primer reporte señalaba que había perecido a consecuencia de una rectología, es decir, de una hemorragia por el recto, pues según dictámenes médicos el anciano  de .",0,0,,,,DISEASE
"Para mi Rajoy es un ser como todos los de mas, que os pensabais que el pp con Rajoy salbaria el país, pensarlo muy bien los políticos son como las marionetas están movidos por hilos de los banqueros y del dinero si no os dais cuenta, seguir votandoles que ya veis lo que se consigue, mientras no se cambie la  y los 17 gobiernos el Llamado café para todos, el barco no puede mas, pues la vía de agua y el lastre que tenemos que , ara que no Lleguemos a buen puerto, bueno PSOE y PP van de la mano para fastidiar al pueblo, y los que vengan ara lo mismo, y si teneis memoria hace 30 años hasta a qui que a pasado siempre lo mismo.",0,0,,,,GOVERNMENT
"Alfonso Bonifacio Lucio Rodriguez20 de noviembre de 2011, 21:55  pobreza se abuelto una forma de vivir y sobrevivir en los paises de rnta baja lapobreza que existe en el mundo es demaciado pero por mas que luchemos contra ella para erradicarla esta parece que en lugar de disminuir aumenta mas la ´pobreza es como el cancer entre mas la dejas mas avansa por eso luchemos por un mundo sin",0,0,,,,POVERTY
"Mirar como no los desalojan de sus pisos ni de sus casas, que os da a entender eso que ellos son privílegiados por nuestros  una vez tienen los votos, no son capaces de  nada por su electorado ni por nadie, 17 gobiernos y la corte del Rey es lo que sobra en este país.",0,0,,,,ELECTIONS
"El 80 por ciento de la población, , no se enteró que Enrique Peña Nieto, candidato del , no fue capaz de citar tres libros, debido a que la televisión no informó en su momento sobre ese hecho y sólo lo retomó de manera marginal una vez que explotó en las redes sociales.",0,0,,,,ELECTIONS
"Busco el empleo de contador público, trabaje nurante 4 años en un despacho contable como  contable,realizado conciliaciones bancarias, contabilizando, ingresando al sistema, elaboracion auxiliares,realizando tramites  y del imss, en este emplo maneje el programa COFIA Y UN POCO EL EL SUA el IDSE.",0,0,,,,TAXATION
"Obama,  por Illinois de 47 años de edad e hijo de una estadounidense blanca y de un  negro, insertó en su discurso algunas referencias a la lucha de los afroamericanos por sus derechos civiles.",0,0,,,,GOVERNMENT
"Mucho gusto tendré en dictar cuantas disposiciones legales sean  para favorecer los intereses locales de Oaxaca; pero no puedo ni debo, como usted comprenderá, adoptar ninguna medida que perjudique a los demás , pues todos tienen igual derecho a la protección del gobierno, cuyos actos deben estar basados en la más estricta imparcialidad.",0,0,,,,GOVERNMENT
"La  es la base de la democracia, sostuvo el candidato de la izquierda a la Presidencia de la República, Andrés Manuel López Obrador al convocar a los ciudadanos a no dejarse manipular por la publicidad y la mercadotecnia  que pretende imponer al próximo presidente de México.",0,0,,,,GOVERNMENT
"Por lo demás, lamentable que salgan para acabar gritando consignas asesinas para gente que ejerce su  a la libertad religiosa.El Islam es como el pene...esta bien tenerlo pero que no te lo metan por la , crees que se atreverian esos mismos, te haria gracia?",0,0,,,,DEMOCRACY
"Es que aparte de estar fatalmente redactado, la frase de burguillos, me recuerdo a cuando iba a hacer la comunión y te decian "" si mientes irás al infierno"", estos sociatas son como niños si no fueran tan perversos y no hubieran arruinado el pais serian hasta graciosos Solo la extema  estalinista, acusa a la extrema derecha de  que no cometieron como lo de los abogados de Atocha Cenutrio, deja de hacer el ridículo",0,0,,,,GOVERNMENT
"Para este   de 2001, este programa presenta un incremento del 119%, pasando a un monto de $479’100,000.00 (Cuatrocientos setenta y nueve millones cien mil pesos); con lo cual se emprenden 34 obras de mayor envergadura, como lo son la Construcción y Modernización de la Infraestructura Carretera; Edificios para la Salud; Conservación de la Infraestructura Carretera fundamentalmente, aprobadas en el presupuesto de egresos 2001 y que se ejecutan a través de 6 dependencias y entidades gubernamentales.",0,0,,,,TAXATION
"Mirar como no los desalojan de sus pisos ni de sus casas, que os  eso que ellos son privílegiados por nuestros votos una vez tienen los votos, no son capaces de hacer nada por su  ni por nadie, 17 gobiernos y la corte del Rey es lo que sobra en este país.",0,0,,,,ELECTIONS
"Busco el empleo de contador público, trabaje nurante 4 años en un despacho contable como auxiliar contable,realizado conciliaciones bancarias, contabilizando,  al sistema, elaboracion auxiliares,realizando tramites  y del imss, en este emplo maneje el programa COFIA Y UN POCO EL EL SUA el IDSE.",0,0,,,,TAXATION
Comunicado No. 0205 - SECRETARIA GENERAL DE GOBIERNO Para hacer más eficiente la  que por disposición de ley las autoridades estatales y municipales pueden brindar a los órganos  y ...,0,0,,,,ELECTIONS
"Es que aparte de estar fatalmente redactado, la frase de burguillos, me recuerdo a cuando iba a hacer la comunión y te decian "" si mientes  al infierno"", estos sociatas son como niños si no fueran tan perversos y no hubieran arruinado el pais serian hasta graciosos Solo la extema izquierda estalinista, acusa a la extrema  de crimenes que no cometieron como lo de los abogados de Atocha Cenutrio, deja de hacer el ridículo",0,0,,,,DEMOCRACY
"¿No sería mejor  autonomías y fusionar ayuntamientos?.... igual con la eliminación de ciertos organismos parásitos conseguiríamos el  sin tanto ""sacrificio"" ni tantas ""medidas valientes""....",0,0,,,,MONEY
"Para impedir la reproducción de la pobreza y hacer frente a la desfavorable situación en que viven sectores importantes de la población femenina, resulta prioritario impulsar acciones de combate a la  con  de género, de acuerdo a sus condiciones sociales particulares.",0,0,,,,POVERTY
"“El ejido en México –y la propiedad comunal– han fracasado rotundamente”, escribió, además de ser “trampas a la democracia, fuentes de perversión , y úteros reproductores del caos que caracteriza a los asentamientos humanos del ... Ejidos y comunidades son de facto un insano cuarto orden de gobierno”.",0,0,,,,GOVERNMENT
"CONSTITUCIONES, LEYES, CODIGOS Y REGLAMENTOS FEDERALES Y : Incluye  del estado, leyes, reglamentos, orgánicas, estatutos, acuerdos, instructivos relacionados con la ley solicitada.",0,0,,,,GOVERNMENT
Soporte jurídico y reconocimiento ante  .,0,0,,,,TAXATION
"Mirar como no los desalojan de sus pisos ni de sus casas, que os da a entender eso que ellos  privílegiados por nuestros  una vez tienen los votos, no son capaces de hacer nada por su electorado ni por nadie, 17 gobiernos y la corte del Rey es lo que sobra en este país.",0,0,,,,ELECTIONS
"Presidente de la República Mexicana durante el periodo de 1988-1994, sustituyendo asi al Lic.",0,0,,,,ELECTIONS
"Por lo visto preferis que siga gobernando el PSOE, con eso de irse Zapatero no os dais cuenta que queda toda la camarilla que le ha seguido docilmente y pensais que no van a seguir con la misma nefasta política que la actual, Seguiran despilfarrando el  del contribuyente en favor de las autonomias de izquierdas y enchufando a sus  y familiares.",0,0,,,,MONEY
¿Soberanía de quién: del dueño del dinero (el contribuyente) o de un  que alimenta  internacionales con los ahorros de su pueblo y criminales impuestos?,0,0,,,,GOVERNMENT
Inicio > Contraste y  > Donde la pobreza eclipsa hasta a la …,0,0,,,,POVERTY
"Marisol Córdoba | Publicado el Jueves, 20 de Junio de 2013 22:19 El pleno del Consejo General del Instituto Electoral del Estado (IEE) exoneró por unanimidad  al consejero presidente, Armando Guerrero Ramírez, por  lo que desechó por infundada la solicitud de remoción hecha por la coalición -PVEM en su contra por considerar que puso en peligro la legitimidad del organismo electoral ante su idea de transferir votos de un candidato a otro. De la misma manera desecharon la queja contra la consejera Olga Lazcano, que también  puesto por el PRI acusándola de parcialidad.",0,0,,,,ELECTIONS
"Alberto Cárdenas Jiménez,   del Estado de Jalisco, entregó al Congreso del Estado, en sesión solemne, su segundo informe de Gobierno.",0,0,,,,GOVERNMENT
"de México: Mexicanos en el exterior  e información sobre migración, programas especiales",0,0,,,,GOVERNMENT
"La experiencia nos grita la necesidad de oxigenar la democracia; la sociedad tiene que actuar y no atenerse a que sus representantes le den o no le den resultados: vayamos por el   en encuestas, exijamos observatorios y certificaciones de eficiencia política, pongámosle marcaje personal a nuestros representantes.",0,0,,,,DEMOCRACY
El Titular del  informó al Congreso del Estado y al pueblo de Jalisco sobre los avances y retos de su .,0,0,,,,GOVERNMENT
"Obtener la  de inscripción, registro del padrón estatal de  y clave de acceso al módulo para pago de cuota fija, Régimen de Pequeños Contribuyentes.",0,0,,,,TAXATION
